Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
01.01.2024 00:00;01.01.2024 00:15;1.002,00;448,00;1.459,75;7.386,50;0,75;25,25;0,00;838,25;463,75;757,50;189,00;284,25
01.01.2024 00:15;01.01.2024 00:30;1.002,50;453,00;1.437,00;7.301,00;0,75;25,25;0,00;869,25;465,75;713,75;102,75;285,50
01.01.2024 00:30;01.01.2024 00:45;1.003,25;448,50;1.404,50;7.303,00;0,50;25,25;0,00;844,75;464,00;713,75;112,25;284,00
01.01.2024 00:45;01.01.2024 01:00;1.003,75;445,25;1.378,00;7.405,00;0,50;25,25;0,00;839,50;467,25;708,25;85,50;280,25
01.01.2024 01:00;01.01.2024 01:15;998,75;445,00;1.366,00;7.420,25;0,75;25,25;0,00;840,50;465,75;710,50;120,75;280,00
01.01.2024 01:15;01.01.2024 01:30;997,50;454,00;1.335,75;7.385,00;0,50;25,25;0,00;844,75;464,75;706,50;101,75;278,25
01.01.2024 01:30;01.01.2024 01:45;995,25;447,50;1.320,50;7.322,00;0,50;25,00;0,00;847,00;461,50;707,75;96,75;280,00
01.01.2024 01:45;01.01.2024 02:00;994,50;446,75;1.323,50;7.386,25;0,50;25,00;0,00;840,50;462,75;699,75;96,50;281,00
01.01.2024 02:00;01.01.2024 02:15;993,50;469,00;1.340,00;7.391,75;0,75;25,00;0,00;842,75;458,50;710,25;113,00;278,50
01.01.2024 02:15;01.01.2024 02:30;995,50;450,25;1.336,00;7.367,50;0,50;25,00;0,00;842,25;457,50;713,75;97,50;277,75
01.01.2024 02:30;01.01.2024 02:45;991,75;448,00;1.296,50;7.373,00;0,50;25,00;0,00;845,25;456,50;715,75;96,75;277,50
01.01.2024 02:45;01.01.2024 03:00;991,50;448,00;1.216,00;7.362,50;0,50;25,00;0,00;843,25;456,25;712,50;96,50;278,00
01.01.2024 03:00;01.01.2024 03:15;986,75;466,25;1.151,75;7.332,00;0,50;25,00;0,00;848,50;456,00;718,00;94,75;278,25
01.01.2024 03:15;01.01.2024 03:30;986,75;456,25;1.145,75;7.258,75;0,50;25,00;0,00;851,25;454,75;717,50;79,25;279,50
01.01.2024 03:30;01.01.2024 03:45;987,75;453,00;1.190,75;7.212,00;0,75;25,00;0,00;845,50;453,50;719,75;79,25;281,50
01.01.2024 03:45;01.01.2024 04:00;989,00;447,00;1.186,00;7.232,75;0,50;25,00;0,00;847,75;453,25;719,00;72,25;283,00
01.01.2024 04:00;01.01.2024 04:15;987,25;462,75;1.144,75;7.227,75;0,50;25,00;0,00;848,25;456,50;718,50;41,25;279,50
01.01.2024 04:15;01.01.2024 04:30;988,50;462,25;1.110,75;7.347,75;0,50;25,00;0,00;849,25;458,00;717,25;43,50;277,50
01.01.2024 04:30;01.01.2024 04:45;988,25;466,00;1.096,25;7.315,50;0,50;25,75;0,00;848,25;459,00;711,00;46,50;277,25
01.01.2024 04:45;01.01.2024 05:00;990,75;463,75;1.087,50;7.238,75;0,50;25,75;0,00;848,00;459,25;710,25;46,50;278,75
01.01.2024 05:00;01.01.2024 05:15;994,50;461,25;1.140,25;7.234,50;0,50;25,50;0,00;849,75;457,00;719,50;40,00;278,50
01.01.2024 05:15;01.01.2024 05:30;997,00;460,75;1.182,25;7.248,00;0,50;25,50;0,00;849,00;458,75;722,50;39,75;278,75
01.01.2024 05:30;01.01.2024 05:45;998,00;467,00;1.166,25;7.291,50;0,50;25,50;0,00;847,00;459,00;725,50;50,00;279,25
01.01.2024 05:45;01.01.2024 06:00;1.002,00;464,25;1.136,00;7.272,25;0,50;25,50;0,00;853,50;456,75;727,75;50,25;275,00
01.01.2024 06:00;01.01.2024 06:15;1.006,75;442,75;1.122,75;7.303,00;0,50;25,50;0,00;856,00;459,25;724,00;36,00;278,75
01.01.2024 06:15;01.01.2024 06:30;1.008,25;441,25;1.101,75;7.270,00;0,50;25,25;0,00;856,75;457,75;722,50;35,75;278,50
01.01.2024 06:30;01.01.2024 06:45;1.008,75;437,50;1.049,50;7.185,50;0,50;25,25;0,00;861,25;457,75;717,00;40,00;279,25
01.01.2024 06:45;01.01.2024 07:00;1.010,25;452,00;1.011,25;7.220,25;0,75;25,50;0,00;861,00;460,25;721,00;36,50;278,25
01.01.2024 07:00;01.01.2024 07:15;1.019,50;446,00;989,75;7.285,25;0,50;25,50;0,00;861,75;462,50;718,75;36,50;278,25
01.01.2024 07:15;01.01.2024 07:30;1.026,25;434,50;987,00;7.356,25;0,75;25,50;0,00;855,25;463,00;716,00;42,75;279,00
01.01.2024 07:30;01.01.2024 07:45;1.030,50;435,00;966,00;7.474,75;0,75;25,50;0,00;853,00;461,75;718,00;37,00;278,75
01.01.2024 07:45;01.01.2024 08:00;1.035,50;441,75;954,50;7.521,75;0,75;25,50;0,00;850,25;461,00;715,00;36,25;276,50
01.01.2024 08:00;01.01.2024 08:15;1.045,00;433,75;981,75;7.614,00;2,25;25,50;0,00;851,50;461,00;718,00;3,25;279,75
01.01.2024 08:15;01.01.2024 08:30;1.050,25;447,50;963,75;7.628,50;25,50;25,50;0,00;858,25;460,50;719,75;16,25;281,75
01.01.2024 08:30;01.01.2024 08:45;1.051,25;444,00;961,50;7.645,75;139,25;25,50;0,00;856,00;457,75;715,25;1,00;278,75
01.01.2024 08:45;01.01.2024 09:00;1.051,50;443,75;949,50;7.641,25;309,00;25,50;0,00;852,25;455,75;717,00;5,25;280,00
01.01.2024 09:00;01.01.2024 09:15;1.052,00;444,25;852,25;7.675,75;520,75;25,50;0,00;856,25;454,50;708,75;36,00;273,25
01.01.2024 09:15;01.01.2024 09:30;1.050,50;446,50;783,00;7.670,00;748,25;25,50;0,00;856,75;453,00;710,00;35,50;276,00
01.01.2024 09:30;01.01.2024 09:45;1.051,00;446,75;777,75;7.653,00;955,25;25,50;0,00;849,75;454,00;710,00;35,50;279,00
01.01.2024 09:45;01.01.2024 10:00;1.048,75;447,75;818,50;7.634,00;1.167,75;25,50;0,00;851,75;454,75;708,50;36,00;278,75
01.01.2024 10:00;01.01.2024 10:15;1.038,00;448,00;791,00;7.579,50;1.397,75;25,50;0,00;863,25;458,00;711,50;16,25;279,25
01.01.2024 10:15;01.01.2024 10:30;1.036,50;436,50;850,25;7.573,50;1.612,25;25,50;0,00;880,25;463,25;712,50;15,25;279,50
01.01.2024 10:30;01.01.2024 10:45;1.035,25;440,00;917,00;7.606,25;1.790,25;25,25;0,00;876,50;469,00;714,00;15,00;279,25
01.01.2024 10:45;01.01.2024 11:00;1.037,25;444,00;911,75;7.535,50;1.912,50;25,25;0,00;868,50;469,25;711,00;15,25;280,75
01.01.2024 11:00;01.01.2024 11:15;1.028,50;456,50;872,75;7.526,75;2.032,25;25,25;0,00;849,75;473,50;694,00;28,50;280,00
01.01.2024 11:15;01.01.2024 11:30;1.029,00;452,50;874,75;7.513,00;2.092,50;25,25;0,00;846,50;473,00;697,25;15,25;280,25
01.01.2024 11:30;01.01.2024 11:45;1.027,00;451,75;909,50;7.547,00;2.109,50;25,25;0,00;845,25;472,50;689,50;15,00;279,75
01.01.2024 11:45;01.01.2024 12:00;1.028,75;440,75;916,25;7.676,50;2.074,25;25,25;0,00;849,25;472,75;692,75;36,00;280,25
01.01.2024 12:00;01.01.2024 12:15;1.017,50;443,25;839,50;7.646,75;2.045,50;25,25;0,00;846,50;477,50;701,00;37,75;279,50
01.01.2024 12:15;01.01.2024 12:30;1.016,75;440,50;803,25;7.619,50;2.021,75;25,25;0,00;846,50;477,25;708,25;21,00;278,75
01.01.2024 12:30;01.01.2024 12:45;1.017,75;436,25;829,25;7.625,25;1.963,75;25,25;0,00;847,50;477,50;700,75;20,50;279,50
01.01.2024 12:45;01.01.2024 13:00;1.016,00;433,75;824,00;7.573,75;1.884,00;25,25;0,00;848,25;478,25;700,50;49,00;281,00
01.01.2024 13:00;01.01.2024 13:15;1.013,50;437,00;832,50;7.485,50;1.809,25;25,25;0,00;846,00;478,50;694,75;37,50;279,50
01.01.2024 13:15;01.01.2024 13:30;1.014,50;435,50;824,00;7.386,50;1.735,00;25,25;0,00;846,50;480,50;689,50;30,75;278,50
01.01.2024 13:30;01.01.2024 13:45;1.011,25;442,00;821,25;7.368,50;1.628,75;25,25;0,00;846,25;478,75;688,75;0,00;278,75
01.01.2024 13:45;01.01.2024 14:00;1.012,00;423,25;800,75;7.393,50;1.505,50;25,25;0,00;862,75;476,00;687,75;8,75;280,00
01.01.2024 14:00;01.01.2024 14:15;1.013,75;416,00;788,75;7.185,25;1.379,50;25,25;0,00;884,00;478,00;696,00;7,50;279,25
01.01.2024 14:15;01.01.2024 14:30;1.016,75;419,25;790,50;7.195,00;1.223,25;25,25;0,00;894,25;480,00;700,00;38,50;277,75
01.01.2024 14:30;01.01.2024 14:45;1.022,25;420,50;838,00;7.065,75;1.042,25;25,25;0,00;897,00;479,75;703,00;83,50;277,00
01.01.2024 14:45;01.01.2024 15:00;1.026,25;427,75;887,00;7.028,75;849,25;25,25;0,00;893,25;478,00;710,50;457,75;277,50
01.01.2024 15:00;01.01.2024 15:15;1.033,75;414,25;897,00;6.938,00;645,50;25,50;0,00;884,50;484,00;719,50;88,25;276,50
01.01.2024 15:15;01.01.2024 15:30;1.035,25;423,75;963,00;6.839,75;458,25;25,25;0,00;888,00;486,50;726,25;256,00;275,25
01.01.2024 15:30;01.01.2024 15:45;1.039,25;429,75;949,25;6.714,75;293,50;25,25;0,00;888,25;487,50;730,75;498,75;272,00
01.01.2024 15:45;01.01.2024 16:00;1.045,25;434,50;1.000,50;6.704,00;164,25;26,00;0,00;886,00;497,75;733,00;594,75;277,00
01.01.2024 16:00;01.01.2024 16:15;1.062,25;413,75;1.029,50;6.737,25;71,25;27,50;0,00;881,25;511,75;840,00;116,50;282,50
01.01.2024 16:15;01.01.2024 16:30;1.072,00;418,75;1.043,50;6.807,50;18,75;27,50;0,00;882,25;512,75;853,75;302,25;281,50
01.01.2024 16:30;01.01.2024 16:45;1.077,00;419,50;1.070,50;6.771,00;3,00;27,50;0,00;882,50;516,50;859,25;634,00;284,25
01.01.2024 16:45;01.01.2024 17:00;1.083,25;418,75;1.087,00;6.903,75;0,75;27,50;0,00;909,75;523,25;876,25;830,25;285,00
01.01.2024 17:00;01.01.2024 17:15;1.095,00;410,25;1.114,25;7.003,50;0,75;28,75;0,00;917,50;539,75;911,50;559,75;287,75
01.01.2024 17:15;01.01.2024 17:30;1.092,25;417,00;1.103,00;7.015,50;0,75;30,25;0,00;919,75;545,75;926,00;759,25;287,00
01.01.2024 17:30;01.01.2024 17:45;1.098,50;417,25;1.085,00;7.035,50;0,75;30,25;0,00;918,25;547,25;930,25;792,00;287,00
01.01.2024 17:45;01.01.2024 18:00;1.103,25;417,50;1.145,75;6.924,00;0,75;29,75;0,00;935,75;549,25;933,75;870,00;286,00
01.01.2024 18:00;01.01.2024 18:15;1.103,00;417,25;1.168,75;6.930,00;0,75;28,25;0,00;926,25;557,50;931,00;1.073,75;286,00
01.01.2024 18:15;01.01.2024 18:30;1.107,25;417,25;1.131,25;6.810,50;0,50;28,25;0,00;924,25;558,25;924,25;1.023,50;285,00
01.01.2024 18:30;01.01.2024 18:45;1.109,25;417,50;1.080,75;6.718,50;0,75;28,25;0,00;917,25;556,50;921,75;1.034,50;283,00
01.01.2024 18:45;01.01.2024 19:00;1.105,50;417,25;1.106,25;6.640,75;0,50;28,25;0,00;918,50;557,50;929,75;1.013,75;278,75
01.01.2024 19:00;01.01.2024 19:15;1.103,25;418,00;1.132,25;6.519,50;0,50;27,75;0,00;917,00;555,25;920,50;1.007,00;280,75
01.01.2024 19:15;01.01.2024 19:30;1.101,75;418,25;1.134,50;6.543,25;0,50;25,50;0,00;933,00;556,75;860,00;794,25;277,25
01.01.2024 19:30;01.01.2024 19:45;1.095,50;418,25;1.144,50;6.546,50;0,50;25,25;0,00;941,75;556,00;856,00;676,00;276,50
01.01.2024 19:45;01.01.2024 20:00;1.093,50;419,00;1.177,50;6.429,75;0,50;25,25;0,00;943,25;552,25;848,50;475,50;276,75
01.01.2024 20:00;01.01.2024 20:15;1.083,75;419,25;1.168,25;6.475,00;0,50;25,25;0,00;942,50;543,00;839,00;441,25;278,75
01.01.2024 20:15;01.01.2024 20:30;1.077,75;419,00;1.150,75;6.396,25;0,50;25,25;0,00;941,25;542,00;830,75;341,50;278,50
01.01.2024 20:30;01.01.2024 20:45;1.073,75;417,00;1.146,25;6.261,00;0,50;25,50;0,00;936,50;540,00;825,25;175,50;274,00
01.01.2024 20:45;01.01.2024 21:00;1.075,25;416,75;1.173,50;6.184,50;0,50;25,50;0,00;920,00;539,75;823,00;159,25;276,25
01.01.2024 21:00;01.01.2024 21:15;1.063,75;418,50;1.174,25;6.092,25;0,75;25,50;0,00;911,75;537,25;845,75;259,75;279,00
01.01.2024 21:15;01.01.2024 21:30;1.063,25;419,00;1.185,00;5.946,75;0,50;25,50;0,00;899,25;525,25;836,00;209,75;282,50
01.01.2024 21:30;01.01.2024 21:45;1.059,50;418,50;1.160,50;5.874,75;0,50;25,50;0,00;901,50;523,50;835,25;149,00;281,50
01.01.2024 21:45;01.01.2024 22:00;1.057,50;434,25;1.134,50;5.785,00;0,50;25,50;0,00;903,00;523,00;831,00;78,50;282,25
01.01.2024 22:00;01.01.2024 22:15;1.042,75;422,75;1.174,00;5.702,00;0,50;25,75;0,00;910,25;514,25;803,50;216,75;281,50
01.01.2024 22:15;01.01.2024 22:30;1.039,25;434,50;1.192,25;5.676,75;0,50;25,75;0,00;909,00;513,25;812,00;147,50;278,00
01.01.2024 22:30;01.01.2024 22:45;1.036,00;436,25;1.146,75;5.576,75;0,50;25,75;0,00;914,25;477,50;809,50;68,00;285,25
01.01.2024 22:45;01.01.2024 23:00;1.035,75;438,75;1.046,75;5.505,50;0,50;25,75;0,00;905,75;473,25;808,25;140,00;286,00
01.01.2024 23:00;01.01.2024 23:15;1.025,25;424,75;980,75;5.447,50;0,75;26,00;0,00;903,25;463,50;809,50;134,00;287,75
01.01.2024 23:15;01.01.2024 23:30;1.022,00;423,75;935,25;5.333,25;0,50;26,00;0,00;901,25;464,50;814,75;136,00;286,25
01.01.2024 23:30;01.01.2024 23:45;1.018,25;423,75;935,75;5.326,25;0,50;26,00;0,00;901,50;463,25;798,25;38,25;282,00
01.01.2024 23:45;02.01.2024 00:00;1.014,00;423,75;871,00;5.223,00;0,50;26,00;0,00;885,75;462,50;793,50;35,50;287,50
02.01.2024 00:00;02.01.2024 00:15;1.001,50;419,75;873,50;5.123,00;0,75;26,00;0,00;874,00;446,50;842,50;59,75;286,00
02.01.2024 00:15;02.01.2024 00:30;1.000,75;421,75;895,50;5.066,75;0,75;26,00;0,00;864,25;441,50;789,50;41,75;284,25
02.01.2024 00:30;02.01.2024 00:45;998,25;425,00;910,25;5.009,25;0,50;26,00;0,00;870,00;441,25;788,50;9,75;282,75
02.01.2024 00:45;02.01.2024 01:00;997,25;430,50;940,00;4.968,00;0,50;26,00;0,00;864,00;440,75;791,00;8,75;283,75
02.01.2024 01:00;02.01.2024 01:15;993,00;426,25;940,50;4.944,50;0,50;26,00;0,00;871,50;442,25;788,50;0,25;283,75
02.01.2024 01:15;02.01.2024 01:30;991,25;423,75;942,50;4.869,75;0,50;26,00;0,00;866,00;440,00;780,75;7,75;284,25
02.01.2024 01:30;02.01.2024 01:45;989,25;429,50;943,50;4.765,00;0,50;26,00;0,00;864,50;440,75;780,50;0,75;284,25
02.01.2024 01:45;02.01.2024 02:00;990,00;432,75;937,25;4.688,75;0,50;26,00;0,00;872,25;440,75;785,00;28,50;282,75
02.01.2024 02:00;02.01.2024 02:15;988,00;448,75;946,25;4.722,00;0,75;26,00;0,00;863,25;438,75;795,25;49,25;281,75
02.01.2024 02:15;02.01.2024 02:30;988,00;429,50;914,75;4.766,25;0,50;26,00;0,00;860,00;441,00;795,50;43,00;283,75
02.01.2024 02:30;02.01.2024 02:45;987,75;428,25;919,50;4.838,25;0,50;26,00;0,00;861,75;438,25;801,25;42,75;283,25
02.01.2024 02:45;02.01.2024 03:00;987,50;417,75;915,50;4.918,25;0,75;26,75;0,00;859,75;471,50;808,50;18,50;281,50
02.01.2024 03:00;02.01.2024 03:15;990,25;410,50;919,00;5.027,50;0,75;26,75;0,00;862,00;475,50;812,75;6,00;281,25
02.01.2024 03:15;02.01.2024 03:30;990,50;408,00;994,50;5.149,50;0,75;26,75;0,00;861,50;447,25;818,00;1,25;280,75
02.01.2024 03:30;02.01.2024 03:45;990,75;410,00;1.032,75;5.226,25;0,50;26,75;0,00;861,75;478,25;822,75;0,00;279,00
02.01.2024 03:45;02.01.2024 04:00;989,75;409,50;1.071,75;5.301,00;0,50;26,75;0,00;855,75;478,25;827,25;0,25;279,50
02.01.2024 04:00;02.01.2024 04:15;990,25;411,75;1.140,00;5.383,25;0,50;26,75;0,00;858,75;478,00;834,75;18,25;278,00
02.01.2024 04:15;02.01.2024 04:30;991,75;411,75;1.188,50;5.527,00;0,50;26,75;0,00;861,50;478,25;840,25;10,00;277,50
02.01.2024 04:30;02.01.2024 04:45;994,00;413,50;1.213,00;5.609,50;0,50;26,50;0,00;856,00;479,50;848,00;10,00;278,25
02.01.2024 04:45;02.01.2024 05:00;994,50;413,25;1.235,50;5.756,25;0,50;26,50;0,00;863,00;482,50;859,50;12,75;280,50
02.01.2024 05:00;02.01.2024 05:15;996,75;413,00;1.256,50;5.902,75;0,50;26,50;0,00;863,50;490,25;899,25;38,25;279,00
02.01.2024 05:15;02.01.2024 05:30;1.001,25;412,75;1.267,25;6.128,25;0,50;26,25;0,00;860,00;493,75;920,50;36,00;279,25
02.01.2024 05:30;02.01.2024 05:45;1.004,25;412,25;1.278,25;6.377,00;0,50;26,25;0,00;854,75;493,75;934,75;36,25;279,50
02.01.2024 05:45;02.01.2024 06:00;1.004,75;411,25;1.294,00;6.531,00;0,75;26,75;0,00;853,00;497,25;961,75;74,75;280,50
02.01.2024 06:00;02.01.2024 06:15;1.017,50;407,50;1.302,25;6.809,00;0,50;28,75;0,00;852,50;519,25;1.018,50;45,50;284,50
02.01.2024 06:15;02.01.2024 06:30;1.026,75;408,75;1.298,00;6.922,75;0,50;28,75;0,00;849,00;523,75;1.033,00;80,50;285,00
02.01.2024 06:30;02.01.2024 06:45;1.031,75;414,50;1.289,00;7.080,00;0,75;28,75;0,00;847,25;520,75;1.044,00;79,00;285,50
02.01.2024 06:45;02.01.2024 07:00;1.036,75;414,25;1.289,25;7.168,50;0,75;28,75;0,00;839,75;518,75;1.082,75;161,50;285,25
02.01.2024 07:00;02.01.2024 07:15;1.052,25;410,50;1.292,75;7.275,75;0,50;28,75;0,00;833,75;534,50;1.170,75;158,00;284,50
02.01.2024 07:15;02.01.2024 07:30;1.056,00;418,75;1.291,25;7.342,75;0,50;30,00;0,00;838,50;537,50;1.181,50;140,75;286,75
02.01.2024 07:30;02.01.2024 07:45;1.058,50;415,75;1.304,50;7.472,50;0,50;30,75;0,00;839,75;539,75;1.198,25;259,50;282,50
02.01.2024 07:45;02.01.2024 08:00;1.063,75;419,25;1.302,25;7.555,75;0,50;31,50;0,00;838,50;540,25;1.223,00;404,25;287,75
02.01.2024 08:00;02.01.2024 08:15;1.071,75;415,25;1.296,75;7.668,25;0,75;33,75;0,00;838,00;557,00;1.348,00;255,50;295,25
02.01.2024 08:15;02.01.2024 08:30;1.079,00;416,25;1.294,50;7.683,00;3,25;33,50;0,00;841,00;560,25;1.395,50;285,25;290,00
02.01.2024 08:30;02.01.2024 08:45;1.082,00;415,00;1.291,75;7.764,75;14,25;33,50;0,00;842,00;559,75;1.400,00;368,75;293,25
02.01.2024 08:45;02.01.2024 09:00;1.082,75;415,25;1.292,75;7.732,00;36,75;33,50;0,00;862,00;561,75;1.403,25;449,00;293,75
02.01.2024 09:00;02.01.2024 09:15;1.084,00;427,75;1.295,50;7.637,00;68,00;35,50;0,00;892,50;565,75;1.474,75;568,25;298,00
02.01.2024 09:15;02.01.2024 09:30;1.083,75;482,00;1.299,00;7.599,50;113,75;36,25;0,00;900,00;567,25;1.502,25;587,75;303,00
02.01.2024 09:30;02.01.2024 09:45;1.086,50;492,25;1.298,25;7.550,50;164,00;38,50;0,00;906,50;568,75;1.513,75;624,75;309,25
02.01.2024 09:45;02.01.2024 10:00;1.091,00;436,75;1.295,00;7.619,50;217,00;38,75;0,00;988,00;569,25;1.513,50;638,50;309,25
02.01.2024 10:00;02.01.2024 10:15;1.083,50;430,50;1.293,50;7.649,25;273,75;38,75;0,00;974,25;567,00;1.512,75;368,25;307,75
02.01.2024 10:15;02.01.2024 10:30;1.083,50;430,50;1.298,75;7.512,50;327,25;38,75;0,00;988,25;568,25;1.517,75;330,75;306,75
02.01.2024 10:30;02.01.2024 10:45;1.087,25;426,75;1.300,00;7.424,25;380,25;38,75;0,00;1.013,75;573,25;1.514,50;356,00;307,75
02.01.2024 10:45;02.01.2024 11:00;1.086,25;425,25;1.294,00;7.295,00;429,00;38,75;0,00;1.018,25;575,50;1.518,75;363,00;309,75
02.01.2024 11:00;02.01.2024 11:15;1.076,00;411,25;1.227,75;7.245,75;474,00;40,00;0,00;1.071,25;571,75;1.526,25;229,50;310,25
02.01.2024 11:15;02.01.2024 11:30;1.078,75;420,50;1.120,50;7.160,50;523,75;40,00;0,00;1.077,50;573,25;1.524,25;344,50;306,75
02.01.2024 11:30;02.01.2024 11:45;1.080,25;425,25;1.030,50;7.054,50;565,75;40,00;0,00;1.101,25;580,25;1.525,50;525,50;299,50
02.01.2024 11:45;02.01.2024 12:00;1.081,00;426,50;975,00;6.897,75;605,75;40,25;0,00;1.133,75;581,75;1.525,75;611,00;297,00
02.01.2024 12:00;02.01.2024 12:15;1.069,25;482,00;945,25;6.799,75;649,00;40,00;0,00;1.179,75;576,75;1.539,25;678,75;303,50
02.01.2024 12:15;02.01.2024 12:30;1.069,25;485,00;941,75;6.784,50;676,50;40,00;0,00;1.197,00;568,50;1.543,75;717,00;308,25
02.01.2024 12:30;02.01.2024 12:45;1.068,00;486,00;953,50;6.851,75;689,25;40,00;0,00;1.221,25;563,75;1.561,75;784,00;311,00
02.01.2024 12:45;02.01.2024 13:00;1.069,00;451,75;965,50;6.785,00;689,75;40,00;0,00;1.196,50;579,50;1.571,75;837,50;312,25
02.01.2024 13:00;02.01.2024 13:15;1.058,25;425,50;944,25;6.689,00;666,00;40,00;0,00;1.165,50;591,00;1.557,25;640,50;311,25
02.01.2024 13:15;02.01.2024 13:30;1.056,50;425,00;876,25;6.708,25;632,25;40,00;0,00;1.185,75;595,75;1.548,50;510,75;309,75
02.01.2024 13:30;02.01.2024 13:45;1.057,00;428,50;788,75;6.699,00;584,00;40,00;0,00;1.222,50;597,00;1.536,50;586,75;306,50
02.01.2024 13:45;02.01.2024 14:00;1.056,00;424,00;757,00;6.678,50;516,50;40,00;0,00;1.229,00;596,25;1.535,25;573,25;306,75
02.01.2024 14:00;02.01.2024 14:15;1.056,75;418,00;804,25;6.677,50;436,25;40,00;0,00;1.234,25;574,25;1.551,50;721,50;307,00
02.01.2024 14:15;02.01.2024 14:30;1.060,25;421,25;837,50;6.619,00;358,00;40,00;0,00;1.255,75;572,00;1.550,50;896,00;310,50
02.01.2024 14:30;02.01.2024 14:45;1.063,00;435,00;822,00;6.562,00;290,75;40,00;0,00;1.255,25;573,75;1.540,25;978,50;310,25
02.01.2024 14:45;02.01.2024 15:00;1.066,75;432,75;834,25;6.526,50;225,75;40,00;0,00;1.237,50;572,25;1.547,25;1.020,50;309,25
02.01.2024 15:00;02.01.2024 15:15;1.071,50;424,75;825,75;6.528,50;162,00;39,75;0,00;1.190,75;572,25;1.569,00;944,75;303,00
02.01.2024 15:15;02.01.2024 15:30;1.077,50;436,00;809,25;6.513,25;108,75;39,75;0,00;1.150,75;571,25;1.577,50;1.020,50;304,25
02.01.2024 15:30;02.01.2024 15:45;1.079,25;439,75;805,50;6.588,25;64,00;39,75;0,00;1.153,00;570,50;1.588,75;1.112,25;308,50
02.01.2024 15:45;02.01.2024 16:00;1.083,00;430,50;811,00;6.738,50;32,25;39,75;0,00;1.150,75;568,50;1.590,50;1.094,50;309,75
02.01.2024 16:00;02.01.2024 16:15;1.099,25;422,75;844,75;6.882,50;12,25;39,75;0,00;1.172,00;570,00;1.639,00;1.155,75;311,25
02.01.2024 16:15;02.01.2024 16:30;1.101,50;421,50;892,00;6.991,50;3,50;39,75;0,00;1.181,75;569,75;1.632,25;1.245,75;312,25
02.01.2024 16:30;02.01.2024 16:45;1.101,00;429,50;949,25;7.120,25;1,00;40,00;0,00;1.183,00;571,00;1.625,50;1.251,25;305,50
02.01.2024 16:45;02.01.2024 17:00;1.108,75;426,75;1.048,50;7.206,50;1,00;39,75;0,00;1.171,00;571,50;1.639,25;1.239,75;307,75
02.01.2024 17:00;02.01.2024 17:15;1.112,50;421,75;1.149,50;7.359,00;1,00;40,00;0,00;1.156,25;576,50;1.627,75;1.081,50;313,50
02.01.2024 17:15;02.01.2024 17:30;1.114,50;437,75;1.231,75;7.523,25;0,50;39,75;0,00;1.127,00;576,25;1.630,25;975,50;313,25
02.01.2024 17:30;02.01.2024 17:45;1.115,25;435,25;1.307,25;7.640,50;0,50;39,75;0,00;1.127,25;577,50;1.633,25;920,25;310,75
02.01.2024 17:45;02.01.2024 18:00;1.114,25;419,75;1.370,50;7.745,00;0,50;39,75;0,00;1.145,00;578,75;1.633,25;737,00;311,75
02.01.2024 18:00;02.01.2024 18:15;1.115,25;429,75;1.445,75;7.873,50;0,50;39,75;0,00;1.187,00;576,00;1.611,00;838,50;314,75
02.01.2024 18:15;02.01.2024 18:30;1.118,50;420,25;1.491,00;7.932,75;0,50;39,75;0,00;1.123,50;572,25;1.600,75;763,00;316,25
02.01.2024 18:30;02.01.2024 18:45;1.115,50;421,50;1.530,00;8.099,75;0,50;39,75;0,00;1.093,00;565,25;1.594,00;653,00;316,75
02.01.2024 18:45;02.01.2024 19:00;1.113,50;413,75;1.565,50;8.295,00;0,50;39,75;0,00;1.108,25;559,50;1.575,50;543,75;316,50
02.01.2024 19:00;02.01.2024 19:15;1.107,50;433,25;1.585,75;8.438,00;0,75;38,50;0,00;1.081,25;554,50;1.528,25;735,00;314,75
02.01.2024 19:15;02.01.2024 19:30;1.101,50;440,75;1.601,00;8.567,50;0,50;38,50;0,00;1.057,75;553,75;1.510,25;476,00;317,00
02.01.2024 19:30;02.01.2024 19:45;1.098,25;436,50;1.607,25;8.719,75;0,50;38,50;0,00;992,75;551,50;1.504,75;310,00;315,75
02.01.2024 19:45;02.01.2024 20:00;1.092,50;430,00;1.608,50;8.772,50;0,50;38,50;0,00;965,50;554,25;1.467,75;207,00;316,00
02.01.2024 20:00;02.01.2024 20:15;1.075,00;436,00;1.609,25;8.875,25;0,75;37,25;0,00;965,25;547,50;1.339,25;492,25;314,25
02.01.2024 20:15;02.01.2024 20:30;1.069,25;421,25;1.608,25;9.035,75;0,50;36,00;0,00;951,00;543,00;1.303,50;274,50;311,50
02.01.2024 20:30;02.01.2024 20:45;1.067,50;426,75;1.608,75;9.104,75;0,50;36,00;0,00;953,25;541,75;1.296,50;124,00;310,00
02.01.2024 20:45;02.01.2024 21:00;1.064,50;417,25;1.607,75;9.121,75;0,50;36,00;0,00;914,50;540,25;1.286,50;122,25;311,00
