Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
18.07.2024 12:00;18.07.2024 12:15;919,50;569,75;193,00;150,75;10.345,25;19,50;-;1.299,50;250,75;668,50;74,25;363,50
18.07.2024 12:15;18.07.2024 12:30;910,00;537,75;183,50;157,25;10.396,00;19,50;-;1.281,50;252,25;667,00;24,00;364,00
18.07.2024 12:30;18.07.2024 12:45;906,00;546,75;170,75;157,25;10.604,50;19,50;-;1.280,50;262,00;661,75;17,00;364,25
18.07.2024 12:45;18.07.2024 13:00;906,50;563,25;171,00;155,50;10.543,25;21,00;-;1.280,25;266,00;654,00;41,50;363,25
18.07.2024 13:00;18.07.2024 13:15;907,75;569,75;163,00;153,25;10.592,25;21,75;-;1.301,75;263,00;653,50;62,75;367,50
18.07.2024 13:15;18.07.2024 13:30;908,25;569,75;153,25;156,00;10.499,00;23,50;-;1.311,50;284,00;654,75;47,50;375,75
18.07.2024 13:30;18.07.2024 13:45;909,75;568,50;144,50;159,50;10.498,75;24,50;-;1.306,00;277,75;654,50;36,25;374,25
18.07.2024 13:45;18.07.2024 14:00;914,25;560,00;141,75;160,00;10.420,25;24,50;-;1.302,25;298,00;656,25;21,50;370,50
18.07.2024 14:00;18.07.2024 14:15;913,00;563,75;158,00;159,25;10.324,75;24,50;-;1.314,50;339,00;672,75;6,75;374,25
18.07.2024 14:15;18.07.2024 14:30;918,75;568,25;171,50;161,50;10.257,25;24,50;-;1.315,50;338,25;671,50;6,50;374,25
18.07.2024 14:30;18.07.2024 14:45;911,00;563,50;185,75;160,25;10.055,00;24,50;-;1.310,25;341,00;663,75;5,75;369,00
18.07.2024 14:45;18.07.2024 15:00;913,00;558,25;186,25;167,75;9.894,75;24,50;-;1.294,75;335,00;659,75;6,75;375,00
18.07.2024 15:00;18.07.2024 15:15;909,75;559,50;179,00;161,25;9.618,25;24,50;-;1.305,50;360,50;659,75;18,75;374,75
18.07.2024 15:15;18.07.2024 15:30;912,50;556,75;175,75;155,00;9.407,25;24,50;-;1.309,75;359,00;659,25;19,00;369,25
18.07.2024 15:30;18.07.2024 15:45;914,50;554,75;155,25;149,25;9.019,50;24,50;-;1.303,75;377,25;662,25;32,75;373,25
18.07.2024 15:45;18.07.2024 16:00;917,00;557,25;141,50;150,00;8.711,50;24,50;-;1.324,00;387,00;670,00;84,00;377,75
18.07.2024 16:00;18.07.2024 16:15;928,00;556,75;137,50;148,25;8.352,00;24,50;-;1.347,25;456,75;667,25;68,00;398,75
18.07.2024 16:15;18.07.2024 16:30;935,25;558,75;131,50;155,50;7.972,50;24,75;-;1.377,25;494,50;691,25;21,50;396,50
18.07.2024 16:30;18.07.2024 16:45;934,75;562,25;126,75;163,50;7.590,25;24,75;-;1.454,75;511,50;715,50;23,75;397,25
18.07.2024 16:45;18.07.2024 17:00;938,75;570,25;117,25;162,50;7.193,25;25,00;-;1.527,75;533,75;759,75;66,25;391,25
18.07.2024 17:00;18.07.2024 17:15;946,25;568,25;117,75;170,75;6.729,00;25,00;-;1.652,75;575,00;866,25;53,75;355,25
18.07.2024 17:15;18.07.2024 17:30;950,25;573,25;116,00;162,50;6.250,00;24,75;-;1.865,00;625,25;1.008,50;65,50;352,00
18.07.2024 17:30;18.07.2024 17:45;959,25;584,75;103,75;151,75;5.721,75;24,75;-;2.104,75;667,50;1.169,00;85,25;352,00
18.07.2024 17:45;18.07.2024 18:00;967,50;596,50;98,00;144,50;5.188,75;24,75;-;2.265,75;738,25;1.295,50;183,50;349,25
18.07.2024 18:00;18.07.2024 18:15;982,50;572,75;109,00;140,00;4.641,25;24,75;-;2.380,25;785,00;1.450,50;128,75;353,00
18.07.2024 18:15;18.07.2024 18:30;992,75;580,50;105,75;142,00;4.070,00;24,75;-;2.472,50;824,00;1.670,50;187,75;351,00
18.07.2024 18:30;18.07.2024 18:45;1.004,00;597,00;100,25;133,50;3.500,75;24,75;-;2.545,75;912,00;1.870,25;470,25;350,00
18.07.2024 18:45;18.07.2024 19:00;1.013,00;607,00;90,75;125,25;2.955,25;24,75;-;2.617,00;975,75;1.996,50;771,50;352,00
18.07.2024 19:00;18.07.2024 19:15;1.032,25;580,00;88,25;119,75;2.433,50;24,75;-;2.655,25;999,00;2.200,75;655,50;348,25
18.07.2024 19:15;18.07.2024 19:30;1.047,50;613,75;81,25;127,25;1.957,25;24,75;-;2.706,75;1.002,00;2.288,50;1.045,25;350,00
18.07.2024 19:30;18.07.2024 19:45;1.055,25;654,75;68,75;121,50;1.537,25;24,75;-;2.712,75;987,25;2.294,00;1.360,75;353,00
18.07.2024 19:45;18.07.2024 20:00;1.060,50;693,25;60,00;125,75;1.173,00;24,75;-;2.723,25;986,50;2.308,25;1.500,25;353,50
18.07.2024 20:00;18.07.2024 20:15;1.066,00;695,50;51,00;147,50;836,25;25,00;-;2.726,25;987,00;2.288,25;1.518,25;354,00
18.07.2024 20:15;18.07.2024 20:30;1.069,50;706,00;46,25;172,00;562,75;25,00;-;2.731,50;990,75;2.308,25;1.547,75;355,75
18.07.2024 20:30;18.07.2024 20:45;1.067,50;708,75;42,00;193,75;350,75;25,00;-;2.731,25;989,50;2.375,00;1.604,25;356,75
18.07.2024 20:45;18.07.2024 21:00;1.071,50;697,25;37,25;236,00;185,50;25,00;-;2.735,75;992,00;2.390,50;1.600,00;355,25
18.07.2024 21:00;18.07.2024 21:15;1.070,25;691,75;29,25;293,50;73,00;25,25;-;2.731,25;988,75;2.388,00;1.652,75;355,00
18.07.2024 21:15;18.07.2024 21:30;1.068,25;692,50;20,50;336,50;21,75;25,25;-;2.737,75;983,00;2.383,50;1.616,25;355,50
18.07.2024 21:30;18.07.2024 21:45;1.065,50;692,50;17,50;338,00;4,50;25,25;-;2.738,75;983,75;2.374,75;1.474,50;355,00
18.07.2024 21:45;18.07.2024 22:00;1.067,50;693,25;18,50;361,50;1,75;25,50;-;2.732,50;984,50;2.332,00;1.419,50;355,00
18.07.2024 22:00;18.07.2024 22:15;1.049,75;690,50;18,75;420,75;1,50;25,50;-;2.733,00;980,50;2.325,25;1.318,75;354,00
18.07.2024 22:15;18.07.2024 22:30;1.043,25;689,75;17,50;467,00;1,75;25,50;-;2.730,00;981,00;2.267,25;1.290,00;353,25
18.07.2024 22:30;18.07.2024 22:45;1.039,75;689,00;16,25;515,50;2,25;25,50;-;2.729,50;976,00;2.255,50;1.183,50;355,00
18.07.2024 22:45;18.07.2024 23:00;1.037,75;685,75;13,50;571,50;1,00;25,50;-;2.721,00;960,75;2.248,25;935,75;354,25
18.07.2024 23:00;18.07.2024 23:15;1.015,50;691,50;13,00;626,50;0,75;25,50;-;2.673,00;934,50;2.243,25;934,50;354,25
18.07.2024 23:15;18.07.2024 23:30;1.008,75;692,75;16,00;669,75;0,75;25,75;-;2.630,00;890,50;2.217,00;698,50;353,75
18.07.2024 23:30;18.07.2024 23:45;1.000,75;700,50;18,75;698,75;0,50;25,75;-;2.629,75;841,75;2.190,25;449,50;353,75
18.07.2024 23:45;19.07.2024 00:00;996,00;670,00;19,50;750,75;0,50;25,75;-;2.616,25;790,25;2.176,75;313,50;353,50
19.07.2024 00:00;19.07.2024 00:15;975,25;704,75;18,00;786,25;1,25;26,00;-;2.645,75;753,00;2.096,00;516,00;353,00
19.07.2024 00:15;19.07.2024 00:30;971,50;706,75;14,75;815,75;0,50;26,00;-;2.638,50;719,00;2.027,00;429,00;353,75
19.07.2024 00:30;19.07.2024 00:45;966,00;705,50;14,75;845,50;0,50;26,00;-;2.636,25;621,25;1.956,25;293,00;352,75
19.07.2024 00:45;19.07.2024 01:00;964,25;678,75;16,75;875,75;1,00;26,00;-;2.636,25;580,00;1.911,75;210,00;353,75
19.07.2024 01:00;19.07.2024 01:15;952,75;673,00;20,25;891,50;0,75;26,00;-;2.643,00;549,50;1.798,75;149,25;353,25
19.07.2024 01:15;19.07.2024 01:30;943,75;688,50;23,25;905,25;0,50;26,00;-;2.640,00;527,25;1.720,25;104,75;352,50
19.07.2024 01:30;19.07.2024 01:45;943,00;684,00;24,25;907,75;0,50;26,00;-;2.644,75;514,25;1.698,25;82,25;352,75
19.07.2024 01:45;19.07.2024 02:00;940,25;700,25;27,00;906,50;0,50;26,00;-;2.627,50;495,00;1.687,00;42,00;353,75
19.07.2024 02:00;19.07.2024 02:15;935,25;702,25;29,25;890,75;0,50;26,25;-;2.633,75;444,25;1.614,75;70,25;349,00
19.07.2024 02:15;19.07.2024 02:30;936,25;695,50;30,75;886,00;0,50;26,25;-;2.615,25;399,50;1.609,75;49,00;350,00
19.07.2024 02:30;19.07.2024 02:45;935,00;685,50;30,75;882,75;0,50;26,25;-;2.615,50;388,50;1.603,75;26,75;350,50
19.07.2024 02:45;19.07.2024 03:00;934,50;670,75;31,75;882,50;0,50;26,25;-;2.615,75;395,25;1.605,75;18,00;350,00
19.07.2024 03:00;19.07.2024 03:15;936,00;707,75;34,25;880,25;1,00;26,25;-;2.609,50;419,00;1.697,00;53,25;348,75
19.07.2024 03:15;19.07.2024 03:30;935,75;689,50;38,75;887,50;0,75;26,25;-;2.598,75;437,50;1.676,25;33,00;350,50
19.07.2024 03:30;19.07.2024 03:45;935,50;676,75;41,50;878,25;0,75;26,25;-;2.600,50;446,00;1.668,00;22,75;349,25
19.07.2024 03:45;19.07.2024 04:00;936,25;657,00;44,50;862,00;0,75;26,25;-;2.608,50;482,25;1.656,00;17,00;349,75
19.07.2024 04:00;19.07.2024 04:15;944,00;669,75;45,50;841,25;0,75;26,25;-;2.616,75;495,00;1.639,50;62,50;351,75
19.07.2024 04:15;19.07.2024 04:30;946,50;675,25;47,50;847,75;0,75;26,25;-;2.612,50;508,25;1.639,00;103,50;352,50
19.07.2024 04:30;19.07.2024 04:45;950,00;677,50;48,75;831,50;0,50;26,25;-;2.620,25;520,50;1.663,75;156,75;353,00
19.07.2024 04:45;19.07.2024 05:00;952,00;692,00;46,75;822,50;1,50;26,25;-;2.631,25;543,00;1.665,00;192,50;351,50
19.07.2024 05:00;19.07.2024 05:15;962,50;684,25;50,00;806,75;2,50;26,25;-;2.644,00;510,00;1.713,50;151,00;350,25
19.07.2024 05:15;19.07.2024 05:30;966,50;687,00;52,50;787,00;16,75;26,25;-;2.646,00;523,00;1.755,25;196,25;350,00
19.07.2024 05:30;19.07.2024 05:45;978,50;686,25;58,50;799,25;56,50;26,25;-;2.646,75;540,50;1.775,00;253,75;350,75
19.07.2024 05:45;19.07.2024 06:00;986,75;683,50;59,25;784,25;145,00;26,25;-;2.650,75;555,50;1.841,25;363,75;350,00
19.07.2024 06:00;19.07.2024 06:15;1.016,75;686,00;58,50;732,50;305,50;26,25;-;2.661,00;563,25;1.979,75;521,25;346,75
19.07.2024 06:15;19.07.2024 06:30;1.031,75;686,75;60,25;692,75;506,75;26,25;-;2.655,00;586,00;2.005,50;702,25;346,00
19.07.2024 06:30;19.07.2024 06:45;1.040,50;693,00;59,75;663,25;781,00;26,25;-;2.657,25;595,75;2.011,50;792,50;347,75
19.07.2024 06:45;19.07.2024 07:00;1.044,00;695,75;62,75;637,50;1.136,00;24,75;-;2.661,75;614,25;2.000,25;817,50;346,00
19.07.2024 07:00;19.07.2024 07:15;1.046,25;696,25;61,75;607,00;1.544,50;24,25;-;2.661,00;626,75;1.996,75;1.030,50;345,00
19.07.2024 07:15;19.07.2024 07:30;1.052,25;696,00;60,50;563,00;2.010,50;24,00;-;2.659,00;628,00;1.997,25;796,75;344,75
19.07.2024 07:30;19.07.2024 07:45;1.049,50;667,75;65,75;514,00;2.525,75;23,75;-;2.654,25;632,75;1.995,75;755,25;347,00
19.07.2024 07:45;19.07.2024 08:00;1.047,25;627,25;65,50;452,25;3.073,00;23,75;-;2.651,50;640,50;1.961,50;496,50;348,50
19.07.2024 08:00;19.07.2024 08:15;1.030,75;699,00;63,25;386,50;3.644,50;23,75;-;2.640,75;653,50;1.930,25;998,75;345,25
19.07.2024 08:15;19.07.2024 08:30;1.025,75;700,25;65,00;318,50;4.231,00;23,50;-;2.642,50;633,50;1.801,25;642,25;345,25
19.07.2024 08:30;19.07.2024 08:45;1.020,25;692,00;68,75;261,50;4.837,50;23,50;-;2.632,50;598,25;1.643,00;438,25;344,00
19.07.2024 08:45;19.07.2024 09:00;1.015,00;680,75;70,00;214,00;5.462,75;23,50;-;2.627,25;577,00;1.557,25;197,25;345,50
19.07.2024 09:00;19.07.2024 09:15;994,00;725,75;69,50;173,00;6.067,00;23,50;-;2.574,75;569,00;1.368,50;438,75;365,50
19.07.2024 09:15;19.07.2024 09:30;982,00;707,00;68,50;138,00;6.643,25;23,25;-;2.505,75;532,25;1.226,50;291,75;366,75
19.07.2024 09:30;19.07.2024 09:45;969,75;722,75;72,00;112,50;7.216,25;23,25;-;2.368,25;510,00;1.124,00;221,00;364,75
19.07.2024 09:45;19.07.2024 10:00;966,50;667,50;78,25;99,00;7.763,00;23,25;-;2.155,25;481,75;1.085,50;92,25;366,00
19.07.2024 10:00;19.07.2024 10:15;950,75;731,75;82,75;95,75;8.275,00;23,25;-;1.946,50;400,50;941,00;156,25;368,75
19.07.2024 10:15;19.07.2024 10:30;949,50;658,25;85,50;101,00;8.711,25;23,25;-;1.819,75;354,50;920,50;52,75;368,50
19.07.2024 10:30;19.07.2024 10:45;942,25;653,75;87,25;110,25;9.124,25;23,25;-;1.734,75;338,50;919,75;52,75;369,25
19.07.2024 10:45;19.07.2024 11:00;938,50;576,50;92,00;126,00;9.524,75;23,00;-;1.701,25;328,50;882,50;10,50;368,75
19.07.2024 11:00;19.07.2024 11:15;929,25;644,00;92,50;141,25;9.874,25;23,00;-;1.649,50;315,25;764,00;31,75;362,00
19.07.2024 11:15;19.07.2024 11:30;929,50;604,25;96,75;154,50;10.114,50;23,25;-;1.569,75;307,25;676,00;13,75;372,00
19.07.2024 11:30;19.07.2024 11:45;925,25;592,50;99,25;158,75;10.304,00;23,25;-;1.486,25;309,50;662,50;21,50;375,00
19.07.2024 11:45;19.07.2024 12:00;924,75;558,00;104,00;163,25;10.468,00;23,50;-;1.412,25;304,75;660,50;16,00;373,50
19.07.2024 12:00;19.07.2024 12:15;913,50;590,75;115,00;167,75;10.600,50;23,50;-;1.350,00;298,25;638,75;31,75;376,00
19.07.2024 12:15;19.07.2024 12:30;915,50;569,50;123,50;167,50;10.709,00;23,50;-;1.322,00;291,75;640,75;20,25;376,00
19.07.2024 12:30;19.07.2024 12:45;916,50;568,75;128,00;167,25;10.742,75;23,50;-;1.329,00;276,00;637,25;9,00;375,50
19.07.2024 12:45;19.07.2024 13:00;913,75;565,75;131,00;161,50;10.721,00;23,50;-;1.316,50;254,75;640,25;7,00;375,25
19.07.2024 13:00;19.07.2024 13:15;912,25;596,00;137,25;149,75;10.635,75;23,50;-;1.308,75;247,50;627,50;48,00;376,25
19.07.2024 13:15;19.07.2024 13:30;911,50;598,75;132,50;143,75;10.589,25;23,50;-;1.310,25;240,25;628,75;17,25;376,50
19.07.2024 13:30;19.07.2024 13:45;909,00;580,25;136,00;133,00;10.463,00;23,50;-;1.309,25;239,00;623,00;14,75;377,00
19.07.2024 13:45;19.07.2024 14:00;907,25;573,00;139,75;128,50;10.300,00;23,25;-;1.306,00;209,25;618,50;17,25;376,75
19.07.2024 14:00;19.07.2024 14:15;904,00;554,25;139,50;128,00;10.112,00;23,25;-;1.311,50;201,50;621,75;10,25;376,75
19.07.2024 14:15;19.07.2024 14:30;904,50;563,50;137,50;119,50;9.931,00;23,25;-;1.308,75;204,25;622,25;27,75;377,00
19.07.2024 14:30;19.07.2024 14:45;903,50;537,25;150,25;121,25;9.716,00;23,25;-;1.314,00;203,50;619,00;13,50;376,25
19.07.2024 14:45;19.07.2024 15:00;902,75;557,25;176,50;119,25;9.528,50;23,25;-;1.311,75;201,00;613,25;23,50;378,00
19.07.2024 15:00;19.07.2024 15:15;901,75;539,00;186,25;115,00;9.255,50;23,25;-;1.304,50;203,00;615,50;5,50;379,25
19.07.2024 15:15;19.07.2024 15:30;905,25;540,75;193,00;113,75;8.994,75;23,25;-;1.329,50;203,75;615,25;5,50;374,25
19.07.2024 15:30;19.07.2024 15:45;904,50;552,75;199,75;119,75;8.668,25;23,00;-;1.402,00;204,00;612,25;5,50;353,25
19.07.2024 15:45;19.07.2024 16:00;909,75;566,00;209,50;127,00;8.295,75;23,00;-;1.527,25;201,50;610,50;36,75;348,75
19.07.2024 16:00;19.07.2024 16:15;918,50;531,00;216,75;133,25;7.952,00;23,00;-;1.619,25;203,50;628,50;15,25;347,00
19.07.2024 16:15;19.07.2024 16:30;922,75;568,00;229,25;138,00;7.588,75;23,00;-;1.779,00;202,00;648,00;28,75;343,50
19.07.2024 16:30;19.07.2024 16:45;926,50;607,75;254,25;141,75;7.173,00;23,00;-;1.779,50;204,25;652,00;32,50;344,50
19.07.2024 16:45;19.07.2024 17:00;931,00;641,50;258,00;147,50;6.760,50;23,00;-;1.917,75;208,00;665,25;70,75;346,75
19.07.2024 17:00;19.07.2024 17:15;937,25;606,00;253,50;164,75;6.277,25;23,00;-;1.996,00;225,50;730,00;35,75;342,75
19.07.2024 17:15;19.07.2024 17:30;943,25;645,50;255,00;185,25;5.771,75;23,00;-;2.142,50;267,75;770,00;72,00;347,50
19.07.2024 17:30;19.07.2024 17:45;953,50;633,50;256,25;200,50;5.251,75;23,00;-;2.300,25;297,50;900,50;207,75;346,75
19.07.2024 17:45;19.07.2024 18:00;963,50;667,00;270,00;224,00;4.696,50;23,00;-;2.410,25;337,25;1.024,25;371,50;347,75
19.07.2024 18:00;19.07.2024 18:15;977,50;631,25;301,00;251,75;4.143,50;23,00;-;2.445,75;370,00;1.215,75;266,25;351,75
19.07.2024 18:15;19.07.2024 18:30;990,25;660,00;309,50;282,25;3.578,25;23,00;-;2.527,25;428,25;1.375,00;459,75;352,00
19.07.2024 18:30;19.07.2024 18:45;998,00;672,25;305,50;313,75;3.062,75;23,00;-;2.559,75;477,25;1.505,00;836,25;351,25
19.07.2024 18:45;19.07.2024 19:00;1.012,00;703,75;295,75;348,00;2.524,00;23,00;-;2.589,50;503,25;1.557,25;1.247,75;350,75
19.07.2024 19:00;19.07.2024 19:15;1.031,75;664,00;292,00;384,25;2.046,50;23,25;-;2.613,75;517,00;1.770,25;1.323,00;349,00
19.07.2024 19:15;19.07.2024 19:30;1.043,00;695,75;302,00;421,75;1.638,00;23,25;-;2.621,25;519,75;1.884,75;1.343,75;349,25
19.07.2024 19:30;19.07.2024 19:45;1.047,25;729,00;314,00;463,50;1.300,00;23,25;-;2.622,00;524,25;1.939,25;1.580,75;349,75
19.07.2024 19:45;19.07.2024 20:00;1.056,00;736,75;318,50;500,25;1.009,25;23,25;-;2.622,25;532,25;1.982,75;1.635,00;346,50
19.07.2024 20:00;19.07.2024 20:15;1.065,00;696,00;318,25;545,00;740,75;23,25;-;2.621,25;529,50;1.997,00;1.577,25;349,75
19.07.2024 20:15;19.07.2024 20:30;1.068,25;696,75;310,25;589,25;522,25;23,50;-;2.620,75;545,50;2.005,25;1.602,50;352,50
19.07.2024 20:30;19.07.2024 20:45;1.069,00;702,50;302,75;616,25;338,75;23,50;-;2.624,75;549,50;2.021,00;1.571,00;353,00
19.07.2024 20:45;19.07.2024 21:00;1.067,75;702,25;303,00;679,50;186,50;23,50;-;2.637,25;550,50;2.064,50;1.552,25;353,00
19.07.2024 21:00;19.07.2024 21:15;1.064,50;696,25;304,00;773,50;76,75;23,50;-;2.643,50;558,00;2.078,25;1.431,25;353,50
19.07.2024 21:15;19.07.2024 21:30;1.064,50;698,50;314,00;881,00;24,25;23,75;-;2.637,75;563,00;2.030,00;1.443,50;352,75
19.07.2024 21:30;19.07.2024 21:45;1.060,00;620,75;328,50;914,25;7,75;25,00;-;2.643,75;575,50;1.945,25;1.433,75;353,00
19.07.2024 21:45;19.07.2024 22:00;1.047,75;602,25;335,25;981,75;1,00;25,00;-;2.639,00;590,25;1.910,50;1.311,00;354,25
19.07.2024 22:00;19.07.2024 22:15;1.036,75;674,25;344,25;1.074,00;1,50;24,75;-;2.645,25;624,75;1.943,25;1.486,00;355,00
19.07.2024 22:15;19.07.2024 22:30;1.032,00;641,50;345,75;1.170,00;0,75;24,75;-;2.640,00;633,75;1.951,00;1.193,00;353,50
19.07.2024 22:30;19.07.2024 22:45;1.028,00;638,25;361,75;1.257,50;0,50;24,75;-;2.639,50;627,00;1.919,75;1.078,25;354,25
19.07.2024 22:45;19.07.2024 23:00;1.023,00;634,00;380,00;1.335,50;0,50;24,75;-;2.646,25;617,50;1.900,50;774,50;355,00
19.07.2024 23:00;19.07.2024 23:15;1.011,75;637,25;401,25;1.381,00;1,25;24,75;-;2.647,25;608,25;1.791,00;792,50;354,25
19.07.2024 23:15;19.07.2024 23:30;1.005,25;635,75;432,75;1.416,50;0,50;24,75;-;2.633,50;593,50;1.718,50;462,25;356,00
19.07.2024 23:30;19.07.2024 23:45;996,75;619,50;472,50;1.426,00;0,50;25,00;-;2.626,50;561,25;1.651,25;385,50;356,00
19.07.2024 23:45;20.07.2024 00:00;993,50;608,50;505,75;1.436,50;0,50;25,00;-;2.621,00;514,00;1.533,75;329,25;356,75
20.07.2024 00:00;20.07.2024 00:15;977,50;638,50;538,00;1.446,50;0,50;24,50;-;2.604,75;463,25;1.332,25;671,50;359,25
20.07.2024 00:15;20.07.2024 00:30;973,50;631,75;566,00;1.440,50;0,50;24,50;-;2.582,50;417,00;1.275,75;593,50;360,25
20.07.2024 00:30;20.07.2024 00:45;970,25;626,00;592,00;1.453,00;0,50;24,50;-;2.554,00;378,00;1.205,50;421,50;358,25
20.07.2024 00:45;20.07.2024 01:00;968,25;637,25;607,50;1.467,75;0,50;24,50;-;2.550,00;324,25;1.125,75;333,25;357,50
20.07.2024 01:00;20.07.2024 01:15;961,00;665,25;617,00;1.457,25;0,50;24,50;-;2.558,75;230,50;994,50;267,25;356,00
20.07.2024 01:15;20.07.2024 01:30;957,75;675,50;635,00;1.456,00;0,50;24,50;-;2.536,25;194,50;975,25;186,25;355,75
20.07.2024 01:30;20.07.2024 01:45;958,25;685,50;674,25;1.460,25;0,50;24,50;-;2.488,00;189,00;976,25;102,25;355,75
20.07.2024 01:45;20.07.2024 02:00;957,25;682,25;704,00;1.458,25;0,75;24,50;-;2.453,25;169,25;980,25;105,00;356,50
20.07.2024 02:00;20.07.2024 02:15;954,25;665,75;693,00;1.444,50;1,00;24,75;-;2.284,50;103,25;977,25;87,75;355,00
20.07.2024 02:15;20.07.2024 02:30;950,75;631,00;660,00;1.457,75;0,50;24,75;-;2.247,50;99,25;974,50;58,00;354,00
20.07.2024 02:30;20.07.2024 02:45;950,00;636,75;622,25;1.425,50;0,50;24,75;-;2.221,00;102,00;971,25;99,75;352,75
20.07.2024 02:45;20.07.2024 03:00;949,50;632,75;584,00;1.404,50;0,50;24,75;-;2.193,75;104,75;970,25;116,00;352,50
20.07.2024 03:00;20.07.2024 03:15;947,25;648,75;562,50;1.398,25;0,50;24,75;-;2.190,00;106,50;948,00;95,00;350,75
20.07.2024 03:15;20.07.2024 03:30;948,00;655,50;536,25;1.400,25;0,75;24,75;-;2.180,75;107,50;940,50;74,50;351,00
20.07.2024 03:30;20.07.2024 03:45;953,75;653,00;517,75;1.385,50;1,00;24,75;-;2.162,75;107,00;931,75;71,00;349,75
20.07.2024 03:45;20.07.2024 04:00;958,50;640,25;508,75;1.366,75;0,75;24,75;-;2.159,75;107,25;924,75;48,00;350,75
20.07.2024 04:00;20.07.2024 04:15;960,25;638,50;491,50;1.345,00;0,75;24,75;-;2.150,00;107,50;932,50;98,25;352,50
20.07.2024 04:15;20.07.2024 04:30;963,75;656,25;475,25;1.325,75;0,75;24,75;-;2.134,00;105,50;929,25;82,75;350,00
20.07.2024 04:30;20.07.2024 04:45;966,00;674,00;464,75;1.324,75;0,50;24,75;-;2.124,25;106,25;930,50;141,50;353,50
20.07.2024 04:45;20.07.2024 05:00;969,75;671,25;469,00;1.335,25;1,25;25,00;-;2.099,25;107,50;884,75;129,25;353,50
20.07.2024 05:00;20.07.2024 05:15;975,50;713,75;470,00;1.341,50;2,25;25,00;-;2.091,50;109,00;880,50;165,00;353,00
20.07.2024 05:15;20.07.2024 05:30;979,00;702,00;463,00;1.355,25;14,25;25,00;-;2.092,75;108,00;883,50;153,75;353,00
20.07.2024 05:30;20.07.2024 05:45;980,25;671,75;449,50;1.401,00;50,00;25,00;-;2.087,00;107,75;887,25;144,75;354,25
20.07.2024 05:45;20.07.2024 06:00;985,00;661,50;424,50;1.383,75;111,25;25,00;-;2.082,75;109,00;882,00;155,50;354,50
20.07.2024 06:00;20.07.2024 06:15;995,50;684,25;402,25;1.333,50;234,25;25,00;-;2.065,25;110,25;861,50;235,00;349,25
20.07.2024 06:15;20.07.2024 06:30;1.004,00;675,50;380,00;1.286,25;422,75;25,00;-;2.060,75;107,25;839,25;221,50;348,25
20.07.2024 06:30;20.07.2024 06:45;1.008,75;708,00;353,75;1.266,00;664,25;25,00;-;2.056,00;104,25;779,25;135,00;348,75
20.07.2024 06:45;20.07.2024 07:00;1.007,50;712,50;327,25;1.237,50;982,50;25,00;-;2.033,75;104,75;746,25;86,50;349,50
20.07.2024 07:00;20.07.2024 07:15;1.007,50;713,50;304,25;1.180,75;1.338,75;25,00;-;2.023,75;106,25;751,00;379,75;349,00
20.07.2024 07:15;20.07.2024 07:30;1.007,75;701,75;288,50;1.110,75;1.763,00;25,00;-;1.998,25;106,50;750,25;177,50;348,50
20.07.2024 07:30;20.07.2024 07:45;1.005,25;654,50;279,00;1.014,25;2.251,25;25,00;-;1.915,50;106,00;741,50;74,50;346,75
20.07.2024 07:45;20.07.2024 08:00;1.002,25;658,25;269,75;882,75;2.779,50;25,00;-;1.759,50;106,25;699,25;50,50;347,75
20.07.2024 08:00;20.07.2024 08:15;987,25;657,25;259,50;723,25;3.338,00;25,00;-;1.515,25;107,00;651,25;197,00;347,25
20.07.2024 08:15;20.07.2024 08:30;985,50;625,25;254,00;570,50;3.927,00;25,00;-;1.441,25;108,25;645,00;120,50;346,50
20.07.2024 08:30;20.07.2024 08:45;982,50;616,25;246,25;440,75;4.548,75;25,75;-;1.318,75;109,75;638,25;42,50;348,25
20.07.2024 08:45;20.07.2024 09:00;980,50;545,25;226,25;350,25;5.173,00;25,75;-;1.175,75;110,75;635,50;21,50;345,50
20.07.2024 09:00;20.07.2024 09:15;971,25;627,25;209,50;313,50;5.769,50;25,75;-;1.093,50;108,25;622,25;245,50;345,50
20.07.2024 09:15;20.07.2024 09:30;963,50;601,25;205,75;297,75;6.356,00;25,75;-;1.003,25;107,25;622,75;70,75;345,50
20.07.2024 09:30;20.07.2024 09:45;959,75;579,25;202,25;309,25;6.899,25;25,75;-;955,00;109,25;607,00;32,00;346,00
20.07.2024 09:45;20.07.2024 10:00;959,25;553,00;195,00;338,75;7.466,00;25,75;-;911,00;107,75;591,25;25,50;344,50
20.07.2024 10:00;20.07.2024 10:15;946,00;591,00;190,25;373,00;7.993,75;25,75;-;890,25;110,50;552,25;14,75;341,50
20.07.2024 10:15;20.07.2024 10:30;937,75;563,25;186,50;405,00;8.507,25;25,75;-;870,50;108,50;549,50;7,75;341,75
20.07.2024 10:30;20.07.2024 10:45;929,00;562,75;177,25;435,75;8.913,00;25,75;-;864,75;108,00;553,25;9,25;342,75
