Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.01.2021 07:15;01.01.2021 07:30;9.831,75;9.235,75;528,50
01.01.2021 07:30;01.01.2021 07:45;9.907,75;9.310,75;469,00
01.01.2021 07:45;01.01.2021 08:00;9.947,75;9.359,00;457,00
01.01.2021 08:00;01.01.2021 08:15;10.011,50;9.401,25;437,00
01.01.2021 08:15;01.01.2021 08:30;10.082,25;9.450,50;425,50
01.01.2021 08:30;01.01.2021 08:45;10.177,25;9.504,00;424,50
01.01.2021 08:45;01.01.2021 09:00;10.325,25;9.599,50;392,50
01.01.2021 09:00;01.01.2021 09:15;10.551,50;9.746,75;449,25
01.01.2021 09:15;01.01.2021 09:30;10.702,75;9.821,25;398,00
01.01.2021 09:30;01.01.2021 09:45;10.786,25;9.815,25;318,25
01.01.2021 09:45;01.01.2021 10:00;10.933,50;9.855,25;162,75
01.01.2021 10:00;01.01.2021 10:15;11.159,75;9.950,25;382,25
01.01.2021 10:15;01.01.2021 10:30;11.338,50;10.035,50;274,75
01.01.2021 10:30;01.01.2021 10:45;11.457,25;10.077,00;122,00
01.01.2021 10:45;01.01.2021 11:00;11.603,25;10.142,25;52,75
01.01.2021 11:00;01.01.2021 11:15;11.765,25;10.237,00;178,25
01.01.2021 11:15;01.01.2021 11:30;11.973,25;10.386,50;120,75
01.01.2021 11:30;01.01.2021 11:45;12.121,25;10.484,25;221,50
01.01.2021 11:45;01.01.2021 12:00;12.170,75;10.500,25;88,50
01.01.2021 12:00;01.01.2021 12:15;12.319,50;10.608,00;82,25
01.01.2021 12:15;01.01.2021 12:30;12.349,00;10.632,50;65,50
01.01.2021 12:30;01.01.2021 12:45;12.324,00;10.609,75;72,00
01.01.2021 12:45;01.01.2021 13:00;12.226,50;10.550,75;62,00
01.01.2021 13:00;01.01.2021 13:15;12.182,75;10.558,50;77,50
01.01.2021 13:15;01.01.2021 13:30;12.118,25;10.528,25;96,00
01.01.2021 13:30;01.01.2021 13:45;12.070,50;10.519,00;90,75
01.01.2021 13:45;01.01.2021 14:00;11.992,50;10.529,75;128,75
01.01.2021 14:00;01.01.2021 14:15;11.907,25;10.563,25;122,50
01.01.2021 14:15;01.01.2021 14:30;11.861,25;10.586,00;152,25
01.01.2021 14:30;01.01.2021 14:45;11.840,25;10.693,75;131,25
01.01.2021 14:45;01.01.2021 15:00;11.801,75;10.797,50;101,50
01.01.2021 15:00;01.01.2021 15:15;11.881,00;10.968,00;190,00
01.01.2021 15:15;01.01.2021 15:30;11.872,75;11.052,25;183,50
01.01.2021 15:30;01.01.2021 15:45;11.953,00;11.201,00;152,75
01.01.2021 15:45;01.01.2021 16:00;11.992,25;11.300,25;40,75
01.01.2021 16:00;01.01.2021 16:15;12.042,75;11.358,25;166,00
01.01.2021 16:15;01.01.2021 16:30;12.218,75;11.489,75;24,75
01.01.2021 16:30;01.01.2021 16:45;12.503,25;11.727,25;15,75
01.01.2021 16:45;01.01.2021 17:00;12.767,50;11.934,50;6,00
01.01.2021 17:00;01.01.2021 17:15;13.073,00;12.206,25;15,50
01.01.2021 17:15;01.01.2021 17:30;13.249,00;12.347,75;22,75
01.01.2021 17:30;01.01.2021 17:45;13.366,25;12.425,25;7,50
01.01.2021 17:45;01.01.2021 18:00;13.428,50;12.463,00;2,50
01.01.2021 18:00;01.01.2021 18:15;13.479,50;12.481,50;2,50
01.01.2021 18:15;01.01.2021 18:30;13.475,00;12.421,00;2,75
01.01.2021 18:30;01.01.2021 18:45;13.490,50;12.405,50;2,75
01.01.2021 18:45;01.01.2021 19:00;13.374,25;12.239,25;2,75
01.01.2021 19:00;01.01.2021 19:15;13.338,00;12.200,00;2,25
01.01.2021 19:15;01.01.2021 19:30;13.224,00;12.069,75;2,25
01.01.2021 19:30;01.01.2021 19:45;13.154,00;11.958,25;3,00
01.01.2021 19:45;01.01.2021 20:00;13.068,75;11.847,75;41,50
01.01.2021 20:00;01.01.2021 20:15;12.869,00;11.624,75;5,75
01.01.2021 20:15;01.01.2021 20:30;12.694,25;11.454,75;3,50
01.01.2021 20:30;01.01.2021 20:45;12.525,75;11.303,00;35,00
01.01.2021 20:45;01.01.2021 21:00;12.405,50;11.186,50;55,00
01.01.2021 21:00;01.01.2021 21:15;12.314,50;11.085,25;19,00
01.01.2021 21:15;01.01.2021 21:30;12.206,50;10.950,50;72,00
01.01.2021 21:30;01.01.2021 21:45;12.124,75;10.850,25;94,00
01.01.2021 21:45;01.01.2021 22:00;12.084,50;10.775,75;113,75
01.01.2021 22:00;01.01.2021 22:15;12.243,25;10.875,50;66,25
01.01.2021 22:15;01.01.2021 22:30;12.106,50;10.705,75;86,00
01.01.2021 22:30;01.01.2021 22:45;11.943,50;10.556,75;107,75
01.01.2021 22:45;01.01.2021 23:00;11.801,50;10.420,75;127,75
01.01.2021 23:00;01.01.2021 23:15;11.631,00;10.266,25;296,50
01.01.2021 23:15;01.01.2021 23:30;11.510,00;10.200,25;347,50
01.01.2021 23:30;01.01.2021 23:45;11.336,75;10.062,75;421,75
01.01.2021 23:45;02.01.2021 00:00;11.154,75;9.893,75;507,00
02.01.2021 00:00;02.01.2021 00:15;10.914,50;9.664,00;702,00
02.01.2021 00:15;02.01.2021 00:30;10.751,00;9.507,00;811,75
02.01.2021 00:30;02.01.2021 00:45;10.634,75;9.403,00;870,00
02.01.2021 00:45;02.01.2021 01:00;10.534,00;9.311,50;936,00
02.01.2021 01:00;02.01.2021 01:15;10.396,50;9.191,75;1.068,75
02.01.2021 01:15;02.01.2021 01:30;10.295,50;9.095,50;1.149,00
02.01.2021 01:30;02.01.2021 01:45;10.206,25;9.001,75;1.200,50
02.01.2021 01:45;02.01.2021 02:00;10.111,75;8.940,25;1.211,00
02.01.2021 02:00;02.01.2021 02:15;10.047,00;8.874,50;1.103,25
02.01.2021 02:15;02.01.2021 02:30;10.016,25;8.822,75;1.162,75
02.01.2021 02:30;02.01.2021 02:45;9.979,50;8.803,25;1.178,50
02.01.2021 02:45;02.01.2021 03:00;9.973,50;8.827,75;1.191,25
02.01.2021 03:00;02.01.2021 03:15;9.928,50;8.795,00;1.082,75
02.01.2021 03:15;02.01.2021 03:30;9.936,00;8.809,75;1.098,50
02.01.2021 03:30;02.01.2021 03:45;9.999,25;8.870,75;1.113,50
02.01.2021 03:45;02.01.2021 04:00;10.005,50;8.888,00;1.129,75
02.01.2021 04:00;02.01.2021 04:15;10.082,00;8.972,75;1.148,50
02.01.2021 04:15;02.01.2021 04:30;10.127,25;9.029,75;1.132,75
02.01.2021 04:30;02.01.2021 04:45;10.163,00;9.095,00;1.107,25
02.01.2021 04:45;02.01.2021 05:00;10.174,50;9.128,25;1.106,75
02.01.2021 05:00;02.01.2021 05:15;10.241,00;9.229,25;794,75
02.01.2021 05:15;02.01.2021 05:30;10.184,25;9.180,25;779,75
02.01.2021 05:30;02.01.2021 05:45;10.233,50;9.231,25;746,50
02.01.2021 05:45;02.01.2021 06:00;10.315,75;9.333,00;668,00
02.01.2021 06:00;02.01.2021 06:15;10.441,50;9.467,75;390,25
02.01.2021 06:15;02.01.2021 06:30;10.509,75;9.549,25;354,75
02.01.2021 06:30;02.01.2021 06:45;10.608,25;9.656,75;353,00
02.01.2021 06:45;02.01.2021 07:00;10.683,75;9.738,25;337,50
02.01.2021 07:00;02.01.2021 07:15;10.849,00;9.904,00;310,00
02.01.2021 07:15;02.01.2021 07:30;10.970,25;10.052,25;254,00
02.01.2021 07:30;02.01.2021 07:45;11.064,00;10.175,00;165,75
02.01.2021 07:45;02.01.2021 08:00;11.207,75;10.349,75;140,50
02.01.2021 08:00;02.01.2021 08:15;11.315,75;10.479,75;517,50
02.01.2021 08:15;02.01.2021 08:30;11.496,50;10.685,00;468,50
02.01.2021 08:30;02.01.2021 08:45;11.618,25;10.800,00;426,75
02.01.2021 08:45;02.01.2021 09:00;11.788,00;10.958,50;392,25
02.01.2021 09:00;02.01.2021 09:15;12.042,25;11.186,50;205,25
02.01.2021 09:15;02.01.2021 09:30;12.239,00;11.346,00;79,50
02.01.2021 09:30;02.01.2021 09:45;12.392,00;11.476,50;79,75
02.01.2021 09:45;02.01.2021 10:00;12.520,50;11.570,75;29,25
02.01.2021 10:00;02.01.2021 10:15;12.672,75;11.689,25;15,50
02.01.2021 10:15;02.01.2021 10:30;12.829,25;11.784,00;6,25
02.01.2021 10:30;02.01.2021 10:45;12.976,75;11.909,00;6,25
02.01.2021 10:45;02.01.2021 11:00;13.055,75;11.927,00;11,00
02.01.2021 11:00;02.01.2021 11:15;13.213,25;12.024,75;6,25
02.01.2021 11:15;02.01.2021 11:30;13.374,00;12.155,75;6,25
02.01.2021 11:30;02.01.2021 11:45;13.471,75;12.224,00;14,00
02.01.2021 11:45;02.01.2021 12:00;13.526,00;12.265,75;7,00
02.01.2021 12:00;02.01.2021 12:15;13.647,25;12.373,00;53,00
02.01.2021 12:15;02.01.2021 12:30;13.644,25;12.355,25;56,50
02.01.2021 12:30;02.01.2021 12:45;13.638,50;12.378,00;54,75
02.01.2021 12:45;02.01.2021 13:00;13.576,00;12.359,25;54,25
02.01.2021 13:00;02.01.2021 13:15;13.519,00;12.364,00;53,75
02.01.2021 13:15;02.01.2021 13:30;13.435,75;12.331,00;53,75
02.01.2021 13:30;02.01.2021 13:45;13.371,25;12.341,75;53,00
02.01.2021 13:45;02.01.2021 14:00;13.295,50;12.330,00;52,75
02.01.2021 14:00;02.01.2021 14:15;13.224,50;12.341,50;6,00
02.01.2021 14:15;02.01.2021 14:30;13.174,75;12.360,75;4,25
02.01.2021 14:30;02.01.2021 14:45;13.162,50;12.416,25;4,25
02.01.2021 14:45;02.01.2021 15:00;13.107,75;12.427,75;4,75
02.01.2021 15:00;02.01.2021 15:15;13.137,25;12.496,25;18,75
02.01.2021 15:15;02.01.2021 15:30;13.167,25;12.570,00;22,75
02.01.2021 15:30;02.01.2021 15:45;13.207,25;12.637,50;22,50
02.01.2021 15:45;02.01.2021 16:00;13.209,25;12.672,25;34,50
02.01.2021 16:00;02.01.2021 16:15;13.351,75;12.824,75;156,00
02.01.2021 16:15;02.01.2021 16:30;13.479,25;12.932,75;57,75
02.01.2021 16:30;02.01.2021 16:45;13.720,25;13.139,75;28,00
02.01.2021 16:45;02.01.2021 17:00;13.949,75;13.337,50;4,25
02.01.2021 17:00;02.01.2021 17:15;14.220,00;13.571,75;12,25
02.01.2021 17:15;02.01.2021 17:30;14.346,25;13.660,00;7,25
02.01.2021 17:30;02.01.2021 17:45;14.506,00;13.772,75;2,50
02.01.2021 17:45;02.01.2021 18:00;14.560,25;13.761,75;1,50
02.01.2021 18:00;02.01.2021 18:15;14.598,75;13.727,75;2,50
02.01.2021 18:15;02.01.2021 18:30;14.554,75;13.596,75;31,75
02.01.2021 18:30;02.01.2021 18:45;14.485,75;13.484,75;36,75
02.01.2021 18:45;02.01.2021 19:00;14.379,75;13.349,75;77,50
02.01.2021 19:00;02.01.2021 19:15;14.235,00;13.161,00;36,00
02.01.2021 19:15;02.01.2021 19:30;14.115,25;12.996,50;41,75
02.01.2021 19:30;02.01.2021 19:45;13.965,25;12.796,75;54,00
02.01.2021 19:45;02.01.2021 20:00;13.778,50;12.567,25;162,50
02.01.2021 20:00;02.01.2021 20:15;13.505,00;12.275,25;19,00
02.01.2021 20:15;02.01.2021 20:30;13.255,00;12.010,00;13,50
02.01.2021 20:30;02.01.2021 20:45;13.060,75;11.789,75;90,00
02.01.2021 20:45;02.01.2021 21:00;12.840,00;11.524,75;166,25
02.01.2021 21:00;02.01.2021 21:15;12.734,75;11.389,25;60,25
02.01.2021 21:15;02.01.2021 21:30;12.617,00;11.240,75;80,75
02.01.2021 21:30;02.01.2021 21:45;12.501,50;11.053,75;107,75
02.01.2021 21:45;02.01.2021 22:00;12.430,75;10.941,75;204,00
02.01.2021 22:00;02.01.2021 22:15;12.579,00;11.037,75;69,75
02.01.2021 22:15;02.01.2021 22:30;12.451,00;10.835,50;167,50
02.01.2021 22:30;02.01.2021 22:45;12.274,50;10.598,50;217,25
02.01.2021 22:45;02.01.2021 23:00;12.155,50;10.375,00;328,25
02.01.2021 23:00;02.01.2021 23:15;12.055,75;10.187,00;349,75
02.01.2021 23:15;02.01.2021 23:30;11.909,25;9.967,50;378,75
02.01.2021 23:30;02.01.2021 23:45;11.830,50;9.782,25;462,75
02.01.2021 23:45;03.01.2021 00:00;11.680,50;9.507,75;641,00
03.01.2021 00:00;03.01.2021 00:15;11.366,25;9.098,75;598,50
03.01.2021 00:15;03.01.2021 00:30;11.167,75;8.887,00;497,75
03.01.2021 00:30;03.01.2021 00:45;11.032,00;8.714,00;536,00
03.01.2021 00:45;03.01.2021 01:00;10.906,50;8.493,75;506,00
03.01.2021 01:00;03.01.2021 01:15;10.797,50;8.338,50;359,50
03.01.2021 01:15;03.01.2021 01:30;10.647,25;8.148,00;385,25
03.01.2021 01:30;03.01.2021 01:45;10.530,25;7.948,00;422,50
03.01.2021 01:45;03.01.2021 02:00;10.464,25;7.811,75;486,25
03.01.2021 02:00;03.01.2021 02:15;10.390,25;7.639,50;631,00
03.01.2021 02:15;03.01.2021 02:30;10.331,25;7.456,00;716,75
03.01.2021 02:30;03.01.2021 02:45;10.285,75;7.346,25;751,75
03.01.2021 02:45;03.01.2021 03:00;10.286,25;7.323,00;760,00
03.01.2021 03:00;03.01.2021 03:15;10.305,25;7.289,25;891,00
03.01.2021 03:15;03.01.2021 03:30;10.325,75;7.190,50;1.011,00
03.01.2021 03:30;03.01.2021 03:45;10.357,50;7.148,00;1.085,00
03.01.2021 03:45;03.01.2021 04:00;10.361,50;7.102,00;1.118,00
03.01.2021 04:00;03.01.2021 04:15;10.434,00;7.135,25;1.108,50
03.01.2021 04:15;03.01.2021 04:30;10.436,25;7.055,75;1.142,00
03.01.2021 04:30;03.01.2021 04:45;10.467,75;7.029,75;1.145,25
03.01.2021 04:45;03.01.2021 05:00;10.514,25;6.964,25;1.160,25
03.01.2021 05:00;03.01.2021 05:15;10.639,75;6.920,00;1.083,50
03.01.2021 05:15;03.01.2021 05:30;10.607,50;6.711,25;1.168,75
03.01.2021 05:30;03.01.2021 05:45;10.628,25;6.615,50;1.243,00
03.01.2021 05:45;03.01.2021 06:00;10.567,75;6.540,00;1.251,50
03.01.2021 06:00;03.01.2021 06:15;10.515,00;6.390,50;1.067,25
03.01.2021 06:15;03.01.2021 06:30;10.569,50;6.307,50;1.066,25
03.01.2021 06:30;03.01.2021 06:45;10.625,50;6.256,00;1.135,00
03.01.2021 06:45;03.01.2021 07:00;10.696,50;6.244,75;1.038,25
03.01.2021 07:00;03.01.2021 07:15;10.797,25;6.259,75;787,25
03.01.2021 07:15;03.01.2021 07:30;10.838,50;6.249,75;680,25
03.01.2021 07:30;03.01.2021 07:45;10.955,25;6.353,50;578,75
03.01.2021 07:45;03.01.2021 08:00;11.144,75;6.523,25;517,00
03.01.2021 08:00;03.01.2021 08:15;11.395,00;6.719,50;311,50
03.01.2021 08:15;03.01.2021 08:30;11.605,00;6.888,50;262,25
03.01.2021 08:30;03.01.2021 08:45;11.732,75;6.996,25;190,00
03.01.2021 08:45;03.01.2021 09:00;11.937,50;7.103,25;183,50
03.01.2021 09:00;03.01.2021 09:15;12.202,75;7.305,50;315,25
03.01.2021 09:15;03.01.2021 09:30;12.429,50;7.486,00;241,25
03.01.2021 09:30;03.01.2021 09:45;12.640,50;7.612,75;223,25
03.01.2021 09:45;03.01.2021 10:00;12.794,50;7.709,25;194,50
03.01.2021 10:00;03.01.2021 10:15;12.924,75;7.763,50;119,25
03.01.2021 10:15;03.01.2021 10:30;13.144,25;7.862,75;129,25
03.01.2021 10:30;03.01.2021 10:45;13.306,00;7.932,50;110,00
03.01.2021 10:45;03.01.2021 11:00;13.484,75;8.014,00;80,75
03.01.2021 11:00;03.01.2021 11:15;13.779,00;8.247,50;178,75
03.01.2021 11:15;03.01.2021 11:30;13.973,75;8.405,75;58,75
03.01.2021 11:30;03.01.2021 11:45;14.163,25;8.605,75;33,25
03.01.2021 11:45;03.01.2021 12:00;14.239,50;8.609,25;19,00
03.01.2021 12:00;03.01.2021 12:15;14.257,50;8.635,25;51,50
03.01.2021 12:15;03.01.2021 12:30;14.223,75;8.590,00;60,75
03.01.2021 12:30;03.01.2021 12:45;14.192,00;8.508,25;50,25
03.01.2021 12:45;03.01.2021 13:00;14.126,00;8.496,25;49,25
03.01.2021 13:00;03.01.2021 13:15;14.062,75;8.436,25;65,25
03.01.2021 13:15;03.01.2021 13:30;14.019,00;8.420,00;93,50
03.01.2021 13:30;03.01.2021 13:45;13.944,00;8.451,00;90,50
03.01.2021 13:45;03.01.2021 14:00;13.838,75;8.347,50;89,75
03.01.2021 14:00;03.01.2021 14:15;13.735,50;8.245,50;14,00
03.01.2021 14:15;03.01.2021 14:30;13.666,50;8.082,25;5,50
03.01.2021 14:30;03.01.2021 14:45;13.683,75;8.045,50;6,25
03.01.2021 14:45;03.01.2021 15:00;13.651,75;8.146,75;10,75
03.01.2021 15:00;03.01.2021 15:15;13.768,00;8.389,50;204,50
03.01.2021 15:15;03.01.2021 15:30;13.737,00;8.432,75;210,25
03.01.2021 15:30;03.01.2021 15:45;13.772,00;8.460,25;189,25
03.01.2021 15:45;03.01.2021 16:00;13.760,25;8.437,50;149,25
03.01.2021 16:00;03.01.2021 16:15;13.784,50;8.434,00;48,50
03.01.2021 16:15;03.01.2021 16:30;13.985,00;8.601,00;13,00
03.01.2021 16:30;03.01.2021 16:45;14.196,75;8.818,75;5,75
03.01.2021 16:45;03.01.2021 17:00;14.389,50;9.019,50;4,00
03.01.2021 17:00;03.01.2021 17:15;14.680,50;9.321,75;4,25
03.01.2021 17:15;03.01.2021 17:30;14.904,50;9.603,25;4,00
03.01.2021 17:30;03.01.2021 17:45;14.960,00;9.633,50;2,75
03.01.2021 17:45;03.01.2021 18:00;14.939,75;9.588,00;2,75
03.01.2021 18:00;03.01.2021 18:15;14.950,00;9.619,00;2,50
03.01.2021 18:15;03.01.2021 18:30;14.930,75;9.593,50;2,50
03.01.2021 18:30;03.01.2021 18:45;14.814,75;9.560,00;2,50
03.01.2021 18:45;03.01.2021 19:00;14.723,00;9.559,25;2,25
03.01.2021 19:00;03.01.2021 19:15;14.577,50;9.427,25;3,00
03.01.2021 19:15;03.01.2021 19:30;14.444,75;9.271,00;3,75
03.01.2021 19:30;03.01.2021 19:45;14.290,00;9.138,75;4,75
03.01.2021 19:45;03.01.2021 20:00;14.179,00;9.069,75;17,75
03.01.2021 20:00;03.01.2021 20:15;14.086,75;8.982,25;8,00
03.01.2021 20:15;03.01.2021 20:30;13.884,25;8.812,25;5,75
03.01.2021 20:30;03.01.2021 20:45;13.694,50;8.646,00;64,75
03.01.2021 20:45;03.01.2021 21:00;13.460,00;8.492,50;133,00
03.01.2021 21:00;03.01.2021 21:15;13.483,00;8.587,75;214,25
03.01.2021 21:15;03.01.2021 21:30;13.410,00;8.562,50;261,50
03.01.2021 21:30;03.01.2021 21:45;13.336,25;8.556,00;249,00
03.01.2021 21:45;03.01.2021 22:00;13.292,75;8.598,50;244,25
03.01.2021 22:00;03.01.2021 22:15;13.370,75;8.832,25;113,50
03.01.2021 22:15;03.01.2021 22:30;13.287,25;8.740,75;109,00
03.01.2021 22:30;03.01.2021 22:45;13.064,75;8.530,00;128,00
03.01.2021 22:45;03.01.2021 23:00;12.859,75;8.365,50;230,50
03.01.2021 23:00;03.01.2021 23:15;12.821,00;8.341,75;590,50
03.01.2021 23:15;03.01.2021 23:30;12.642,75;8.195,25;722,75
03.01.2021 23:30;03.01.2021 23:45;12.422,00;8.012,00;871,50
03.01.2021 23:45;04.01.2021 00:00;12.276,00;7.918,50;940,50
04.01.2021 00:00;04.01.2021 00:15;12.092,50;7.743,75;782,25
04.01.2021 00:15;04.01.2021 00:30;11.976,50;7.651,50;861,50
04.01.2021 00:30;04.01.2021 00:45;11.846,00;7.502,00;951,75
04.01.2021 00:45;04.01.2021 01:00;11.750,00;7.427,75;1.091,75
04.01.2021 01:00;04.01.2021 01:15;11.605,25;7.322,75;1.108,25
04.01.2021 01:15;04.01.2021 01:30;11.496,75;7.217,75;1.222,50
04.01.2021 01:30;04.01.2021 01:45;11.475,50;7.214,75;1.286,50
04.01.2021 01:45;04.01.2021 02:00;11.428,50;7.197,25;1.317,50
04.01.2021 02:00;04.01.2021 02:15;11.460,00;7.234,25;1.304,25
04.01.2021 02:15;04.01.2021 02:30;11.448,50;7.224,50;1.362,75
04.01.2021 02:30;04.01.2021 02:45;11.450,25;7.229,25;1.359,00
04.01.2021 02:45;04.01.2021 03:00;11.441,50;7.248,00;1.357,00
04.01.2021 03:00;04.01.2021 03:15;11.423,25;7.230,00;1.246,25
04.01.2021 03:15;04.01.2021 03:30;11.431,25;7.241,00;1.236,50
04.01.2021 03:30;04.01.2021 03:45;11.450,50;7.274,00;1.211,00
04.01.2021 03:45;04.01.2021 04:00;11.489,75;7.363,50;1.206,25
04.01.2021 04:00;04.01.2021 04:15;11.616,75;7.487,00;983,75
04.01.2021 04:15;04.01.2021 04:30;11.683,25;7.546,50;1.013,75
04.01.2021 04:30;04.01.2021 04:45;11.811,75;7.705,00;940,25
04.01.2021 04:45;04.01.2021 05:00;11.915,25;7.827,75;878,75
04.01.2021 05:00;04.01.2021 05:15;12.117,25;8.066,00;552,00
04.01.2021 05:15;04.01.2021 05:30;12.265,75;8.237,50;639,25
04.01.2021 05:30;04.01.2021 05:45;12.476,50;8.451,75;561,50
04.01.2021 05:45;04.01.2021 06:00;12.751,75;8.717,75;459,50
04.01.2021 06:00;04.01.2021 06:15;13.241,75;9.181,00;375,75
04.01.2021 06:15;04.01.2021 06:30;13.615,75;9.559,00;267,75
04.01.2021 06:30;04.01.2021 06:45;13.982,75;9.949,50;133,50
04.01.2021 06:45;04.01.2021 07:00;14.396,00;10.307,75;58,25
04.01.2021 07:00;04.01.2021 07:15;15.015,50;10.970,00;206,00
04.01.2021 07:15;04.01.2021 07:30;15.266,25;11.210,25;112,75
04.01.2021 07:30;04.01.2021 07:45;15.497,00;11.456,00;3,00
04.01.2021 07:45;04.01.2021 08:00;15.702,25;11.672,75;1,50
04.01.2021 08:00;04.01.2021 08:15;16.045,50;11.960,00;1,00
04.01.2021 08:15;04.01.2021 08:30;16.192,75;12.028,50;1,25
04.01.2021 08:30;04.01.2021 08:45;16.334,75;12.178,25;1,00
04.01.2021 08:45;04.01.2021 09:00;16.509,00;12.340,50;0,75
04.01.2021 09:00;04.01.2021 09:15;16.623,25;12.447,00;2,25
04.01.2021 09:15;04.01.2021 09:30;16.735,50;12.581,00;2,50
04.01.2021 09:30;04.01.2021 09:45;16.858,75;12.749,50;6,50
04.01.2021 09:45;04.01.2021 10:00;16.951,75;12.845,50;2,50
04.01.2021 10:00;04.01.2021 10:15;16.996,00;12.780,00;3,75
04.01.2021 10:15;04.01.2021 10:30;17.090,25;12.843,50;5,75
04.01.2021 10:30;04.01.2021 10:45;17.164,00;12.938,75;10,00
04.01.2021 10:45;04.01.2021 11:00;17.270,50;12.985,50;12,75
04.01.2021 11:00;04.01.2021 11:15;17.412,00;13.083,00;86,75
04.01.2021 11:15;04.01.2021 11:30;17.546,00;13.201,75;26,50
04.01.2021 11:30;04.01.2021 11:45;17.642,25;13.251,75;4,75
04.01.2021 11:45;04.01.2021 12:00;17.711,00;13.325,00;4,25
04.01.2021 12:00;04.01.2021 12:15;17.762,00;13.377,50;4,75
04.01.2021 12:15;04.01.2021 12:30;17.760,00;13.426,25;4,75
04.01.2021 12:30;04.01.2021 12:45;17.759,25;13.380,00;4,75
04.01.2021 12:45;04.01.2021 13:00;17.692,50;13.298,25;9,00
04.01.2021 13:00;04.01.2021 13:15;17.671,25;13.337,25;11,25
04.01.2021 13:15;04.01.2021 13:30;17.629,50;13.296,75;10,00
04.01.2021 13:30;04.01.2021 13:45;17.559,50;13.254,25;12,50
04.01.2021 13:45;04.01.2021 14:00;17.390,75;13.064,50;15,75
04.01.2021 14:00;04.01.2021 14:15;17.397,50;13.069,75;10,25
04.01.2021 14:15;04.01.2021 14:30;17.322,00;13.012,50;12,50
04.01.2021 14:30;04.01.2021 14:45;17.285,00;12.924,50;11,50
04.01.2021 14:45;04.01.2021 15:00;17.239,75;12.900,00;13,25
04.01.2021 15:00;04.01.2021 15:15;17.340,50;13.071,75;66,25
04.01.2021 15:15;04.01.2021 15:30;17.277,25;13.030,75;161,25
04.01.2021 15:30;04.01.2021 15:45;17.230,00;12.994,50;246,50
04.01.2021 15:45;04.01.2021 16:00;17.165,25;12.945,25;230,75
04.01.2021 16:00;04.01.2021 16:15;17.331,75;13.150,50;226,50
04.01.2021 16:15;04.01.2021 16:30;17.366,00;13.164,75;231,75
04.01.2021 16:30;04.01.2021 16:45;17.498,25;13.281,25;193,00
04.01.2021 16:45;04.01.2021 17:00;17.693,75;13.419,00;45,50
04.01.2021 17:00;04.01.2021 17:15;17.834,25;13.584,25;3,25
04.01.2021 17:15;04.01.2021 17:30;17.929,00;13.745,00;2,50
04.01.2021 17:30;04.01.2021 17:45;17.986,75;13.758,25;1,50
04.01.2021 17:45;04.01.2021 18:00;18.024,25;13.829,75;2,00
04.01.2021 18:00;04.01.2021 18:15;17.960,50;13.785,50;2,25
