Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
06.10.2024 21:00;06.10.2024 21:15;1.042,75;507,25;1.392,25;4.233,50;0,00;22,25;-;2.055,00;466,50;942,50;351,50;335,00
06.10.2024 21:15;06.10.2024 21:30;1.039,50;506,75;1.398,00;4.296,25;0,00;22,25;-;1.980,50;456,25;915,50;256,00;330,75
06.10.2024 21:30;06.10.2024 21:45;1.035,25;505,25;1.400,50;4.377,25;0,00;22,25;-;1.944,00;453,50;890,75;119,50;327,00
06.10.2024 21:45;06.10.2024 22:00;1.034,50;529,50;1.411,50;4.452,25;0,00;22,25;-;1.942,50;450,25;886,50;97,00;325,25
06.10.2024 22:00;06.10.2024 22:15;1.024,00;548,25;1.414,75;4.379,00;0,00;22,25;-;1.960,50;446,00;886,00;267,50;326,00
06.10.2024 22:15;06.10.2024 22:30;1.021,00;530,00;1.411,25;4.425,25;0,00;22,25;-;1.948,00;443,75;888,50;194,00;327,00
06.10.2024 22:30;06.10.2024 22:45;1.017,25;516,25;1.405,00;4.441,00;0,00;22,25;-;1.948,75;439,75;887,75;106,25;326,25
06.10.2024 22:45;06.10.2024 23:00;1.017,00;510,75;1.408,75;4.436,00;0,00;22,25;-;1.905,75;438,00;893,25;46,25;324,50
06.10.2024 23:00;06.10.2024 23:15;1.009,00;518,00;1.446,25;4.373,75;0,00;22,25;-;1.893,00;441,75;838,00;143,25;324,25
06.10.2024 23:15;06.10.2024 23:30;1.007,00;508,25;1.453,00;4.386,00;0,00;22,25;-;1.911,75;437,75;836,75;149,25;323,75
06.10.2024 23:30;06.10.2024 23:45;1.004,25;510,50;1.446,25;4.383,00;0,00;22,25;-;1.894,50;434,00;835,75;88,75;323,25
06.10.2024 23:45;07.10.2024 00:00;1.003,25;524,50;1.440,00;4.353,50;0,00;22,25;-;1.905,25;432,50;836,00;3,75;324,50
07.10.2024 00:00;07.10.2024 00:15;1.002,00;539,25;1.393,25;4.359,25;0,00;22,50;-;1.866,00;319,25;757,75;7,75;325,75
07.10.2024 00:15;07.10.2024 00:30;1.000,50;509,50;1.445,25;4.378,00;0,00;22,50;-;1.808,75;304,25;754,25;1,50;325,25
07.10.2024 00:30;07.10.2024 00:45;1.000,50;506,25;1.438,25;4.335,75;0,00;22,50;-;1.784,00;288,25;758,00;0,75;324,50
07.10.2024 00:45;07.10.2024 01:00;1.000,50;507,75;1.416,25;4.262,00;0,00;22,50;-;1.773,50;272,25;757,25;0,50;323,75
07.10.2024 01:00;07.10.2024 01:15;1.005,00;522,00;1.399,75;4.188,25;0,00;22,50;-;1.770,50;269,25;734,25;17,75;323,00
07.10.2024 01:15;07.10.2024 01:30;1.005,50;508,75;1.375,00;4.153,50;0,00;22,50;-;1.723,75;278,75;733,00;13,50;323,00
07.10.2024 01:30;07.10.2024 01:45;1.005,75;505,75;1.348,50;4.120,00;0,00;22,50;-;1.689,00;310,50;736,25;3,75;323,75
07.10.2024 01:45;07.10.2024 02:00;1.008,75;504,50;1.329,75;4.122,00;0,00;22,50;-;1.674,50;311,50;737,50;2,50;322,50
07.10.2024 02:00;07.10.2024 02:15;1.012,25;509,00;1.310,50;4.163,00;0,00;22,50;-;1.665,50;311,25;713,75;2,00;322,00
07.10.2024 02:15;07.10.2024 02:30;1.014,75;500,25;1.306,75;4.172,25;0,00;22,50;-;1.660,00;319,00;690,00;0,50;321,75
07.10.2024 02:30;07.10.2024 02:45;1.017,00;500,50;1.297,50;4.130,25;0,00;22,50;-;1.653,50;328,50;688,00;0,50;321,75
07.10.2024 02:45;07.10.2024 03:00;1.018,75;494,75;1.303,25;4.096,25;0,00;22,50;-;1.657,50;333,00;690,75;0,50;319,75
07.10.2024 03:00;07.10.2024 03:15;1.027,25;493,00;1.334,25;4.110,00;0,00;22,50;-;1.658,75;336,25;714,50;0,25;320,75
07.10.2024 03:15;07.10.2024 03:30;1.031,00;491,75;1.345,25;4.114,50;0,00;22,50;-;1.654,25;336,75;716,75;0,50;321,25
07.10.2024 03:30;07.10.2024 03:45;1.033,50;492,25;1.364,00;4.098,25;0,00;22,50;-;1.654,50;337,25;717,50;0,25;318,00
07.10.2024 03:45;07.10.2024 04:00;1.038,00;490,50;1.354,50;4.125,00;0,00;22,50;-;1.658,25;340,50;718,75;0,50;318,50
07.10.2024 04:00;07.10.2024 04:15;1.045,50;493,50;1.366,75;4.123,50;0,00;22,50;-;1.666,00;370,50;726,50;0,50;319,75
07.10.2024 04:15;07.10.2024 04:30;1.050,50;495,75;1.345,75;4.185,00;0,00;22,50;-;1.666,75;371,50;727,50;1,00;319,25
07.10.2024 04:30;07.10.2024 04:45;1.051,75;497,00;1.276,00;4.194,50;0,00;22,50;-;1.671,50;373,50;730,50;0,75;318,25
07.10.2024 04:45;07.10.2024 05:00;1.055,25;499,25;1.296,50;4.198,00;0,00;22,50;-;1.702,25;377,25;735,25;3,00;319,00
07.10.2024 05:00;07.10.2024 05:15;1.064,00;493,75;1.350,25;4.224,25;0,00;22,50;-;1.703,75;370,00;780,50;14,00;321,50
07.10.2024 05:15;07.10.2024 05:30;1.068,00;491,00;1.396,75;4.276,50;0,00;22,50;-;1.817,00;364,75;797,00;16,50;320,50
07.10.2024 05:30;07.10.2024 05:45;1.065,75;491,25;1.394,50;4.287,75;0,00;22,50;-;1.955,75;413,25;806,25;14,75;321,25
07.10.2024 05:45;07.10.2024 06:00;1.075,00;503,50;1.406,00;4.308,25;0,00;22,50;-;2.160,75;443,75;821,25;19,50;321,75
07.10.2024 06:00;07.10.2024 06:15;1.079,75;486,50;1.408,50;4.373,00;0,00;22,50;-;2.290,75;498,75;901,75;132,25;325,25
07.10.2024 06:15;07.10.2024 06:30;1.082,25;498,25;1.443,50;4.344,25;0,00;22,50;-;2.467,00;545,50;915,25;68,75;328,75
07.10.2024 06:30;07.10.2024 06:45;1.084,75;491,75;1.454,00;4.306,25;0,00;22,50;-;2.605,75;576,50;916,00;207,25;328,50
07.10.2024 06:45;07.10.2024 07:00;1.086,00;504,25;1.440,50;4.195,50;0,00;22,50;-;2.675,50;654,50;980,50;401,75;330,25
07.10.2024 07:00;07.10.2024 07:15;1.080,25;530,00;1.381,25;4.161,75;2,50;22,50;-;2.716,00;731,00;1.133,75;913,00;331,75
07.10.2024 07:15;07.10.2024 07:30;1.081,00;527,75;1.387,50;4.105,00;21,50;22,50;-;2.698,50;763,75;1.147,00;1.065,00;329,25
07.10.2024 07:30;07.10.2024 07:45;1.080,75;549,75;1.401,00;4.087,00;72,00;22,50;-;2.722,75;817,25;1.156,50;1.170,00;329,00
07.10.2024 07:45;07.10.2024 08:00;1.080,75;561,50;1.418,25;4.025,50;229,75;22,50;-;2.744,25;838,50;1.170,50;1.228,75;332,75
07.10.2024 08:00;07.10.2024 08:15;1.073,00;526,75;1.419,25;3.912,25;451,25;22,50;-;2.743,75;844,00;1.203,50;1.303,75;332,75
07.10.2024 08:15;07.10.2024 08:30;1.066,50;504,25;1.426,25;3.761,25;713,25;22,50;-;2.760,50;846,00;1.209,50;1.239,25;333,75
07.10.2024 08:30;07.10.2024 08:45;1.065,50;514,50;1.413,25;3.618,00;999,75;22,50;-;2.756,75;831,50;1.209,25;1.220,50;331,75
07.10.2024 08:45;07.10.2024 09:00;1.065,00;508,75;1.403,75;3.464,75;1.300,00;22,50;-;2.800,50;826,00;1.213,50;1.074,00;333,75
07.10.2024 09:00;07.10.2024 09:15;1.052,75;505,50;1.392,00;3.299,25;1.610,25;22,50;-;2.887,00;800,00;1.198,75;914,75;334,00
07.10.2024 09:15;07.10.2024 09:30;1.051,25;508,25;1.387,75;3.153,50;1.942,50;22,50;-;2.893,25;784,50;1.191,50;757,50;336,50
07.10.2024 09:30;07.10.2024 09:45;1.048,50;481,75;1.391,00;3.027,00;2.295,25;22,50;-;2.894,25;774,25;1.188,50;605,75;335,75
07.10.2024 09:45;07.10.2024 10:00;1.047,50;478,50;1.395,50;2.890,00;2.623,00;22,50;-;2.884,00;760,25;1.159,75;371,50;335,25
07.10.2024 10:00;07.10.2024 10:15;1.036,75;479,25;1.347,75;2.742,00;3.056,00;22,50;-;2.869,25;699,00;1.052,25;160,50;334,50
07.10.2024 10:15;07.10.2024 10:30;1.031,75;476,00;1.334,00;2.605,25;3.421,25;22,50;-;2.852,00;663,50;1.029,50;78,50;330,25
07.10.2024 10:30;07.10.2024 10:45;1.030,50;479,50;1.270,75;2.502,00;3.828,00;22,50;-;2.845,25;646,25;1.021,00;41,75;328,75
07.10.2024 10:45;07.10.2024 11:00;1.028,25;470,75;1.198,25;2.466,50;4.075,50;22,50;-;2.801,00;645,75;1.030,50;21,75;330,50
07.10.2024 11:00;07.10.2024 11:15;1.026,00;501,00;1.211,00;2.415,50;4.219,50;22,50;-;2.759,75;572,50;990,50;48,50;325,00
07.10.2024 11:15;07.10.2024 11:30;1.020,00;482,00;1.226,75;2.307,25;4.326,25;22,50;-;2.765,75;564,50;966,75;14,25;321,75
07.10.2024 11:30;07.10.2024 11:45;1.019,25;496,50;1.230,00;2.247,50;4.435,75;22,50;-;2.770,00;559,00;949,75;20,75;319,00
07.10.2024 11:45;07.10.2024 12:00;1.021,00;484,50;1.242,50;2.224,00;4.561,25;22,50;-;2.768,75;554,50;946,75;42,25;316,50
07.10.2024 12:00;07.10.2024 12:15;1.021,75;501,75;1.238,25;2.192,00;4.717,00;22,50;-;2.706,50;555,25;944,75;47,75;315,25
07.10.2024 12:15;07.10.2024 12:30;1.024,00;454,75;1.216,25;2.183,25;4.904,75;22,50;-;2.655,75;560,25;944,25;23,75;317,00
07.10.2024 12:30;07.10.2024 12:45;1.026,50;468,00;1.195,00;2.152,75;4.993,50;22,50;-;2.634,00;562,50;944,75;9,75;321,50
07.10.2024 12:45;07.10.2024 13:00;1.025,75;464,25;1.185,75;2.137,50;5.032,25;22,50;-;2.601,25;562,00;952,25;13,25;321,25
07.10.2024 13:00;07.10.2024 13:15;1.025,00;471,75;1.206,25;2.137,50;5.120,00;22,50;-;2.509,50;560,25;885,50;35,00;322,00
07.10.2024 13:15;07.10.2024 13:30;1.029,75;454,25;1.211,75;2.112,00;5.251,00;22,50;-;2.455,25;563,75;886,00;10,50;322,00
07.10.2024 13:30;07.10.2024 13:45;1.036,75;444,00;1.258,50;2.097,25;5.210,50;22,50;-;2.441,00;587,50;889,75;0,75;323,50
07.10.2024 13:45;07.10.2024 14:00;1.036,75;441,00;1.289,50;2.066,25;5.129,75;22,50;-;2.414,00;603,75;890,50;0,50;321,25
07.10.2024 14:00;07.10.2024 14:15;1.040,00;441,50;1.333,50;2.033,75;5.008,00;22,50;-;2.410,00;638,75;864,50;0,50;320,00
07.10.2024 14:15;07.10.2024 14:30;1.045,75;449,75;1.301,75;1.971,75;4.918,00;22,50;-;2.428,00;681,00;866,75;0,25;321,25
07.10.2024 14:30;07.10.2024 14:45;1.050,25;459,25;1.254,25;1.904,75;4.780,75;22,50;-;2.444,00;709,25;868,25;0,25;321,25
07.10.2024 14:45;07.10.2024 15:00;1.051,00;467,75;1.246,00;1.770,25;4.562,75;22,50;-;2.493,00;730,25;842,50;3,50;320,00
07.10.2024 15:00;07.10.2024 15:15;1.054,25;473,25;1.335,50;1.688,00;4.287,75;22,50;-;2.527,00;743,00;817,00;41,75;321,00
07.10.2024 15:15;07.10.2024 15:30;1.058,25;484,50;1.333,75;1.563,00;4.015,25;22,50;-;2.596,75;752,75;876,25;60,50;321,50
07.10.2024 15:30;07.10.2024 15:45;1.060,50;554,25;1.297,50;1.418,50;3.748,00;22,50;-;2.604,00;807,25;899,75;137,50;322,25
07.10.2024 15:45;07.10.2024 16:00;1.067,00;551,50;1.245,75;1.295,25;3.429,75;22,50;-;2.622,75;890,25;920,25;283,00;323,25
07.10.2024 16:00;07.10.2024 16:15;1.070,75;489,00;1.154,75;1.227,25;3.008,00;22,50;-;2.699,50;1.005,50;1.068,75;94,00;325,25
07.10.2024 16:15;07.10.2024 16:30;1.083,50;499,75;1.051,50;1.159,50;2.617,25;22,50;-;2.758,25;1.138,50;1.126,00;82,75;324,75
07.10.2024 16:30;07.10.2024 16:45;1.092,00;570,75;1.043,75;1.078,25;2.203,50;22,50;-;2.823,75;1.247,50;1.183,00;261,75;322,75
07.10.2024 16:45;07.10.2024 17:00;1.099,00;603,00;1.024,50;1.062,50;1.786,50;22,50;-;2.869,25;1.303,50;1.308,75;575,25;328,75
07.10.2024 17:00;07.10.2024 17:15;1.107,25;536,25;982,75;1.034,25;1.376,25;22,50;-;2.898,25;1.360,75;1.453,75;619,25;334,25
07.10.2024 17:15;07.10.2024 17:30;1.110,75;561,75;921,50;1.014,00;1.012,75;22,50;-;2.913,75;1.430,50;1.512,50;961,25;337,75
07.10.2024 17:30;07.10.2024 17:45;1.113,25;653,25;879,00;1.024,75;682,75;22,50;-;2.924,25;1.459,75;1.561,75;1.307,25;336,00
07.10.2024 17:45;07.10.2024 18:00;1.117,25;684,25;805,00;1.010,50;410,75;22,50;-;2.938,25;1.472,25;1.609,00;1.343,75;337,25
07.10.2024 18:00;07.10.2024 18:15;1.119,50;658,00;771,25;1.049,00;208,25;22,50;-;2.951,75;1.487,50;1.652,50;1.465,75;353,00
07.10.2024 18:15;07.10.2024 18:30;1.120,25;665,00;734,50;1.133,75;71,25;22,50;-;3.017,00;1.490,00;1.673,50;1.394,25;380,75
07.10.2024 18:30;07.10.2024 18:45;1.122,00;686,25;699,25;1.242,75;14,00;22,50;-;3.052,75;1.489,75;1.715,75;1.330,00;381,00
07.10.2024 18:45;07.10.2024 19:00;1.121,75;704,50;666,00;1.283,25;1,50;22,50;-;3.049,75;1.494,75;1.733,25;1.431,50;381,75
07.10.2024 19:00;07.10.2024 19:15;1.122,00;700,75;608,25;1.344,25;0,25;22,50;-;3.051,75;1.488,75;1.733,25;1.514,00;380,00
07.10.2024 19:15;07.10.2024 19:30;1.113,25;697,75;584,50;1.433,25;0,00;22,50;-;3.050,50;1.488,50;1.728,00;1.513,25;381,25
07.10.2024 19:30;07.10.2024 19:45;1.110,75;664,25;556,75;1.524,25;0,00;22,50;-;3.053,75;1.492,00;1.715,00;1.462,50;382,00
07.10.2024 19:45;07.10.2024 20:00;1.109,25;643,50;537,00;1.609,00;0,00;22,50;-;3.060,00;1.492,75;1.705,25;1.421,25;381,00
07.10.2024 20:00;07.10.2024 20:15;1.106,50;678,75;538,50;1.647,25;0,00;22,50;-;3.072,25;1.493,00;1.702,00;1.253,75;378,25
07.10.2024 20:15;07.10.2024 20:30;1.095,00;655,00;552,00;1.714,25;0,00;22,50;-;3.064,75;1.484,25;1.597,00;1.209,75;342,50
07.10.2024 20:30;07.10.2024 20:45;1.089,50;600,75;561,25;1.817,00;0,00;22,50;-;3.059,00;1.478,75;1.564,75;1.014,25;337,00
07.10.2024 20:45;07.10.2024 21:00;1.087,75;560,00;574,50;1.897,25;0,00;22,50;-;3.006,75;1.474,50;1.521,75;831,50;338,75
07.10.2024 21:00;07.10.2024 21:15;1.084,50;540,25;540,75;1.938,75;0,00;22,50;-;2.958,75;1.465,50;1.363,50;652,75;338,75
07.10.2024 21:15;07.10.2024 21:30;1.073,25;535,75;504,50;2.028,25;0,00;22,50;-;2.947,25;1.459,75;1.292,00;549,75;338,00
07.10.2024 21:30;07.10.2024 21:45;1.070,25;519,50;485,75;2.113,00;0,00;22,50;-;2.937,00;1.443,25;1.209,75;335,50;339,50
07.10.2024 21:45;07.10.2024 22:00;1.068,25;530,25;434,25;2.135,25;0,00;22,50;-;2.918,00;1.424,25;1.133,00;211,00;338,50
07.10.2024 22:00;07.10.2024 22:15;1.065,50;561,00;371,50;2.083,75;0,00;22,50;-;2.896,75;1.353,75;970,00;419,75;339,50
07.10.2024 22:15;07.10.2024 22:30;1.056,75;559,25;322,00;2.090,75;0,00;22,50;-;2.882,50;1.306,50;892,25;396,75;339,00
07.10.2024 22:30;07.10.2024 22:45;1.056,00;565,00;274,00;2.118,50;0,00;22,50;-;2.887,25;1.243,00;891,50;446,25;339,50
07.10.2024 22:45;07.10.2024 23:00;1.054,50;555,75;240,50;2.147,25;0,00;22,50;-;2.881,25;1.171,00;861,25;433,50;338,50
07.10.2024 23:00;07.10.2024 23:15;1.050,75;536,50;229,00;2.197,50;0,00;22,50;-;2.886,75;1.082,50;804,50;314,25;340,50
07.10.2024 23:15;07.10.2024 23:30;1.047,25;553,50;225,75;2.229,75;0,00;22,50;-;2.877,50;1.018,75;791,25;141,50;340,00
07.10.2024 23:30;07.10.2024 23:45;1.046,00;526,00;213,75;2.261,75;0,00;22,50;-;2.878,50;984,50;804,25;65,75;339,50
07.10.2024 23:45;08.10.2024 00:00;1.045,00;529,00;208,25;2.328,25;0,00;22,50;-;2.858,00;960,75;795,25;56,50;338,50
08.10.2024 00:00;08.10.2024 00:15;1.043,00;546,50;215,00;2.406,50;0,00;22,75;-;2.830,25;885,75;739,00;155,50;330,50
08.10.2024 00:15;08.10.2024 00:30;1.039,50;537,25;210,25;2.551,50;0,00;22,75;-;2.751,00;818,25;721,75;122,00;331,75
08.10.2024 00:30;08.10.2024 00:45;1.040,00;522,00;193,00;2.678,25;0,00;22,75;-;2.736,75;766,75;719,25;31,50;332,50
08.10.2024 00:45;08.10.2024 01:00;1.041,00;522,25;154,75;2.818,75;0,00;22,75;-;2.730,25;714,75;703,50;30,00;332,25
08.10.2024 01:00;08.10.2024 01:15;1.042,25;552,75;153,00;2.947,25;0,00;22,75;-;2.708,00;591,50;645,00;52,00;331,00
08.10.2024 01:15;08.10.2024 01:30;1.039,75;522,50;177,00;3.045,75;0,00;22,75;-;2.693,75;495,25;643,00;27,00;328,25
08.10.2024 01:30;08.10.2024 01:45;1.045,50;510,50;219,00;3.177,75;0,00;22,75;-;2.696,25;479,75;642,00;12,00;330,00
08.10.2024 01:45;08.10.2024 02:00;1.045,25;508,00;230,25;3.206,25;0,00;22,75;-;2.671,75;473,50;640,50;10,50;330,25
08.10.2024 02:00;08.10.2024 02:15;1.046,75;526,25;257,75;3.215,00;0,00;22,75;-;2.649,00;477,50;634,75;51,00;330,00
08.10.2024 02:15;08.10.2024 02:30;1.053,00;509,50;286,00;3.232,00;0,00;22,75;-;2.585,00;475,75;634,50;12,25;329,00
08.10.2024 02:30;08.10.2024 02:45;1.056,00;508,75;316,00;3.234,25;0,00;22,75;-;2.508,00;477,50;634,00;10,50;328,75
08.10.2024 02:45;08.10.2024 03:00;1.055,50;526,50;342,25;3.265,50;0,00;22,75;-;2.482,00;479,50;631,25;14,50;329,00
08.10.2024 03:00;08.10.2024 03:15;1.058,50;545,00;392,00;3.274,50;0,00;22,75;-;2.440,25;481,00;601,25;111,00;327,75
08.10.2024 03:15;08.10.2024 03:30;1.069,00;525,50;461,50;3.325,50;0,00;22,75;-;2.380,00;480,75;592,25;51,75;327,50
08.10.2024 03:30;08.10.2024 03:45;1.075,25;513,25;516,50;3.384,25;0,00;22,75;-;2.416,50;478,00;593,00;40,00;326,00
08.10.2024 03:45;08.10.2024 04:00;1.075,50;505,25;589,75;3.391,50;0,00;22,75;-;2.448,25;480,75;597,50;21,75;326,00
08.10.2024 04:00;08.10.2024 04:15;1.079,50;505,00;668,50;3.475,25;0,00;22,75;-;2.481,25;480,50;601,25;25,25;327,00
08.10.2024 04:15;08.10.2024 04:30;1.087,25;501,00;709,00;3.573,50;0,00;22,75;-;2.514,75;482,00;612,00;10,50;327,25
08.10.2024 04:30;08.10.2024 04:45;1.091,75;509,00;713,75;3.594,50;0,00;22,75;-;2.569,75;478,75;631,50;10,50;329,75
08.10.2024 04:45;08.10.2024 05:00;1.094,25;509,00;744,50;3.635,00;0,00;22,75;-;2.589,75;482,75;632,00;10,50;330,00
08.10.2024 05:00;08.10.2024 05:15;1.096,50;509,00;842,00;3.698,00;0,00;22,75;-;2.631,00;484,00;664,50;11,25;328,75
08.10.2024 05:15;08.10.2024 05:30;1.103,00;506,25;937,25;3.781,50;0,00;22,75;-;2.670,25;487,75;690,50;10,50;327,50
08.10.2024 05:30;08.10.2024 05:45;1.105,75;501,75;1.007,00;3.882,75;0,00;22,75;-;2.737,00;503,75;692,50;11,00;327,25
08.10.2024 05:45;08.10.2024 06:00;1.107,75;525,25;1.047,00;3.946,00;0,00;22,75;-;2.786,50;532,00;696,00;47,50;329,50
08.10.2024 06:00;08.10.2024 06:15;1.111,75;527,25;1.089,50;4.042,25;0,00;22,75;-;2.841,75;596,50;789,75;47,50;333,25
08.10.2024 06:15;08.10.2024 06:30;1.114,25;516,50;1.114,00;4.050,25;0,00;22,75;-;2.919,75;655,50;809,25;102,50;334,00
08.10.2024 06:30;08.10.2024 06:45;1.118,75;509,50;1.155,00;4.141,50;0,00;22,75;-;2.930,00;760,50;807,75;106,50;334,50
08.10.2024 06:45;08.10.2024 07:00;1.118,25;537,25;1.220,50;4.169,75;0,00;22,75;-;2.919,75;908,75;839,75;129,75;334,50
08.10.2024 07:00;08.10.2024 07:15;1.119,50;557,50;1.284,25;4.163,25;1,00;22,75;-;2.920,50;1.008,50;903,75;537,25;336,75
08.10.2024 07:15;08.10.2024 07:30;1.115,50;575,25;1.310,75;4.138,50;17,25;22,75;-;2.924,00;1.067,00;928,25;728,50;335,50
08.10.2024 07:30;08.10.2024 07:45;1.115,50;557,25;1.359,25;4.172,75;52,25;22,75;-;2.909,25;1.080,50;960,25;836,00;335,25
08.10.2024 07:45;08.10.2024 08:00;1.114,25;534,00;1.345,75;4.159,75;175,25;22,75;-;2.923,75;1.081,00;962,25;888,50;336,75
08.10.2024 08:00;08.10.2024 08:15;1.114,00;551,25;1.324,00;4.085,75;359,75;22,75;-;2.905,50;1.084,75;976,00;814,25;340,75
08.10.2024 08:15;08.10.2024 08:30;1.106,50;536,75;1.254,00;3.987,50;613,25;22,75;-;2.895,75;1.074,50;971,75;736,75;342,00
08.10.2024 08:30;08.10.2024 08:45;1.105,50;500,25;1.246,75;3.925,50;918,50;22,75;-;2.890,00;1.076,00;1.001,25;628,25;341,75
08.10.2024 08:45;08.10.2024 09:00;1.104,50;497,50;1.249,25;3.887,50;1.229,00;22,75;-;2.882,75;1.062,50;995,50;467,00;343,75
08.10.2024 09:00;08.10.2024 09:15;1.102,25;513,25;1.254,00;3.872,25;1.541,50;22,75;-;2.892,50;1.007,25;951,50;547,00;356,25
08.10.2024 09:15;08.10.2024 09:30;1.086,00;538,00;1.252,25;3.742,25;1.918,00;22,75;-;2.881,50;955,00;931,25;320,00;357,00
08.10.2024 09:30;08.10.2024 09:45;1.079,75;533,25;1.235,00;3.597,00;2.292,25;22,75;-;2.839,25;935,25;925,00;166,25;358,00
08.10.2024 09:45;08.10.2024 10:00;1.075,75;521,00;1.177,75;3.476,00;2.656,25;22,75;-;2.776,75;923,25;959,25;104,00;358,50
08.10.2024 10:00;08.10.2024 10:15;1.071,50;586,75;1.209,25;3.328,00;3.068,00;22,75;-;2.651,00;934,25;972,75;142,25;358,50
08.10.2024 10:15;08.10.2024 10:30;1.063,00;514,00;1.180,25;3.161,50;3.464,00;17,75;-;2.617,50;929,25;1.016,50;76,50;356,75
08.10.2024 10:30;08.10.2024 10:45;1.062,00;474,75;1.232,00;3.044,50;3.836,50;18,25;-;2.591,50;937,75;1.033,75;37,00;355,50
08.10.2024 10:45;08.10.2024 11:00;1.062,75;488,00;1.234,25;2.895,50;4.153,50;21,25;-;2.555,00;934,00;1.032,00;60,25;354,00
08.10.2024 11:00;08.10.2024 11:15;1.056,50;526,00;1.186,75;2.772,50;4.446,00;17,50;-;2.362,75;948,50;1.081,25;84,75;347,75
08.10.2024 11:15;08.10.2024 11:30;1.050,25;507,00;1.171,25;2.644,75;4.654,25;19,00;-;2.244,75;922,50;1.097,75;65,25;344,25
08.10.2024 11:30;08.10.2024 11:45;1.039,75;503,25;1.146,50;2.516,25;4.876,00;22,75;-;2.223,75;924,25;1.100,50;88,50;345,00
08.10.2024 11:45;08.10.2024 12:00;1.034,50;503,00;1.154,50;2.488,00;5.031,00;17,75;-;2.168,25;926,00;1.097,50;71,50;345,25
08.10.2024 12:00;08.10.2024 12:15;1.036,00;515,00;1.099,25;2.495,50;5.073,50;17,50;-;2.161,50;946,00;1.091,25;5,25;324,50
08.10.2024 12:15;08.10.2024 12:30;1.038,00;506,00;1.069,25;2.468,50;5.107,00;17,50;-;2.159,00;964,50;1.101,75;0,75;319,50
08.10.2024 12:30;08.10.2024 12:45;1.040,00;499,50;1.095,75;2.392,25;5.086,75;17,50;-;2.157,75;963,25;1.104,50;14,50;320,50
08.10.2024 12:45;08.10.2024 13:00;1.041,75;500,25;1.133,75;2.284,50;4.971,50;17,50;-;2.183,75;958,25;1.104,00;16,00;319,75
08.10.2024 13:00;08.10.2024 13:15;1.044,25;497,50;1.160,75;2.204,75;4.812,75;17,50;-;2.270,75;954,75;1.132,75;18,00;320,00
08.10.2024 13:15;08.10.2024 13:30;1.049,75;494,75;1.172,50;2.123,75;4.586,75;17,50;-;2.321,75;944,00;1.127,25;5,75;319,00
08.10.2024 13:30;08.10.2024 13:45;1.054,50;504,25;1.158,75;2.051,25;4.306,00;19,00;-;2.340,50;930,50;1.108,00;25,75;319,25
08.10.2024 13:45;08.10.2024 14:00;1.057,00;498,00;1.172,50;2.033,75;4.016,75;20,25;-;2.407,50;924,50;1.106,75;41,50;318,50
08.10.2024 14:00;08.10.2024 14:15;1.057,50;551,75;1.148,50;1.969,25;3.739,75;20,25;-;2.544,25;866,00;1.032,75;10,00;320,75
08.10.2024 14:15;08.10.2024 14:30;1.065,00;515,50;1.139,75;1.924,25;3.435,50;20,25;-;2.742,50;821,75;1.016,25;61,75;320,00
08.10.2024 14:30;08.10.2024 14:45;1.068,00;548,25;1.181,75;1.873,25;3.136,00;20,25;-;2.810,75;825,00;997,50;119,75;320,25
08.10.2024 14:45;08.10.2024 15:00;1.070,75;568,75;1.185,75;1.831,00;2.835,75;20,25;-;2.839,50;846,75;985,00;209,00;322,50
08.10.2024 15:00;08.10.2024 15:15;1.074,50;515,25;1.194,50;1.820,25;2.536,50;20,25;-;2.844,25;862,00;1.006,75;159,25;321,75
08.10.2024 15:15;08.10.2024 15:30;1.089,50;537,25;1.196,00;1.818,00;2.244,00;20,25;-;2.867,00;886,25;999,75;227,75;323,50
08.10.2024 15:30;08.10.2024 15:45;1.096,75;563,25;1.247,00;1.783,50;1.958,50;20,25;-;2.912,75;922,00;1.047,75;204,50;323,50
08.10.2024 15:45;08.10.2024 16:00;1.095,75;574,75;1.219,25;1.742,25;1.693,75;21,00;-;2.910,25;978,00;1.075,50;306,75;323,00
08.10.2024 16:00;08.10.2024 16:15;1.095,00;521,00;1.158,25;1.714,00;1.437,50;21,00;-;2.889,75;1.061,25;1.079,25;291,25;321,25
08.10.2024 16:15;08.10.2024 16:30;1.099,75;534,50;1.154,75;1.650,75;1.181,50;21,00;-;2.928,00;1.109,50;1.159,25;335,75;320,00
08.10.2024 16:30;08.10.2024 16:45;1.103,50;587,75;1.100,75;1.639,50;966,25;21,00;-;2.931,00;1.135,25;1.176,00;545,00;322,25
08.10.2024 16:45;08.10.2024 17:00;1.105,25;592,25;1.049,00;1.657,50;770,00;21,00;-;2.932,00;1.162,25;1.219,00;819,50;327,75
