Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
05.10.2024 03:15;05.10.2024 03:30;1.051,50;531,25;3,75;948,50;0,00;22,50;-;2.897,25;601,75;823,50;19,00;330,25
05.10.2024 03:30;05.10.2024 03:45;1.056,25;531,50;5,50;913,25;0,00;22,50;-;2.901,00;603,75;821,25;18,75;329,75
05.10.2024 03:45;05.10.2024 04:00;1.059,00;540,75;6,25;887,25;0,00;22,50;-;2.895,00;606,75;820,50;51,00;332,00
05.10.2024 04:00;05.10.2024 04:15;1.068,00;529,00;6,25;867,25;0,00;22,50;-;2.884,75;606,75;822,25;16,00;331,50
05.10.2024 04:15;05.10.2024 04:30;1.074,25;531,75;7,25;837,75;0,00;22,50;-;2.889,00;609,75;807,75;39,25;332,75
05.10.2024 04:30;05.10.2024 04:45;1.074,75;530,25;9,75;800,50;0,00;22,50;-;2.888,50;611,50;762,75;26,00;334,50
05.10.2024 04:45;05.10.2024 05:00;1.082,25;534,50;13,00;766,00;0,00;22,50;-;2.897,00;614,25;721,50;62,25;333,00
05.10.2024 05:00;05.10.2024 05:15;1.092,00;528,50;14,75;748,75;0,00;22,50;-;2.887,00;637,00;698,75;39,25;334,50
05.10.2024 05:15;05.10.2024 05:30;1.098,75;529,75;15,00;738,75;0,00;22,50;-;2.892,75;638,00;697,75;22,25;334,50
05.10.2024 05:30;05.10.2024 05:45;1.101,25;535,25;15,25;726,00;0,00;22,50;-;2.896,00;675,00;698,50;37,25;336,75
05.10.2024 05:45;05.10.2024 06:00;1.105,50;530,00;15,00;716,75;0,00;22,50;-;2.886,50;734,00;703,75;73,25;334,25
05.10.2024 06:00;05.10.2024 06:15;1.108,00;520,75;15,25;717,75;0,00;22,50;-;2.865,00;755,50;724,00;21,75;334,00
05.10.2024 06:15;05.10.2024 06:30;1.115,75;524,50;16,00;711,25;0,00;22,50;-;2.875,00;786,00;719,25;29,00;335,75
05.10.2024 06:30;05.10.2024 06:45;1.118,50;525,25;15,50;699,75;0,00;22,50;-;2.892,50;870,50;719,00;54,50;336,00
05.10.2024 06:45;05.10.2024 07:00;1.120,00;525,00;15,00;693,75;0,00;22,50;-;2.900,00;937,25;733,00;74,25;336,25
05.10.2024 07:00;05.10.2024 07:15;1.115,25;528,75;16,00;689,25;2,00;22,50;-;2.894,25;988,50;787,50;240,00;336,00
05.10.2024 07:15;05.10.2024 07:30;1.114,00;541,25;16,00;679,50;22,25;22,50;-;2.906,25;1.013,00;762,25;320,50;335,75
05.10.2024 07:30;05.10.2024 07:45;1.113,50;567,25;14,75;683,25;46,50;22,50;-;2.916,75;1.011,25;764,25;475,00;336,25
05.10.2024 07:45;05.10.2024 08:00;1.116,25;598,50;14,50;676,75;127,25;22,50;-;2.914,75;989,25;763,75;549,25;336,25
05.10.2024 08:00;05.10.2024 08:15;1.108,50;596,25;16,00;656,75;297,00;22,50;-;2.915,00;983,75;808,25;534,75;336,50
05.10.2024 08:15;05.10.2024 08:30;1.105,25;559,00;18,50;653,00;537,25;22,50;-;2.917,25;984,00;811,00;503,75;336,75
05.10.2024 08:30;05.10.2024 08:45;1.102,25;556,75;20,75;662,25;832,50;22,50;-;2.917,00;983,75;809,75;421,25;336,25
05.10.2024 08:45;05.10.2024 09:00;1.100,50;552,75;23,50;653,50;1.155,75;22,50;-;2.906,75;982,50;811,25;369,75;336,00
05.10.2024 09:00;05.10.2024 09:15;1.087,50;574,75;22,00;625,25;1.501,75;22,50;-;2.883,00;987,25;799,25;508,50;334,75
05.10.2024 09:15;05.10.2024 09:30;1.080,75;551,00;22,50;582,75;1.865,50;22,50;-;2.837,75;986,25;772,25;269,50;335,00
05.10.2024 09:30;05.10.2024 09:45;1.074,75;533,25;29,00;526,00;2.223,75;22,50;-;2.813,75;956,50;764,50;85,00;336,00
05.10.2024 09:45;05.10.2024 10:00;1.076,50;534,00;36,75;471,25;2.597,25;22,50;-;2.801,75;864,75;749,50;65,50;334,50
05.10.2024 10:00;05.10.2024 10:15;1.064,75;597,75;41,50;429,75;3.020,00;22,25;-;2.798,25;742,25;689,75;249,00;336,00
05.10.2024 10:15;05.10.2024 10:30;1.063,25;536,50;42,25;384,00;3.418,25;22,25;-;2.762,50;611,00;685,25;70,00;336,75
05.10.2024 10:30;05.10.2024 10:45;1.057,00;527,25;44,25;336,75;3.752,25;22,25;-;2.748,75;496,25;673,25;3,50;336,50
05.10.2024 10:45;05.10.2024 11:00;1.054,75;522,25;55,25;301,25;4.075,75;22,25;-;2.688,25;455,00;671,75;1,50;337,50
05.10.2024 11:00;05.10.2024 11:15;1.044,75;526,25;65,75;285,50;4.375,50;22,50;-;2.622,25;402,25;613,00;1,75;336,00
05.10.2024 11:15;05.10.2024 11:30;1.042,75;531,00;72,75;278,25;4.662,25;22,50;-;2.517,00;380,25;610,50;1,75;336,75
05.10.2024 11:30;05.10.2024 11:45;1.044,50;521,25;77,75;266,00;4.898,00;22,50;-;2.405,25;378,50;607,50;3,00;339,25
05.10.2024 11:45;05.10.2024 12:00;1.046,25;521,25;89,50;263,75;5.089,50;22,50;-;2.267,75;370,00;592,00;0,50;334,50
05.10.2024 12:00;05.10.2024 12:15;1.046,75;531,00;99,75;267,75;5.219,25;22,50;-;2.163,25;357,75;550,25;0,25;329,75
05.10.2024 12:15;05.10.2024 12:30;1.046,75;530,25;105,75;280,75;5.334,50;22,50;-;2.028,50;355,25;526,75;0,50;326,25
05.10.2024 12:30;05.10.2024 12:45;1.047,50;530,50;115,50;294,00;5.392,00;22,50;-;1.937,00;355,75;520,00;16,25;325,00
05.10.2024 12:45;05.10.2024 13:00;1.050,50;529,75;115,25;296,00;5.390,00;22,50;-;1.886,75;354,50;513,50;17,75;324,75
05.10.2024 13:00;05.10.2024 13:15;1.056,25;531,50;110,00;294,00;5.362,25;22,50;-;1.903,50;355,75;493,25;1,00;323,75
05.10.2024 13:15;05.10.2024 13:30;1.059,25;529,00;105,00;296,25;5.330,50;22,50;-;1.933,75;355,50;491,00;1,00;325,25
05.10.2024 13:30;05.10.2024 13:45;1.060,25;527,25;97,00;294,50;5.239,75;22,50;-;1.953,00;358,00;484,75;0,50;325,00
05.10.2024 13:45;05.10.2024 14:00;1.064,00;533,25;85,50;311,00;5.119,00;22,50;-;1.967,50;360,00;485,50;0,50;323,75
05.10.2024 14:00;05.10.2024 14:15;1.067,25;534,25;79,50;317,50;4.947,50;22,50;-;2.023,75;363,25;500,25;0,50;325,00
05.10.2024 14:15;05.10.2024 14:30;1.068,75;534,00;71,25;318,75;4.808,75;22,50;-;2.062,75;362,50;503,50;0,50;324,50
05.10.2024 14:30;05.10.2024 14:45;1.071,25;534,50;66,50;318,25;4.570,75;22,50;-;2.121,00;364,00;513,50;0,50;326,25
05.10.2024 14:45;05.10.2024 15:00;1.074,00;533,00;62,75;316,00;4.356,25;22,50;-;2.206,00;363,00;531,00;1,00;330,25
05.10.2024 15:00;05.10.2024 15:15;1.080,00;532,25;56,00;317,50;4.072,75;22,50;-;2.314,50;361,75;562,75;0,75;335,50
05.10.2024 15:15;05.10.2024 15:30;1.085,50;535,75;51,00;318,75;3.800,25;22,50;-;2.417,75;362,25;582,00;1,25;338,50
05.10.2024 15:30;05.10.2024 15:45;1.087,50;533,00;51,00;324,00;3.526,75;22,50;-;2.516,00;365,25;588,50;1,25;337,00
05.10.2024 15:45;05.10.2024 16:00;1.089,75;530,75;55,50;322,25;3.257,50;22,50;-;2.588,50;375,50;595,00;21,75;338,00
05.10.2024 16:00;05.10.2024 16:15;1.094,75;533,00;59,25;317,00;2.975,50;22,50;-;2.691,25;435,00;649,25;32,50;339,75
05.10.2024 16:15;05.10.2024 16:30;1.098,75;532,00;61,50;334,25;2.684,75;22,50;-;2.752,75;491,25;650,25;47,00;338,50
05.10.2024 16:30;05.10.2024 16:45;1.102,50;547,50;67,50;356,50;2.340,50;22,50;-;2.780,25;553,00;676,00;60,75;338,50
05.10.2024 16:45;05.10.2024 17:00;1.108,50;585,75;77,50;366,50;1.978,75;22,50;-;2.790,50;702,75;713,00;249,50;338,75
05.10.2024 17:00;05.10.2024 17:15;1.111,00;534,75;89,00;377,75;1.635,00;22,50;-;2.792,25;782,25;822,75;139,75;337,75
05.10.2024 17:15;05.10.2024 17:30;1.112,75;532,25;104,75;384,50;1.301,00;22,50;-;2.819,75;872,50;840,00;318,75;337,50
05.10.2024 17:30;05.10.2024 17:45;1.117,00;553,00;120,75;389,75;987,50;22,50;-;2.847,25;933,75;870,75;575,75;337,00
05.10.2024 17:45;05.10.2024 18:00;1.122,00;540,00;140,25;398,50;688,00;22,50;-;2.869,50;951,00;897,00;741,25;337,25
05.10.2024 18:00;05.10.2024 18:15;1.115,25;567,50;160,75;413,75;412,75;22,50;-;2.885,75;987,00;930,00;891,25;337,50
05.10.2024 18:15;05.10.2024 18:30;1.114,50;537,25;170,25;469,00;195,50;22,50;-;2.885,25;996,50;944,25;1.190,00;338,50
05.10.2024 18:30;05.10.2024 18:45;1.113,75;571,50;180,75;537,00;63,50;22,50;-;2.892,50;1.000,50;948,50;1.316,50;340,00
05.10.2024 18:45;05.10.2024 19:00;1.114,00;592,75;209,75;580,75;12,00;22,50;-;2.896,75;1.000,25;951,00;1.405,25;338,50
05.10.2024 19:00;05.10.2024 19:15;1.103,75;622,25;246,00;570,50;0,50;22,50;-;2.896,75;1.003,25;948,75;1.513,75;341,50
05.10.2024 19:15;05.10.2024 19:30;1.098,75;605,25;285,00;638,50;0,00;22,50;-;2.897,50;1.004,00;925,75;1.374,25;339,75
05.10.2024 19:30;05.10.2024 19:45;1.094,00;571,25;314,75;706,25;0,00;22,50;-;2.895,75;1.002,50;929,75;1.387,25;340,75
05.10.2024 19:45;05.10.2024 20:00;1.090,00;558,00;344,00;810,50;0,00;22,50;-;2.888,25;1.007,00;939,25;1.289,75;341,25
05.10.2024 20:00;05.10.2024 20:15;1.080,75;632,25;372,50;933,50;0,00;22,50;-;2.893,75;1.002,50;972,25;1.440,50;340,50
05.10.2024 20:15;05.10.2024 20:30;1.074,00;563,50;403,00;1.043,25;0,00;22,50;-;2.886,50;1.002,25;940,25;1.214,75;340,00
05.10.2024 20:30;05.10.2024 20:45;1.073,75;527,25;421,75;1.144,25;0,00;22,50;-;2.873,25;979,50;917,00;800,25;339,00
05.10.2024 20:45;05.10.2024 21:00;1.069,75;522,00;434,50;1.251,75;0,00;22,50;-;2.877,00;920,25;888,00;596,00;337,00
05.10.2024 21:00;05.10.2024 21:15;1.058,50;545,75;453,75;1.347,50;0,00;22,50;-;2.877,75;814,75;792,25;431,75;335,00
05.10.2024 21:15;05.10.2024 21:30;1.055,25;526,00;466,50;1.429,50;0,00;22,50;-;2.868,25;752,75;787,25;321,25;338,00
05.10.2024 21:30;05.10.2024 21:45;1.051,25;524,50;467,00;1.492,00;0,00;22,50;-;2.848,00;625,25;773,25;93,00;338,75
05.10.2024 21:45;05.10.2024 22:00;1.050,00;519,25;475,50;1.550,00;0,00;22,50;-;2.846,00;588,00;766,50;60,75;337,00
05.10.2024 22:00;05.10.2024 22:15;1.040,25;528,00;496,50;1.554,50;0,00;23,25;-;2.806,50;513,00;753,50;273,75;339,75
05.10.2024 22:15;05.10.2024 22:30;1.037,50;522,50;520,50;1.589,75;0,00;23,25;-;2.782,25;481,50;754,25;162,25;339,25
05.10.2024 22:30;05.10.2024 22:45;1.036,25;525,00;541,25;1.637,75;0,00;23,25;-;2.764,00;456,50;751,50;92,50;337,25
05.10.2024 22:45;05.10.2024 23:00;1.034,50;529,25;563,75;1.679,75;0,00;23,25;-;2.605,00;430,25;751,50;113,00;338,50
05.10.2024 23:00;05.10.2024 23:15;1.030,50;518,50;592,00;1.705,75;0,00;23,25;-;2.498,75;371,75;663,25;90,25;339,00
05.10.2024 23:15;05.10.2024 23:30;1.029,75;518,50;625,50;1.722,00;0,00;23,25;-;2.424,75;331,00;647,75;52,50;336,25
05.10.2024 23:30;05.10.2024 23:45;1.028,75;518,50;669,00;1.727,25;0,00;23,25;-;2.349,75;291,25;647,50;21,00;337,00
05.10.2024 23:45;06.10.2024 00:00;1.026,75;518,25;719,25;1.726,00;0,00;23,25;-;2.264,25;286,75;647,75;34,50;337,50
06.10.2024 00:00;06.10.2024 00:15;1.027,50;528,25;737,75;1.729,75;0,00;22,75;-;2.152,50;264,75;652,00;44,50;334,50
06.10.2024 00:15;06.10.2024 00:30;1.026,25;529,75;756,00;1.723,00;0,00;22,75;-;2.101,50;261,75;653,50;35,00;332,50
06.10.2024 00:30;06.10.2024 00:45;1.025,75;530,00;795,00;1.712,50;0,00;22,75;-;2.069,50;261,25;658,75;16,00;332,75
06.10.2024 00:45;06.10.2024 01:00;1.026,75;526,50;800,00;1.705,00;0,00;22,75;-;2.021,75;259,75;653,50;16,75;332,50
06.10.2024 01:00;06.10.2024 01:15;1.026,75;532,50;790,50;1.712,75;0,00;22,75;-;1.966,00;259,50;655,75;23,25;331,50
06.10.2024 01:15;06.10.2024 01:30;1.029,75;530,00;759,50;1.731,25;0,00;22,75;-;1.912,75;265,00;665,50;23,25;330,50
06.10.2024 01:30;06.10.2024 01:45;1.033,75;522,25;737,00;1.737,75;0,00;22,75;-;1.897,75;265,25;667,00;17,75;330,00
06.10.2024 01:45;06.10.2024 02:00;1.036,00;521,75;745,75;1.756,75;0,00;22,75;-;1.884,00;265,00;658,50;17,25;330,25
06.10.2024 02:00;06.10.2024 02:15;1.040,75;528,25;751,00;1.764,00;0,00;22,75;-;1.881,50;264,25;662,25;23,25;327,25
06.10.2024 02:15;06.10.2024 02:30;1.044,25;528,50;767,75;1.764,75;0,00;22,75;-;1.877,50;263,75;656,75;23,75;327,50
06.10.2024 02:30;06.10.2024 02:45;1.044,00;522,00;766,50;1.743,75;0,00;23,75;-;1.875,75;263,50;654,75;17,25;326,00
06.10.2024 02:45;06.10.2024 03:00;1.047,75;522,25;766,75;1.681,50;0,00;23,75;-;1.848,25;263,25;648,75;17,00;326,25
06.10.2024 03:00;06.10.2024 03:15;1.056,00;527,75;789,00;1.720,00;0,00;23,75;-;1.796,75;263,00;648,75;21,00;326,25
06.10.2024 03:15;06.10.2024 03:30;1.059,25;523,75;789,50;1.715,75;0,00;23,75;-;1.808,00;264,00;650,00;1,25;325,75
06.10.2024 03:30;06.10.2024 03:45;1.061,50;521,50;785,00;1.670,25;0,00;23,75;-;1.803,00;265,50;649,75;1,50;326,50
06.10.2024 03:45;06.10.2024 04:00;1.065,25;523,50;779,75;1.641,00;0,00;23,75;-;1.814,00;265,50;649,00;2,00;325,50
06.10.2024 04:00;06.10.2024 04:15;1.072,50;526,00;771,75;1.624,25;0,00;23,75;-;1.863,25;266,25;643,75;7,25;325,50
06.10.2024 04:15;06.10.2024 04:30;1.077,50;517,50;762,25;1.602,25;0,00;22,25;-;1.891,25;266,50;650,50;1,25;324,25
06.10.2024 04:30;06.10.2024 04:45;1.080,00;516,75;773,50;1.586,75;0,00;22,25;-;1.908,50;266,25;674,75;2,00;324,25
06.10.2024 04:45;06.10.2024 05:00;1.083,25;516,00;796,75;1.564,50;0,00;22,25;-;1.957,75;266,25;673,75;1,00;325,50
06.10.2024 05:00;06.10.2024 05:15;1.089,00;524,50;811,00;1.560,25;0,00;22,25;-;2.008,50;272,75;687,50;69,25;331,25
06.10.2024 05:15;06.10.2024 05:30;1.094,75;521,25;820,25;1.548,50;0,00;22,25;-;2.026,75;273,75;688,75;25,75;331,75
06.10.2024 05:30;06.10.2024 05:45;1.096,00;514,50;827,50;1.553,50;0,00;22,25;-;2.031,00;275,00;696,00;30,25;330,75
06.10.2024 05:45;06.10.2024 06:00;1.100,75;513,25;838,00;1.561,25;0,00;22,25;-;2.007,75;278,00;705,50;13,00;331,25
06.10.2024 06:00;06.10.2024 06:15;1.105,25;511,75;849,75;1.582,50;0,00;22,25;-;1.973,00;279,25;712,00;3,25;329,25
06.10.2024 06:15;06.10.2024 06:30;1.105,75;511,00;847,00;1.600,50;0,00;22,25;-;2.010,25;280,75;709,25;2,50;329,50
06.10.2024 06:30;06.10.2024 06:45;1.109,25;506,75;838,75;1.598,25;0,00;22,25;-;2.041,25;281,25;733,75;8,50;330,25
06.10.2024 06:45;06.10.2024 07:00;1.112,50;505,50;835,75;1.605,50;0,00;22,25;-;2.077,50;283,50;755,75;7,50;333,25
06.10.2024 07:00;06.10.2024 07:15;1.103,75;514,50;849,50;1.629,75;2,00;22,25;-;2.160,75;287,00;787,00;172,50;333,75
06.10.2024 07:15;06.10.2024 07:30;1.103,50;514,75;879,00;1.710,00;19,75;22,25;-;2.178,00;287,25;802,00;66,00;337,25
06.10.2024 07:30;06.10.2024 07:45;1.104,25;514,00;876,75;1.803,50;56,00;22,25;-;2.181,00;288,50;809,25;70,75;334,75
06.10.2024 07:45;06.10.2024 08:00;1.104,50;518,00;880,00;1.869,50;200,00;22,25;-;2.173,25;290,75;816,00;82,50;334,50
06.10.2024 08:00;06.10.2024 08:15;1.099,50;516,50;882,25;1.868,75;454,00;22,25;-;2.187,75;296,50;818,50;219,25;334,75
06.10.2024 08:15;06.10.2024 08:30;1.094,25;514,50;912,50;1.833,50;791,50;22,25;-;2.191,00;297,75;803,25;155,50;335,00
06.10.2024 08:30;06.10.2024 08:45;1.093,75;517,25;938,75;1.816,75;1.189,75;22,25;-;2.193,25;297,00;801,50;86,50;335,25
06.10.2024 08:45;06.10.2024 09:00;1.094,25;510,75;932,00;1.799,50;1.596,25;22,25;-;2.169,75;296,75;796,75;32,25;334,50
06.10.2024 09:00;06.10.2024 09:15;1.079,25;520,50;938,50;1.775,75;1.986,00;22,25;-;2.161,25;283,25;761,00;24,50;335,25
06.10.2024 09:15;06.10.2024 09:30;1.075,00;522,00;947,25;1.693,50;2.407,00;22,25;-;2.104,00;278,25;754,50;11,25;336,50
06.10.2024 09:30;06.10.2024 09:45;1.077,00;522,50;942,75;1.528,25;2.830,50;22,25;-;2.068,25;279,25;745,00;7,75;335,00
06.10.2024 09:45;06.10.2024 10:00;1.074,75;520,50;944,00;1.374,50;3.241,25;22,25;-;1.944,25;275,25;738,25;4,50;334,25
06.10.2024 10:00;06.10.2024 10:15;1.063,50;524,00;942,25;1.229,25;3.646,50;22,25;-;1.815,25;265,50;606,00;38,25;331,75
06.10.2024 10:15;06.10.2024 10:30;1.056,75;526,00;937,50;1.137,00;4.051,75;22,25;-;1.681,25;262,75;520,25;40,50;327,00
06.10.2024 10:30;06.10.2024 10:45;1.051,25;526,75;921,50;1.084,25;4.425,75;22,25;-;1.546,75;256,00;500,00;32,25;325,25
06.10.2024 10:45;06.10.2024 11:00;1.044,75;527,25;909,50;1.067,25;4.780,50;22,25;-;1.492,50;252,25;507,25;32,00;325,75
06.10.2024 11:00;06.10.2024 11:15;1.024,75;537,25;892,00;1.099,50;5.121,50;22,25;-;1.510,50;252,00;490,00;72,50;324,50
06.10.2024 11:15;06.10.2024 11:30;1.013,00;526,00;857,00;1.158,75;5.467,00;22,25;-;1.492,75;247,25;486,25;5,75;323,25
06.10.2024 11:30;06.10.2024 11:45;1.010,75;526,25;845,75;1.219,50;5.793,00;22,25;-;1.498,25;248,75;487,00;1,00;325,25
06.10.2024 11:45;06.10.2024 12:00;1.013,00;523,00;849,25;1.282,75;6.068,00;22,25;-;1.487,00;251,00;485,75;1,25;326,00
06.10.2024 12:00;06.10.2024 12:15;1.016,00;527,50;861,50;1.392,50;6.314,75;22,25;-;1.490,25;251,75;485,75;11,75;326,00
06.10.2024 12:15;06.10.2024 12:30;1.017,25;526,75;862,50;1.508,50;6.519,75;22,25;-;1.459,75;251,00;486,25;1,75;325,75
06.10.2024 12:30;06.10.2024 12:45;1.018,75;526,00;870,50;1.589,75;6.681,75;22,25;-;1.434,50;246,50;485,00;0,50;326,50
06.10.2024 12:45;06.10.2024 13:00;1.021,75;526,00;850,75;1.529,75;6.728,00;22,25;-;1.425,25;246,50;473,50;0,25;327,00
06.10.2024 13:00;06.10.2024 13:15;1.026,25;525,25;874,75;1.664,75;6.729,25;22,25;-;1.443,25;249,75;474,75;33,50;327,50
06.10.2024 13:15;06.10.2024 13:30;1.030,75;523,75;907,25;1.732,50;6.723,00;22,25;-;1.426,25;245,50;472,75;0,50;327,75
06.10.2024 13:30;06.10.2024 13:45;1.031,00;523,00;934,50;1.782,00;6.578,50;22,25;-;1.415,25;241,25;472,00;0,50;327,50
06.10.2024 13:45;06.10.2024 14:00;1.033,00;525,25;948,00;1.826,50;6.393,50;22,25;-;1.422,75;240,50;471,50;0,50;326,50
06.10.2024 14:00;06.10.2024 14:15;1.037,75;523,25;980,25;1.844,75;6.226,75;22,25;-;1.416,75;253,50;466,00;0,75;326,25
06.10.2024 14:15;06.10.2024 14:30;1.040,25;523,75;991,25;1.905,75;6.041,25;22,25;-;1.422,00;238,00;463,75;0,50;327,25
06.10.2024 14:30;06.10.2024 14:45;1.041,75;513,50;1.023,50;1.927,75;5.805,25;22,25;-;1.424,00;235,50;462,75;0,50;325,75
06.10.2024 14:45;06.10.2024 15:00;1.044,50;513,50;1.077,00;1.978,00;5.556,50;22,25;-;1.436,75;233,00;482,00;0,50;326,50
06.10.2024 15:00;06.10.2024 15:15;1.050,50;516,00;1.118,00;1.896,75;5.209,00;22,25;-;1.415,50;237,50;502,50;0,50;328,00
06.10.2024 15:15;06.10.2024 15:30;1.055,00;511,25;1.158,00;1.926,00;4.893,50;22,25;-;1.421,50;246,50;500,75;0,50;326,25
06.10.2024 15:30;06.10.2024 15:45;1.059,50;513,00;1.182,25;1.979,00;4.542,25;22,25;-;1.418,00;246,25;499,50;0,50;327,25
06.10.2024 15:45;06.10.2024 16:00;1.063,75;513,75;1.231,00;2.079,25;4.135,50;22,25;-;1.427,75;244,00;503,50;0,25;325,25
06.10.2024 16:00;06.10.2024 16:15;1.069,50;519,25;1.220,00;1.954,00;3.702,50;22,25;-;1.457,50;255,50;531,25;0,50;326,50
06.10.2024 16:15;06.10.2024 16:30;1.075,50;518,25;1.257,25;2.071,50;3.271,00;22,25;-;1.465,00;265,75;550,50;0,75;325,50
06.10.2024 16:30;06.10.2024 16:45;1.078,00;520,25;1.289,00;2.190,25;2.828,00;22,25;-;1.480,50;271,50;586,00;1,00;326,50
06.10.2024 16:45;06.10.2024 17:00;1.084,50;512,25;1.299,50;2.224,00;2.376,00;22,25;-;1.640,50;292,00;613,00;1,00;332,00
06.10.2024 17:00;06.10.2024 17:15;1.084,50;510,00;1.196,50;2.148,00;1.926,75;22,25;-;1.952,25;324,50;699,25;83,00;335,75
06.10.2024 17:15;06.10.2024 17:30;1.087,50;519,50;1.210,00;2.226,50;1.495,00;22,25;-;2.239,25;337,00;733,25;178,50;337,00
06.10.2024 17:30;06.10.2024 17:45;1.092,00;522,00;1.214,50;2.346,00;1.109,50;22,25;-;2.409,00;349,00;759,25;468,00;335,50
06.10.2024 17:45;06.10.2024 18:00;1.095,25;552,75;1.178,75;2.330,00;744,25;22,25;-;2.556,00;357,00;832,75;805,75;336,75
06.10.2024 18:00;06.10.2024 18:15;1.090,50;517,25;1.171,75;2.375,00;430,50;22,25;-;2.599,25;356,75;916,25;953,75;338,00
06.10.2024 18:15;06.10.2024 18:30;1.089,25;540,00;1.176,00;2.550,00;194,25;22,25;-;2.610,00;358,75;910,25;1.124,25;337,25
06.10.2024 18:30;06.10.2024 18:45;1.088,00;548,25;1.179,75;2.811,50;58,25;22,25;-;2.618,25;361,75;893,75;1.316,00;337,50
06.10.2024 18:45;06.10.2024 19:00;1.088,00;525,50;1.110,75;2.940,25;9,50;22,25;-;2.613,25;403,00;919,50;1.330,25;338,00
06.10.2024 19:00;06.10.2024 19:15;1.076,75;513,75;1.321,50;3.190,00;0,50;22,25;-;2.589,00;447,00;931,00;1.328,75;337,25
06.10.2024 19:15;06.10.2024 19:30;1.073,00;514,00;1.361,75;3.419,50;0,00;22,25;-;2.525,50;451,00;934,25;1.249,00;337,25
06.10.2024 19:30;06.10.2024 19:45;1.071,25;511,75;1.373,25;3.607,00;0,00;22,25;-;2.488,75;449,75;936,00;1.052,75;337,50
06.10.2024 19:45;06.10.2024 20:00;1.068,50;509,50;1.369,25;3.755,25;0,00;22,25;-;2.456,50;450,25;937,50;890,50;336,75
06.10.2024 20:00;06.10.2024 20:15;1.061,75;502,50;1.362,50;3.927,50;0,00;22,25;-;2.475,00;443,25;1.020,25;897,25;337,00
06.10.2024 20:15;06.10.2024 20:30;1.057,25;502,25;1.379,00;4.033,25;0,00;22,25;-;2.459,75;442,25;1.018,50;560,75;337,00
06.10.2024 20:30;06.10.2024 20:45;1.055,00;505,50;1.372,25;4.128,00;0,00;22,25;-;2.380,50;449,00;1.019,50;374,25;335,50
06.10.2024 20:45;06.10.2024 21:00;1.052,75;505,25;1.357,75;4.184,75;0,00;22,25;-;2.224,00;462,50;1.012,25;289,25;336,50
