Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.01.2019 13:15;01.01.2019 13:30;12.187,50;2.529,50;247,00
01.01.2019 13:30;01.01.2019 13:45;12.185,75;2.524,75;259,75
01.01.2019 13:45;01.01.2019 14:00;12.164,50;2.462,50;289,50
01.01.2019 14:00;01.01.2019 14:15;12.172,75;2.523,00;231,00
01.01.2019 14:15;01.01.2019 14:30;12.125,50;2.548,00;210,50
01.01.2019 14:30;01.01.2019 14:45;12.122,75;2.514,25;232,00
01.01.2019 14:45;01.01.2019 15:00;12.107,50;2.582,75;245,75
01.01.2019 15:00;01.01.2019 15:15;12.218,75;2.939,50;91,00
01.01.2019 15:15;01.01.2019 15:30;12.239,00;2.964,25;115,25
01.01.2019 15:30;01.01.2019 15:45;12.261,00;2.951,75;149,75
01.01.2019 15:45;01.01.2019 16:00;12.264,25;2.842,25;140,00
01.01.2019 16:00;01.01.2019 16:15;12.382,00;2.903,75;124,50
01.01.2019 16:15;01.01.2019 16:30;12.519,50;2.997,50;71,50
01.01.2019 16:30;01.01.2019 16:45;12.792,75;3.311,00;54,00
01.01.2019 16:45;01.01.2019 17:00;13.032,75;3.527,75;55,50
01.01.2019 17:00;01.01.2019 17:15;13.312,75;3.727,75;58,25
01.01.2019 17:15;01.01.2019 17:30;13.419,75;3.760,50;59,00
01.01.2019 17:30;01.01.2019 17:45;13.535,25;3.884,50;53,50
01.01.2019 17:45;01.01.2019 18:00;13.625,50;3.992,00;48,25
01.01.2019 18:00;01.01.2019 18:15;13.670,25;4.032,00;46,75
01.01.2019 18:15;01.01.2019 18:30;13.675,75;4.075,00;49,00
01.01.2019 18:30;01.01.2019 18:45;13.663,75;3.988,00;49,75
01.01.2019 18:45;01.01.2019 19:00;13.648,50;4.003,75;100,00
01.01.2019 19:00;01.01.2019 19:15;13.606,50;4.062,75;90,75
01.01.2019 19:15;01.01.2019 19:30;13.484,00;3.951,50;138,50
01.01.2019 19:30;01.01.2019 19:45;13.368,75;3.799,25;194,25
01.01.2019 19:45;01.01.2019 20:00;13.204,25;3.639,00;254,00
01.01.2019 20:00;01.01.2019 20:15;13.058,25;3.478,25;99,25
01.01.2019 20:15;01.01.2019 20:30;12.932,75;3.398,75;146,00
01.01.2019 20:30;01.01.2019 20:45;12.761,25;3.212,50;189,00
01.01.2019 20:45;01.01.2019 21:00;12.603,25;3.137,25;205,25
01.01.2019 21:00;01.01.2019 21:15;12.535,25;3.078,50;341,25
01.01.2019 21:15;01.01.2019 21:30;12.446,75;2.980,75;422,25
01.01.2019 21:30;01.01.2019 21:45;12.398,25;2.978,50;469,75
01.01.2019 21:45;01.01.2019 22:00;12.353,25;2.976,50;615,75
01.01.2019 22:00;01.01.2019 22:15;12.416,75;3.324,75;440,50
01.01.2019 22:15;01.01.2019 22:30;12.255,50;3.085,75;444,00
01.01.2019 22:30;01.01.2019 22:45;12.121,25;2.957,75;435,75
01.01.2019 22:45;01.01.2019 23:00;11.948,00;2.696,75;518,50
01.01.2019 23:00;01.01.2019 23:15;11.774,00;2.569,00;595,75
01.01.2019 23:15;01.01.2019 23:30;11.594,25;2.361,75;870,25
01.01.2019 23:30;01.01.2019 23:45;11.344,75;2.294,50;861,75
01.01.2019 23:45;02.01.2019 00:00;11.206,25;2.127,25;1.020,00
02.01.2019 00:00;02.01.2019 00:15;11.136,00;2.220,25;1.227,75
02.01.2019 00:15;02.01.2019 00:30;10.984,25;2.224,75;1.286,75
02.01.2019 00:30;02.01.2019 00:45;10.835,75;2.121,50;1.372,25
02.01.2019 00:45;02.01.2019 01:00;10.763,75;2.160,25;1.415,50
02.01.2019 01:00;02.01.2019 01:15;10.692,25;2.237,00;1.146,00
02.01.2019 01:15;02.01.2019 01:30;10.541,25;1.983,50;1.355,50
02.01.2019 01:30;02.01.2019 01:45;10.508,50;1.972,50;1.235,25
02.01.2019 01:45;02.01.2019 02:00;10.471,25;1.948,50;1.312,25
02.01.2019 02:00;02.01.2019 02:15;10.499,75;2.104,00;1.128,00
02.01.2019 02:15;02.01.2019 02:30;10.450,75;2.035,00;1.257,25
02.01.2019 02:30;02.01.2019 02:45;10.429,75;2.033,25;1.197,50
02.01.2019 02:45;02.01.2019 03:00;10.427,00;2.104,00;1.050,75
02.01.2019 03:00;02.01.2019 03:15;10.453,50;2.190,75;960,25
02.01.2019 03:15;02.01.2019 03:30;10.537,00;2.294,00;983,75
02.01.2019 03:30;02.01.2019 03:45;10.638,00;2.412,50;929,50
02.01.2019 03:45;02.01.2019 04:00;10.702,25;2.482,25;852,50
02.01.2019 04:00;02.01.2019 04:15;10.754,00;2.474,75;926,00
02.01.2019 04:15;02.01.2019 04:30;10.843,25;2.535,75;864,50
02.01.2019 04:30;02.01.2019 04:45;11.008,50;2.665,75;775,25
02.01.2019 04:45;02.01.2019 05:00;11.152,25;2.860,00;740,50
02.01.2019 05:00;02.01.2019 05:15;11.341,75;2.956,00;714,00
02.01.2019 05:15;02.01.2019 05:30;11.506,25;3.083,50;610,50
02.01.2019 05:30;02.01.2019 05:45;11.839,00;3.277,75;532,50
02.01.2019 05:45;02.01.2019 06:00;12.209,00;3.575,75;500,00
02.01.2019 06:00;02.01.2019 06:15;12.621,25;3.869,00;520,50
02.01.2019 06:15;02.01.2019 06:30;13.030,25;4.218,00;579,00
02.01.2019 06:30;02.01.2019 06:45;13.351,25;4.514,00;384,75
02.01.2019 06:45;02.01.2019 07:00;13.711,25;4.866,25;202,50
02.01.2019 07:00;02.01.2019 07:15;14.136,25;5.212,50;206,00
02.01.2019 07:15;02.01.2019 07:30;14.417,75;5.498,75;237,75
02.01.2019 07:30;02.01.2019 07:45;14.670,00;5.808,50;151,00
02.01.2019 07:45;02.01.2019 08:00;14.912,50;6.156,75;14,75
02.01.2019 08:00;02.01.2019 08:15;15.219,50;6.539,75;4,25
02.01.2019 08:15;02.01.2019 08:30;15.282,25;6.695,00;44,00
02.01.2019 08:30;02.01.2019 08:45;15.453,25;6.878,00;4,00
02.01.2019 08:45;02.01.2019 09:00;15.559,25;6.996,75;1,75
02.01.2019 09:00;02.01.2019 09:15;15.730,75;7.135,50;40,00
02.01.2019 09:15;02.01.2019 09:30;15.772,75;7.159,75;234,25
02.01.2019 09:30;02.01.2019 09:45;15.917,00;7.254,50;122,25
02.01.2019 09:45;02.01.2019 10:00;16.008,75;7.236,50;196,50
02.01.2019 10:00;02.01.2019 10:15;16.064,50;7.122,25;87,50
02.01.2019 10:15;02.01.2019 10:30;16.072,25;6.968,75;108,25
02.01.2019 10:30;02.01.2019 10:45;16.139,25;6.895,00;151,25
02.01.2019 10:45;02.01.2019 11:00;16.190,00;6.878,00;185,50
02.01.2019 11:00;02.01.2019 11:15;16.277,00;6.761,00;177,00
02.01.2019 11:15;02.01.2019 11:30;16.400,25;6.767,00;187,25
02.01.2019 11:30;02.01.2019 11:45;16.543,25;6.814,25;265,75
02.01.2019 11:45;02.01.2019 12:00;16.535,50;6.776,00;369,25
02.01.2019 12:00;02.01.2019 12:15;16.560,75;6.728,25;425,25
02.01.2019 12:15;02.01.2019 12:30;16.514,75;6.668,25;496,50
02.01.2019 12:30;02.01.2019 12:45;16.490,75;6.655,25;392,25
02.01.2019 12:45;02.01.2019 13:00;16.450,00;6.660,00;373,75
02.01.2019 13:00;02.01.2019 13:15;16.454,50;6.744,00;194,00
02.01.2019 13:15;02.01.2019 13:30;16.367,50;6.780,50;150,00
02.01.2019 13:30;02.01.2019 13:45;16.318,00;6.872,50;159,00
02.01.2019 13:45;02.01.2019 14:00;16.142,50;6.982,50;141,00
02.01.2019 14:00;02.01.2019 14:15;16.124,50;7.186,50;194,25
02.01.2019 14:15;02.01.2019 14:30;16.056,75;7.424,75;196,25
02.01.2019 14:30;02.01.2019 14:45;16.018,50;7.712,50;60,50
02.01.2019 14:45;02.01.2019 15:00;15.917,75;7.921,25;33,50
02.01.2019 15:00;02.01.2019 15:15;16.071,50;8.468,25;49,25
02.01.2019 15:15;02.01.2019 15:30;16.018,25;8.798,75;76,75
02.01.2019 15:30;02.01.2019 15:45;15.973,75;8.893,75;75,00
02.01.2019 15:45;02.01.2019 16:00;15.946,50;9.052,25;97,00
02.01.2019 16:00;02.01.2019 16:15;16.086,75;9.466,50;175,75
02.01.2019 16:15;02.01.2019 16:30;16.114,25;9.652,00;171,00
02.01.2019 16:30;02.01.2019 16:45;16.365,00;10.047,25;76,25
02.01.2019 16:45;02.01.2019 17:00;16.661,25;10.347,75;42,50
02.01.2019 17:00;02.01.2019 17:15;16.969,25;10.658,75;172,75
02.01.2019 17:15;02.01.2019 17:30;17.139,00;10.908,00;105,50
02.01.2019 17:30;02.01.2019 17:45;17.175,25;11.103,75;102,50
02.01.2019 17:45;02.01.2019 18:00;17.226,75;11.289,25;56,50
02.01.2019 18:00;02.01.2019 18:15;17.137,75;11.305,25;94,00
02.01.2019 18:15;02.01.2019 18:30;17.061,50;11.306,00;105,25
02.01.2019 18:30;02.01.2019 18:45;17.045,25;11.418,50;71,25
02.01.2019 18:45;02.01.2019 19:00;17.003,00;11.485,50;65,00
02.01.2019 19:00;02.01.2019 19:15;16.928,00;11.559,75;57,25
02.01.2019 19:15;02.01.2019 19:30;16.698,25;11.396,75;73,75
02.01.2019 19:30;02.01.2019 19:45;16.508,00;11.335,75;96,00
02.01.2019 19:45;02.01.2019 20:00;16.343,75;11.282,00;109,00
02.01.2019 20:00;02.01.2019 20:15;16.056,25;11.108,25;20,50
02.01.2019 20:15;02.01.2019 20:30;15.805,75;10.977,00;67,00
02.01.2019 20:30;02.01.2019 20:45;15.525,25;10.759,00;135,75
02.01.2019 20:45;02.01.2019 21:00;15.332,50;10.638,00;191,50
02.01.2019 21:00;02.01.2019 21:15;15.096,50;10.531,00;178,50
02.01.2019 21:15;02.01.2019 21:30;14.948,25;10.480,00;199,00
02.01.2019 21:30;02.01.2019 21:45;14.801,50;10.368,00;207,00
02.01.2019 21:45;02.01.2019 22:00;14.695,50;10.320,25;237,75
02.01.2019 22:00;02.01.2019 22:15;14.738,00;10.437,00;103,25
02.01.2019 22:15;02.01.2019 22:30;14.546,00;10.364,50;104,75
02.01.2019 22:30;02.01.2019 22:45;14.297,75;10.139,25;118,75
02.01.2019 22:45;02.01.2019 23:00;14.061,50;10.060,75;136,25
02.01.2019 23:00;02.01.2019 23:15;13.887,50;9.949,25;223,50
02.01.2019 23:15;02.01.2019 23:30;13.609,25;9.766,25;220,00
02.01.2019 23:30;02.01.2019 23:45;13.339,75;9.525,50;248,75
02.01.2019 23:45;03.01.2019 00:00;13.122,75;9.304,25;291,50
03.01.2019 00:00;03.01.2019 00:15;12.896,25;9.073,00;473,75
03.01.2019 00:15;03.01.2019 00:30;12.847,50;9.015,25;512,25
03.01.2019 00:30;03.01.2019 00:45;12.733,25;8.995,25;532,50
03.01.2019 00:45;03.01.2019 01:00;12.531,00;8.809,25;681,75
03.01.2019 01:00;03.01.2019 01:15;12.564,25;8.767,25;651,75
03.01.2019 01:15;03.01.2019 01:30;12.518,25;8.700,75;727,75
03.01.2019 01:30;03.01.2019 01:45;12.514,25;8.714,00;734,00
03.01.2019 01:45;03.01.2019 02:00;12.449,75;8.696,50;859,25
03.01.2019 02:00;03.01.2019 02:15;12.436,25;8.769,50;749,50
03.01.2019 02:15;03.01.2019 02:30;12.417,75;8.696,25;868,25
03.01.2019 02:30;03.01.2019 02:45;12.455,50;8.757,75;933,75
03.01.2019 02:45;03.01.2019 03:00;12.442,00;8.813,50;988,50
03.01.2019 03:00;03.01.2019 03:15;12.431,00;8.751,00;1.165,00
03.01.2019 03:15;03.01.2019 03:30;12.372,75;8.588,25;1.263,50
03.01.2019 03:30;03.01.2019 03:45;12.392,25;8.589,00;1.250,75
03.01.2019 03:45;03.01.2019 04:00;12.445,00;8.565,25;1.290,00
03.01.2019 04:00;03.01.2019 04:15;12.476,00;8.632,75;979,25
03.01.2019 04:15;03.01.2019 04:30;12.537,00;8.610,00;1.016,00
03.01.2019 04:30;03.01.2019 04:45;12.641,50;8.614,25;994,25
03.01.2019 04:45;03.01.2019 05:00;12.762,75;8.696,25;938,50
03.01.2019 05:00;03.01.2019 05:15;13.020,00;8.920,75;517,25
03.01.2019 05:15;03.01.2019 05:30;13.096,75;8.972,25;553,75
03.01.2019 05:30;03.01.2019 05:45;13.312,50;9.138,00;530,50
03.01.2019 05:45;03.01.2019 06:00;13.592,50;9.445,75;471,50
03.01.2019 06:00;03.01.2019 06:15;13.970,50;9.783,50;399,75
03.01.2019 06:15;03.01.2019 06:30;14.299,25;10.100,00;231,25
03.01.2019 06:30;03.01.2019 06:45;14.638,50;10.442,50;148,00
03.01.2019 06:45;03.01.2019 07:00;14.933,00;10.800,25;93,25
03.01.2019 07:00;03.01.2019 07:15;15.214,00;11.068,75;358,25
03.01.2019 07:15;03.01.2019 07:30;15.427,75;11.200,50;349,25
03.01.2019 07:30;03.01.2019 07:45;15.675,50;11.449,50;206,50
03.01.2019 07:45;03.01.2019 08:00;15.901,25;11.711,50;67,25
03.01.2019 08:00;03.01.2019 08:15;16.036,50;11.850,00;17,25
03.01.2019 08:15;03.01.2019 08:30;16.146,25;11.942,00;1,75
03.01.2019 08:30;03.01.2019 08:45;16.250,25;12.047,75;1,00
03.01.2019 08:45;03.01.2019 09:00;16.367,50;12.117,00;20,25
03.01.2019 09:00;03.01.2019 09:15;16.475,50;12.177,00;5,00
03.01.2019 09:15;03.01.2019 09:30;16.511,25;12.205,25;1,00
03.01.2019 09:30;03.01.2019 09:45;16.551,50;12.201,50;1,25
03.01.2019 09:45;03.01.2019 10:00;16.614,25;12.356,50;1,75
03.01.2019 10:00;03.01.2019 10:15;16.655,50;12.415,50;2,25
03.01.2019 10:15;03.01.2019 10:30;16.661,75;12.418,75;2,50
03.01.2019 10:30;03.01.2019 10:45;16.727,25;12.509,25;2,25
03.01.2019 10:45;03.01.2019 11:00;16.770,50;12.627,00;2,25
03.01.2019 11:00;03.01.2019 11:15;16.878,50;12.818,75;2,00
03.01.2019 11:15;03.01.2019 11:30;16.959,00;12.905,25;2,00
03.01.2019 11:30;03.01.2019 11:45;17.002,75;12.991,50;1,75
03.01.2019 11:45;03.01.2019 12:00;16.975,25;13.076,00;1,75
03.01.2019 12:00;03.01.2019 12:15;17.048,50;13.195,25;1,75
03.01.2019 12:15;03.01.2019 12:30;16.997,75;13.231,00;2,00
03.01.2019 12:30;03.01.2019 12:45;17.002,75;13.402,00;1,75
03.01.2019 12:45;03.01.2019 13:00;16.963,50;13.443,00;1,75
03.01.2019 13:00;03.01.2019 13:15;16.887,75;13.490,25;1,25
03.01.2019 13:15;03.01.2019 13:30;16.759,25;13.473,75;1,25
03.01.2019 13:30;03.01.2019 13:45;16.662,75;13.474,50;1,25
03.01.2019 13:45;03.01.2019 14:00;16.560,25;13.487,75;17,00
03.01.2019 14:00;03.01.2019 14:15;16.545,25;13.616,25;67,00
03.01.2019 14:15;03.01.2019 14:30;16.470,75;13.678,50;56,75
03.01.2019 14:30;03.01.2019 14:45;16.435,50;13.807,50;30,00
03.01.2019 14:45;03.01.2019 15:00;16.366,00;13.874,00;21,75
03.01.2019 15:00;03.01.2019 15:15;16.404,50;14.036,75;87,25
03.01.2019 15:15;03.01.2019 15:30;16.298,50;14.012,00;89,75
03.01.2019 15:30;03.01.2019 15:45;16.253,00;14.050,75;52,25
03.01.2019 15:45;03.01.2019 16:00;16.304,50;14.105,25;36,75
03.01.2019 16:00;03.01.2019 16:15;16.378,50;14.165,00;67,75
03.01.2019 16:15;03.01.2019 16:30;16.504,50;14.254,00;26,00
03.01.2019 16:30;03.01.2019 16:45;16.702,25;14.424,50;24,25
03.01.2019 16:45;03.01.2019 17:00;16.993,50;14.643,75;0,25
03.01.2019 17:00;03.01.2019 17:15;17.276,00;14.792,25;23,25
03.01.2019 17:15;03.01.2019 17:30;17.411,00;14.857,00;0,25
03.01.2019 17:30;03.01.2019 17:45;17.479,25;14.911,75;0,25
03.01.2019 17:45;03.01.2019 18:00;17.499,25;14.905,50;0,25
03.01.2019 18:00;03.01.2019 18:15;17.435,50;14.835,50;0,00
03.01.2019 18:15;03.01.2019 18:30;17.364,00;14.737,25;0,00
03.01.2019 18:30;03.01.2019 18:45;17.290,50;14.641,00;0,00
03.01.2019 18:45;03.01.2019 19:00;17.247,00;14.582,25;0,00
03.01.2019 19:00;03.01.2019 19:15;17.127,25;14.463,50;1,00
03.01.2019 19:15;03.01.2019 19:30;16.917,25;14.269,00;34,25
03.01.2019 19:30;03.01.2019 19:45;16.733,25;14.114,50;93,50
03.01.2019 19:45;03.01.2019 20:00;16.576,25;13.994,25;190,00
03.01.2019 20:00;03.01.2019 20:15;16.309,50;13.735,25;4,75
03.01.2019 20:15;03.01.2019 20:30;15.993,75;13.413,25;52,25
03.01.2019 20:30;03.01.2019 20:45;15.789,25;13.230,50;79,50
03.01.2019 20:45;03.01.2019 21:00;15.574,50;12.991,50;127,25
03.01.2019 21:00;03.01.2019 21:15;15.405,50;12.903,75;2,25
03.01.2019 21:15;03.01.2019 21:30;15.283,25;12.870,75;1,75
03.01.2019 21:30;03.01.2019 21:45;15.036,50;12.698,75;14,25
03.01.2019 21:45;03.01.2019 22:00;14.949,50;12.663,00;18,25
03.01.2019 22:00;03.01.2019 22:15;14.920,00;12.736,75;15,75
03.01.2019 22:15;03.01.2019 22:30;14.731,75;12.584,00;35,50
03.01.2019 22:30;03.01.2019 22:45;14.458,50;12.363,25;72,50
03.01.2019 22:45;03.01.2019 23:00;14.322,00;12.266,75;74,00
03.01.2019 23:00;03.01.2019 23:15;14.113,25;12.086,00;339,00
03.01.2019 23:15;03.01.2019 23:30;13.848,25;11.827,00;265,50
03.01.2019 23:30;03.01.2019 23:45;13.644,25;11.682,00;249,00
03.01.2019 23:45;04.01.2019 00:00;13.503,50;11.567,75;295,00
04.01.2019 00:00;04.01.2019 00:15;13.215,00;11.275,75;533,25
04.01.2019 00:15;04.01.2019 00:30;13.051,50;11.101,00;404,50
04.01.2019 00:30;04.01.2019 00:45;12.914,25;10.904,50;522,00
04.01.2019 00:45;04.01.2019 01:00;12.771,75;10.653,75;671,25
04.01.2019 01:00;04.01.2019 01:15;12.561,50;10.332,00;727,50
04.01.2019 01:15;04.01.2019 01:30;12.490,00;10.175,00;739,75
04.01.2019 01:30;04.01.2019 01:45;12.527,50;10.080,50;800,75
04.01.2019 01:45;04.01.2019 02:00;12.485,75;9.933,50;873,25
04.01.2019 02:00;04.01.2019 02:15;12.377,50;9.709,25;896,25
04.01.2019 02:15;04.01.2019 02:30;12.329,00;9.552,25;1.060,75
04.01.2019 02:30;04.01.2019 02:45;12.385,75;9.565,00;1.095,75
04.01.2019 02:45;04.01.2019 03:00;12.415,25;9.503,25;1.202,25
04.01.2019 03:00;04.01.2019 03:15;12.425,75;9.394,00;885,00
04.01.2019 03:15;04.01.2019 03:30;12.438,75;9.249,75;944,75
04.01.2019 03:30;04.01.2019 03:45;12.469,75;9.136,75;1.049,25
04.01.2019 03:45;04.01.2019 04:00;12.576,50;9.080,25;1.139,25
04.01.2019 04:00;04.01.2019 04:15;12.680,25;9.035,25;700,75
04.01.2019 04:15;04.01.2019 04:30;12.685,50;9.055,50;645,00
04.01.2019 04:30;04.01.2019 04:45;12.741,75;9.014,50;633,25
04.01.2019 04:45;04.01.2019 05:00;12.899,25;9.056,50;550,25
04.01.2019 05:00;04.01.2019 05:15;13.158,50;9.193,25;392,00
04.01.2019 05:15;04.01.2019 05:30;13.208,50;9.155,50;377,50
04.01.2019 05:30;04.01.2019 05:45;13.432,00;9.272,75;367,50
04.01.2019 05:45;04.01.2019 06:00;13.677,50;9.432,75;186,25
04.01.2019 06:00;04.01.2019 06:15;14.100,50;9.673,50;286,25
04.01.2019 06:15;04.01.2019 06:30;14.450,25;10.024,75;117,50
04.01.2019 06:30;04.01.2019 06:45;14.717,75;10.135,50;27,00
04.01.2019 06:45;04.01.2019 07:00;15.083,25;10.369,00;27,50
04.01.2019 07:00;04.01.2019 07:15;15.555,50;10.703,25;99,75
04.01.2019 07:15;04.01.2019 07:30;15.838,50;10.849,00;81,50
04.01.2019 07:30;04.01.2019 07:45;16.079,75;10.926,00;19,75
04.01.2019 07:45;04.01.2019 08:00;16.284,75;10.997,25;12,25
04.01.2019 08:00;04.01.2019 08:15;16.569,25;11.277,50;2,00
04.01.2019 08:15;04.01.2019 08:30;16.707,25;11.398,50;0,50
04.01.2019 08:30;04.01.2019 08:45;16.769,75;11.389,25;0,50
04.01.2019 08:45;04.01.2019 09:00;16.874,75;11.415,75;6,25
04.01.2019 09:00;04.01.2019 09:15;16.965,50;11.404,25;0,75
04.01.2019 09:15;04.01.2019 09:30;17.111,50;11.440,00;2,75
04.01.2019 09:30;04.01.2019 09:45;17.219,00;11.441,00;3,00
04.01.2019 09:45;04.01.2019 10:00;17.198,50;11.346,00;9,00
04.01.2019 10:00;04.01.2019 10:15;17.232,50;11.216,75;22,50
04.01.2019 10:15;04.01.2019 10:30;17.275,00;11.115,75;10,00
04.01.2019 10:30;04.01.2019 10:45;17.352,50;11.020,00;22,25
04.01.2019 10:45;04.01.2019 11:00;17.418,50;10.951,50;25,75
04.01.2019 11:00;04.01.2019 11:15;17.352,50;10.753,25;22,75
04.01.2019 11:15;04.01.2019 11:30;17.435,75;10.706,75;30,75
04.01.2019 11:30;04.01.2019 11:45;17.503,75;10.649,75;47,00
04.01.2019 11:45;04.01.2019 12:00;17.555,50;10.605,00;36,50
04.01.2019 12:00;04.01.2019 12:15;17.621,25;10.558,50;49,75
04.01.2019 12:15;04.01.2019 12:30;17.567,00;10.429,75;111,75
04.01.2019 12:30;04.01.2019 12:45;17.581,25;10.350,00;156,25
04.01.2019 12:45;04.01.2019 13:00;17.500,75;10.141,50;200,50
04.01.2019 13:00;04.01.2019 13:15;17.456,00;10.078,75;54,75
04.01.2019 13:15;04.01.2019 13:30;17.312,50;9.966,75;29,75
04.01.2019 13:30;04.01.2019 13:45;17.231,00;9.901,75;71,00
04.01.2019 13:45;04.01.2019 14:00;17.059,00;9.800,00;94,25
04.01.2019 14:00;04.01.2019 14:15;16.980,75;9.788,75;18,75
04.01.2019 14:15;04.01.2019 14:30;16.860,75;9.737,75;17,50
04.01.2019 14:30;04.01.2019 14:45;16.758,25;9.745,75;3,50
04.01.2019 14:45;04.01.2019 15:00;16.690,25;9.741,25;3,75
04.01.2019 15:00;04.01.2019 15:15;16.702,25;9.854,00;3,75
04.01.2019 15:15;04.01.2019 15:30;16.639,00;9.857,50;3,50
04.01.2019 15:30;04.01.2019 15:45;16.613,00;9.819,00;3,75
04.01.2019 15:45;04.01.2019 16:00;16.603,50;9.793,75;4,25
04.01.2019 16:00;04.01.2019 16:15;16.803,50;9.995,25;43,25
04.01.2019 16:15;04.01.2019 16:30;16.877,75;10.071,25;2,75
04.01.2019 16:30;04.01.2019 16:45;17.026,75;10.180,50;0,75
04.01.2019 16:45;04.01.2019 17:00;17.189,00;10.301,25;0,50
04.01.2019 17:00;04.01.2019 17:15;17.412,25;10.472,25;63,50
04.01.2019 17:15;04.01.2019 17:30;17.502,25;10.549,50;20,00
04.01.2019 17:30;04.01.2019 17:45;17.550,00;10.576,25;3,00
04.01.2019 17:45;04.01.2019 18:00;17.544,25;10.617,75;14,25
04.01.2019 18:00;04.01.2019 18:15;17.457,25;10.542,25;34,00
04.01.2019 18:15;04.01.2019 18:30;17.368,00;10.423,50;36,25
