Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.01.2016 11:45;01.01.2016 12:00;11.558,75;10.165,75;174,25
01.01.2016 12:00;01.01.2016 12:15;11.604,50;10.224,25;147,25
01.01.2016 12:15;01.01.2016 12:30;11.581,50;10.224,50;185,25
01.01.2016 12:30;01.01.2016 12:45;11.524,25;10.207,25;214,25
01.01.2016 12:45;01.01.2016 13:00;11.489,25;10.192,50;136,50
01.01.2016 13:00;01.01.2016 13:15;11.418,25;10.189,25;99,25
01.01.2016 13:15;01.01.2016 13:30;11.343,75;10.172,50;124,00
01.01.2016 13:30;01.01.2016 13:45;11.368,25;10.285,50;142,25
01.01.2016 13:45;01.01.2016 14:00;11.358,25;10.359,75;198,25
01.01.2016 14:00;01.01.2016 14:15;11.369,00;10.465,00;205,50
01.01.2016 14:15;01.01.2016 14:30;11.343,50;10.561,25;179,75
01.01.2016 14:30;01.01.2016 14:45;11.341,00;10.669,50;54,25
01.01.2016 14:45;01.01.2016 15:00;11.285,00;10.721,25;40,75
01.01.2016 15:00;01.01.2016 15:15;11.430,00;10.983,75;50,75
01.01.2016 15:15;01.01.2016 15:30;11.480,25;11.142,00;45,25
01.01.2016 15:30;01.01.2016 15:45;11.540,50;11.286,00;25,00
01.01.2016 15:45;01.01.2016 16:00;11.569,50;11.381,75;34,50
01.01.2016 16:00;01.01.2016 16:15;11.721,25;11.571,50;58,25
01.01.2016 16:15;01.01.2016 16:30;12.008,75;11.861,25;1,25
01.01.2016 16:30;01.01.2016 16:45;12.303,75;12.129,25;4,25
01.01.2016 16:45;01.01.2016 17:00;12.597,25;12.389,00;21,50
01.01.2016 17:00;01.01.2016 17:15;12.863,25;12.624,50;0,00
01.01.2016 17:15;01.01.2016 17:30;13.011,75;12.731,75;0,00
01.01.2016 17:30;01.01.2016 17:45;13.129,25;12.795,25;0,00
01.01.2016 17:45;01.01.2016 18:00;13.164,75;12.778,25;0,00
01.01.2016 18:00;01.01.2016 18:15;13.259,25;12.818,75;33,00
01.01.2016 18:15;01.01.2016 18:30;13.233,50;12.743,00;33,00
01.01.2016 18:30;01.01.2016 18:45;13.232,50;12.701,75;39,50
01.01.2016 18:45;01.01.2016 19:00;13.072,00;12.479,50;67,75
01.01.2016 19:00;01.01.2016 19:15;13.066,50;12.394,25;49,25
01.01.2016 19:15;01.01.2016 19:30;12.871,25;12.112,00;75,75
01.01.2016 19:30;01.01.2016 19:45;12.765,25;11.911,50;81,50
01.01.2016 19:45;01.01.2016 20:00;12.595,75;11.663,50;83,75
01.01.2016 20:00;01.01.2016 20:15;12.664,75;11.671,75;31,50
01.01.2016 20:15;01.01.2016 20:30;12.451,25;11.406,25;52,50
01.01.2016 20:30;01.01.2016 20:45;12.169,00;11.091,25;145,25
01.01.2016 20:45;01.01.2016 21:00;11.999,75;10.867,75;188,50
01.01.2016 21:00;01.01.2016 21:15;12.093,75;10.880,50;104,00
01.01.2016 21:15;01.01.2016 21:30;11.993,50;10.705,00;115,25
01.01.2016 21:30;01.01.2016 21:45;11.874,50;10.521,00;148,50
01.01.2016 21:45;01.01.2016 22:00;11.790,75;10.384,50;194,25
01.01.2016 22:00;01.01.2016 22:15;12.103,25;10.651,50;92,50
01.01.2016 22:15;01.01.2016 22:30;12.010,75;10.513,50;84,00
01.01.2016 22:30;01.01.2016 22:45;11.762,25;10.228,50;188,50
01.01.2016 22:45;01.01.2016 23:00;11.517,00;9.925,00;282,25
01.01.2016 23:00;01.01.2016 23:15;11.425,00;9.769,75;67,50
01.01.2016 23:15;01.01.2016 23:30;11.193,75;9.469,75;100,25
01.01.2016 23:30;01.01.2016 23:45;10.874,25;9.099,25;223,25
01.01.2016 23:45;02.01.2016 00:00;10.670,00;8.915,25;428,25
02.01.2016 00:00;02.01.2016 00:15;10.532,25;8.784,00;192,25
02.01.2016 00:15;02.01.2016 00:30;10.248,50;8.449,25;281,25
02.01.2016 00:30;02.01.2016 00:45;10.150,25;8.302,75;439,75
02.01.2016 00:45;02.01.2016 01:00;10.001,50;8.065,75;615,50
02.01.2016 01:00;02.01.2016 01:15;9.959,50;7.946,25;585,25
02.01.2016 01:15;02.01.2016 01:30;9.767,25;7.658,50;626,00
02.01.2016 01:30;02.01.2016 01:45;9.638,00;7.417,50;695,25
02.01.2016 01:45;02.01.2016 02:00;9.581,75;7.239,25;756,00
02.01.2016 02:00;02.01.2016 02:15;9.642,50;7.198,50;683,75
02.01.2016 02:15;02.01.2016 02:30;9.602,50;7.039,75;741,25
02.01.2016 02:30;02.01.2016 02:45;9.486,25;6.785,50;913,75
02.01.2016 02:45;02.01.2016 03:00;9.427,25;6.605,25;987,00
02.01.2016 03:00;02.01.2016 03:15;9.461,00;6.587,25;1.092,75
02.01.2016 03:15;02.01.2016 03:30;9.464,25;6.526,50;941,25
02.01.2016 03:30;02.01.2016 03:45;9.449,50;6.434,00;909,75
02.01.2016 03:45;02.01.2016 04:00;9.469,75;6.362,25;939,25
02.01.2016 04:00;02.01.2016 04:15;9.637,50;6.435,25;886,50
02.01.2016 04:15;02.01.2016 04:30;9.650,00;6.381,75;885,50
02.01.2016 04:30;02.01.2016 04:45;9.706,50;6.354,50;891,75
02.01.2016 04:45;02.01.2016 05:00;9.767,50;6.329,25;939,75
02.01.2016 05:00;02.01.2016 05:15;9.836,00;6.300,25;893,75
02.01.2016 05:15;02.01.2016 05:30;9.856,25;6.221,00;901,25
02.01.2016 05:30;02.01.2016 05:45;9.937,75;6.225,75;1.068,75
02.01.2016 05:45;02.01.2016 06:00;10.031,75;6.276,00;1.060,00
02.01.2016 06:00;02.01.2016 06:15;10.058,00;6.179,00;651,00
02.01.2016 06:15;02.01.2016 06:30;10.044,25;6.098,25;588,50
02.01.2016 06:30;02.01.2016 06:45;10.176,00;6.189,75;555,50
02.01.2016 06:45;02.01.2016 07:00;10.347,25;6.329,00;442,75
02.01.2016 07:00;02.01.2016 07:15;10.629,25;6.563,50;379,00
02.01.2016 07:15;02.01.2016 07:30;10.811,75;6.699,25;271,00
02.01.2016 07:30;02.01.2016 07:45;10.964,75;6.812,00;127,75
02.01.2016 07:45;02.01.2016 08:00;11.300,00;7.087,00;63,50
02.01.2016 08:00;02.01.2016 08:15;11.558,00;7.279,25;196,25
02.01.2016 08:15;02.01.2016 08:30;11.806,50;7.519,00;113,50
02.01.2016 08:30;02.01.2016 08:45;11.970,75;7.651,50;100,50
02.01.2016 08:45;02.01.2016 09:00;12.213,25;7.820,50;92,25
02.01.2016 09:00;02.01.2016 09:15;12.547,75;8.105,25;135,75
02.01.2016 09:15;02.01.2016 09:30;12.690,75;8.151,50;150,00
02.01.2016 09:30;02.01.2016 09:45;12.898,00;8.266,25;123,00
02.01.2016 09:45;02.01.2016 10:00;13.118,00;8.405,75;104,50
02.01.2016 10:00;02.01.2016 10:15;13.306,00;8.515,50;61,75
02.01.2016 10:15;02.01.2016 10:30;13.420,25;8.575,25;57,75
02.01.2016 10:30;02.01.2016 10:45;13.504,00;8.560,75;57,75
02.01.2016 10:45;02.01.2016 11:00;13.568,25;8.569,00;57,75
02.01.2016 11:00;02.01.2016 11:15;13.720,25;8.685,50;56,75
02.01.2016 11:15;02.01.2016 11:30;13.900,00;8.810,75;48,00
02.01.2016 11:30;02.01.2016 11:45;14.037,25;8.892,50;10,50
02.01.2016 11:45;02.01.2016 12:00;14.094,75;8.908,75;2,50
02.01.2016 12:00;02.01.2016 12:15;14.106,50;8.930,25;1,75
02.01.2016 12:15;02.01.2016 12:30;14.093,50;8.913,50;47,00
02.01.2016 12:30;02.01.2016 12:45;14.101,00;8.893,00;56,25
02.01.2016 12:45;02.01.2016 13:00;14.014,75;8.826,00;56,50
02.01.2016 13:00;02.01.2016 13:15;13.993,50;8.820,50;17,50
02.01.2016 13:15;02.01.2016 13:30;13.901,25;8.734,25;44,00
02.01.2016 13:30;02.01.2016 13:45;13.855,00;8.706,75;56,25
02.01.2016 13:45;02.01.2016 14:00;13.803,00;8.694,75;38,75
02.01.2016 14:00;02.01.2016 14:15;13.803,25;8.711,00;34,25
02.01.2016 14:15;02.01.2016 14:30;13.761,50;8.698,50;45,00
02.01.2016 14:30;02.01.2016 14:45;13.718,75;8.699,25;3,50
02.01.2016 14:45;02.01.2016 15:00;13.686,25;8.706,25;3,25
02.01.2016 15:00;02.01.2016 15:15;13.757,75;8.828,50;5,75
02.01.2016 15:15;02.01.2016 15:30;13.774,75;8.867,50;3,75
02.01.2016 15:30;02.01.2016 15:45;13.792,25;8.902,00;2,00
02.01.2016 15:45;02.01.2016 16:00;13.827,25;8.935,25;1,75
02.01.2016 16:00;02.01.2016 16:15;13.987,25;9.087,25;1,75
02.01.2016 16:15;02.01.2016 16:30;14.129,50;9.217,50;2,25
02.01.2016 16:30;02.01.2016 16:45;14.340,75;9.395,75;0,75
02.01.2016 16:45;02.01.2016 17:00;14.588,25;9.587,75;0,00
02.01.2016 17:00;02.01.2016 17:15;14.824,25;9.797,50;20,00
02.01.2016 17:15;02.01.2016 17:30;14.989,25;9.923,25;24,50
02.01.2016 17:30;02.01.2016 17:45;15.087,50;9.961,75;27,00
02.01.2016 17:45;02.01.2016 18:00;15.158,75;10.001,25;25,50
02.01.2016 18:00;02.01.2016 18:15;15.194,75;10.004,25;3,00
02.01.2016 18:15;02.01.2016 18:30;15.179,50;9.987,00;0,50
02.01.2016 18:30;02.01.2016 18:45;15.089,25;9.907,50;1,50
02.01.2016 18:45;02.01.2016 19:00;14.967,75;9.779,00;6,75
02.01.2016 19:00;02.01.2016 19:15;14.929,50;9.724,00;0,50
02.01.2016 19:15;02.01.2016 19:30;14.773,75;9.594,00;0,25
02.01.2016 19:30;02.01.2016 19:45;14.662,50;9.482,75;0,25
02.01.2016 19:45;02.01.2016 20:00;14.518,25;9.382,75;6,50
02.01.2016 20:00;02.01.2016 20:15;14.225,00;9.129,25;132,25
02.01.2016 20:15;02.01.2016 20:30;13.899,25;8.831,00;138,25
02.01.2016 20:30;02.01.2016 20:45;13.632,00;8.558,50;182,25
02.01.2016 20:45;02.01.2016 21:00;13.418,00;8.378,25;265,25
02.01.2016 21:00;02.01.2016 21:15;13.326,25;8.312,75;353,25
02.01.2016 21:15;02.01.2016 21:30;13.196,25;8.214,25;392,75
02.01.2016 21:30;02.01.2016 21:45;13.068,50;8.154,00;401,50
02.01.2016 21:45;02.01.2016 22:00;13.035,00;8.136,25;395,50
02.01.2016 22:00;02.01.2016 22:15;13.237,50;8.495,25;313,50
02.01.2016 22:15;02.01.2016 22:30;13.119,25;8.382,50;360,25
02.01.2016 22:30;02.01.2016 22:45;13.007,50;8.245,75;372,25
02.01.2016 22:45;02.01.2016 23:00;12.750,25;7.986,50;395,00
02.01.2016 23:00;02.01.2016 23:15;12.565,00;7.784,25;213,75
02.01.2016 23:15;02.01.2016 23:30;12.401,00;7.594,75;296,00
02.01.2016 23:30;02.01.2016 23:45;12.141,50;7.304,00;421,00
02.01.2016 23:45;03.01.2016 00:00;11.918,00;7.051,25;568,00
03.01.2016 00:00;03.01.2016 00:15;11.784,75;6.933,00;415,25
03.01.2016 00:15;03.01.2016 00:30;11.570,00;6.725,75;451,50
03.01.2016 00:30;03.01.2016 00:45;11.339,50;6.496,50;499,75
03.01.2016 00:45;03.01.2016 01:00;11.138,25;6.309,00;573,00
03.01.2016 01:00;03.01.2016 01:15;10.991,25;6.238,25;663,25
03.01.2016 01:15;03.01.2016 01:30;10.877,00;6.105,25;781,00
03.01.2016 01:30;03.01.2016 01:45;10.692,75;5.923,50;833,25
03.01.2016 01:45;03.01.2016 02:00;10.580,75;5.818,75;919,75
03.01.2016 02:00;03.01.2016 02:15;10.588,25;5.836,75;793,00
03.01.2016 02:15;03.01.2016 02:30;10.478,50;5.692,75;926,75
03.01.2016 02:30;03.01.2016 02:45;10.382,00;5.584,50;918,50
03.01.2016 02:45;03.01.2016 03:00;10.360,75;5.582,75;926,50
03.01.2016 03:00;03.01.2016 03:15;10.349,75;5.590,50;914,50
03.01.2016 03:15;03.01.2016 03:30;10.345,75;5.604,00;956,00
03.01.2016 03:30;03.01.2016 03:45;10.317,50;5.594,25;988,50
03.01.2016 03:45;03.01.2016 04:00;10.286,25;5.580,50;946,50
03.01.2016 04:00;03.01.2016 04:15;10.329,00;5.631,75;998,75
03.01.2016 04:15;03.01.2016 04:30;10.329,75;5.659,00;930,75
03.01.2016 04:30;03.01.2016 04:45;10.374,50;5.687,50;865,50
03.01.2016 04:45;03.01.2016 05:00;10.326,00;5.653,25;898,75
03.01.2016 05:00;03.01.2016 05:15;10.367,00;5.695,50;886,75
03.01.2016 05:15;03.01.2016 05:30;10.291,50;5.625,25;960,50
03.01.2016 05:30;03.01.2016 05:45;10.236,00;5.565,25;959,50
03.01.2016 05:45;03.01.2016 06:00;10.141,75;5.472,50;1.015,00
03.01.2016 06:00;03.01.2016 06:15;10.017,25;5.254,25;794,50
03.01.2016 06:15;03.01.2016 06:30;10.074,75;5.340,50;803,75
03.01.2016 06:30;03.01.2016 06:45;10.106,75;5.411,50;629,50
03.01.2016 06:45;03.01.2016 07:00;10.192,25;5.522,75;453,50
03.01.2016 07:00;03.01.2016 07:15;10.225,00;5.565,00;590,00
03.01.2016 07:15;03.01.2016 07:30;10.376,50;5.721,75;520,25
03.01.2016 07:30;03.01.2016 07:45;10.637,00;5.986,75;369,50
03.01.2016 07:45;03.01.2016 08:00;10.787,25;6.157,00;234,50
03.01.2016 08:00;03.01.2016 08:15;10.819,00;6.228,25;414,75
03.01.2016 08:15;03.01.2016 08:30;11.126,25;6.564,75;324,25
03.01.2016 08:30;03.01.2016 08:45;11.294,00;6.742,00;274,50
03.01.2016 08:45;03.01.2016 09:00;11.475,00;6.924,50;193,50
03.01.2016 09:00;03.01.2016 09:15;11.673,00;7.103,50;161,25
03.01.2016 09:15;03.01.2016 09:30;11.866,75;7.295,75;108,00
03.01.2016 09:30;03.01.2016 09:45;12.159,00;7.602,50;42,00
03.01.2016 09:45;03.01.2016 10:00;12.408,75;7.833,25;75,00
03.01.2016 10:00;03.01.2016 10:15;12.530,00;7.912,75;69,75
03.01.2016 10:15;03.01.2016 10:30;12.694,25;8.008,00;59,25
03.01.2016 10:30;03.01.2016 10:45;12.829,25;8.084,50;53,50
03.01.2016 10:45;03.01.2016 11:00;13.059,50;8.308,50;22,75
03.01.2016 11:00;03.01.2016 11:15;13.212,00;8.500,75;59,25
03.01.2016 11:15;03.01.2016 11:30;13.471,00;8.772,00;25,75
03.01.2016 11:30;03.01.2016 11:45;13.673,25;8.995,00;3,50
03.01.2016 11:45;03.01.2016 12:00;13.692,00;9.053,50;3,50
03.01.2016 12:00;03.01.2016 12:15;13.686,50;9.092,50;2,25
03.01.2016 12:15;03.01.2016 12:30;13.649,25;9.096,75;23,25
03.01.2016 12:30;03.01.2016 12:45;13.561,75;9.057,75;2,25
03.01.2016 12:45;03.01.2016 13:00;13.417,75;8.913,50;27,25
03.01.2016 13:00;03.01.2016 13:15;13.357,50;8.882,75;9,25
03.01.2016 13:15;03.01.2016 13:30;13.264,75;8.798,75;5,75
03.01.2016 13:30;03.01.2016 13:45;13.203,25;8.791,75;2,25
03.01.2016 13:45;03.01.2016 14:00;13.030,50;8.665,00;6,50
03.01.2016 14:00;03.01.2016 14:15;12.982,00;8.701,50;2,25
03.01.2016 14:15;03.01.2016 14:30;12.893,00;8.712,75;39,75
03.01.2016 14:30;03.01.2016 14:45;12.757,50;8.639,75;76,75
03.01.2016 14:45;03.01.2016 15:00;12.644,25;8.575,75;93,25
03.01.2016 15:00;03.01.2016 15:15;12.708,50;8.673,25;187,50
03.01.2016 15:15;03.01.2016 15:30;12.691,75;8.686,75;141,25
03.01.2016 15:30;03.01.2016 15:45;12.719,25;8.743,75;138,75
03.01.2016 15:45;03.01.2016 16:00;12.729,25;8.764,00;122,50
03.01.2016 16:00;03.01.2016 16:15;12.934,25;8.986,25;53,50
03.01.2016 16:15;03.01.2016 16:30;13.117,50;9.170,50;10,00
03.01.2016 16:30;03.01.2016 16:45;13.394,00;9.425,75;1,75
03.01.2016 16:45;03.01.2016 17:00;13.720,25;9.690,75;1,75
03.01.2016 17:00;03.01.2016 17:15;14.107,75;10.028,50;5,00
03.01.2016 17:15;03.01.2016 17:30;14.304,00;10.222,75;1,75
03.01.2016 17:30;03.01.2016 17:45;14.387,25;10.120,00;0,00
03.01.2016 17:45;03.01.2016 18:00;14.497,00;10.167,50;0,00
03.01.2016 18:00;03.01.2016 18:15;14.572,50;10.188,50;60,50
03.01.2016 18:15;03.01.2016 18:30;14.474,00;10.043,50;117,00
03.01.2016 18:30;03.01.2016 18:45;14.393,75;9.922,75;117,25
03.01.2016 18:45;03.01.2016 19:00;14.448,25;9.984,50;74,50
03.01.2016 19:00;03.01.2016 19:15;14.390,75;9.906,75;2,50
03.01.2016 19:15;03.01.2016 19:30;14.289,50;9.792,50;3,00
03.01.2016 19:30;03.01.2016 19:45;14.097,00;9.560,50;37,25
03.01.2016 19:45;03.01.2016 20:00;14.016,25;9.452,25;39,00
03.01.2016 20:00;03.01.2016 20:15;13.998,25;9.432,00;16,25
03.01.2016 20:15;03.01.2016 20:30;13.771,25;9.211,50;3,00
03.01.2016 20:30;03.01.2016 20:45;13.543,50;9.000,50;3,00
03.01.2016 20:45;03.01.2016 21:00;13.300,75;8.791,75;113,75
03.01.2016 21:00;03.01.2016 21:15;13.373,00;8.887,25;36,75
03.01.2016 21:15;03.01.2016 21:30;13.219,25;8.703,25;81,00
03.01.2016 21:30;03.01.2016 21:45;13.114,75;8.606,50;94,50
03.01.2016 21:45;03.01.2016 22:00;13.211,50;8.722,00;50,75
03.01.2016 22:00;03.01.2016 22:15;13.467,75;9.081,00;42,25
03.01.2016 22:15;03.01.2016 22:30;13.296,00;8.948,75;72,25
03.01.2016 22:30;03.01.2016 22:45;13.029,00;8.688,25;95,50
03.01.2016 22:45;03.01.2016 23:00;12.814,00;8.475,25;141,25
03.01.2016 23:00;03.01.2016 23:15;12.693,50;8.375,00;278,25
03.01.2016 23:15;03.01.2016 23:30;12.556,25;8.227,50;301,75
03.01.2016 23:30;03.01.2016 23:45;12.297,50;7.998,25;411,00
03.01.2016 23:45;04.01.2016 00:00;12.000,50;7.729,50;655,25
04.01.2016 00:00;04.01.2016 00:15;12.016,00;7.773,50;755,50
04.01.2016 00:15;04.01.2016 00:30;11.778,75;7.549,50;851,25
04.01.2016 00:30;04.01.2016 00:45;11.607,50;7.397,75;851,75
04.01.2016 00:45;04.01.2016 01:00;11.462,00;7.266,00;934,50
04.01.2016 01:00;04.01.2016 01:15;11.359,00;7.243,75;1.093,50
04.01.2016 01:15;04.01.2016 01:30;11.306,50;7.234,25;1.222,25
04.01.2016 01:30;04.01.2016 01:45;11.203,50;7.190,25;1.301,75
04.01.2016 01:45;04.01.2016 02:00;11.083,25;7.123,75;1.317,25
04.01.2016 02:00;04.01.2016 02:15;10.986,00;7.054,75;1.333,25
04.01.2016 02:15;04.01.2016 02:30;10.953,50;7.070,00;1.325,25
04.01.2016 02:30;04.01.2016 02:45;10.923,00;7.048,50;1.335,75
04.01.2016 02:45;04.01.2016 03:00;10.911,00;7.059,00;1.349,25
04.01.2016 03:00;04.01.2016 03:15;10.890,75;7.071,00;1.129,50
04.01.2016 03:15;04.01.2016 03:30;10.944,25;7.207,25;1.103,00
04.01.2016 03:30;04.01.2016 03:45;10.958,75;7.276,00;1.129,75
04.01.2016 03:45;04.01.2016 04:00;11.064,50;7.417,75;837,50
04.01.2016 04:00;04.01.2016 04:15;11.182,75;7.586,00;705,00
04.01.2016 04:15;04.01.2016 04:30;11.295,25;7.727,50;773,50
04.01.2016 04:30;04.01.2016 04:45;11.418,00;7.916,25;798,50
04.01.2016 04:45;04.01.2016 05:00;11.551,75;8.069,25;733,50
04.01.2016 05:00;04.01.2016 05:15;11.805,25;8.356,50;549,00
04.01.2016 05:15;04.01.2016 05:30;11.959,50;8.537,50;656,50
04.01.2016 05:30;04.01.2016 05:45;12.276,75;8.862,50;558,00
04.01.2016 05:45;04.01.2016 06:00;12.553,50;9.152,25;548,50
04.01.2016 06:00;04.01.2016 06:15;13.066,75;9.625,75;546,75
04.01.2016 06:15;04.01.2016 06:30;13.557,50;10.101,25;240,25
04.01.2016 06:30;04.01.2016 06:45;13.947,00;10.469,25;228,25
04.01.2016 06:45;04.01.2016 07:00;14.198,00;10.719,50;375,75
04.01.2016 07:00;04.01.2016 07:15;14.710,75;11.263,25;132,00
04.01.2016 07:15;04.01.2016 07:30;15.061,00;11.649,75;101,25
04.01.2016 07:30;04.01.2016 07:45;15.403,75;12.022,00;0,00
04.01.2016 07:45;04.01.2016 08:00;15.710,50;12.332,50;0,00
04.01.2016 08:00;04.01.2016 08:15;15.974,25;12.583,50;0,00
04.01.2016 08:15;04.01.2016 08:30;16.147,25;12.795,00;0,00
04.01.2016 08:30;04.01.2016 08:45;16.223,50;12.874,25;0,00
04.01.2016 08:45;04.01.2016 09:00;16.300,00;12.920,50;0,00
04.01.2016 09:00;04.01.2016 09:15;16.380,75;13.050,25;0,00
04.01.2016 09:15;04.01.2016 09:30;16.491,75;13.176,00;0,00
04.01.2016 09:30;04.01.2016 09:45;16.582,25;13.242,00;0,00
04.01.2016 09:45;04.01.2016 10:00;16.617,25;13.290,25;0,00
04.01.2016 10:00;04.01.2016 10:15;16.724,00;13.396,50;0,50
04.01.2016 10:15;04.01.2016 10:30;16.769,25;13.424,50;0,00
04.01.2016 10:30;04.01.2016 10:45;16.828,50;13.477,00;0,25
04.01.2016 10:45;04.01.2016 11:00;16.934,00;13.594,25;1,00
04.01.2016 11:00;04.01.2016 11:15;16.995,00;13.679,00;2,25
04.01.2016 11:15;04.01.2016 11:30;17.131,50;13.816,00;1,75
04.01.2016 11:30;04.01.2016 11:45;17.241,50;13.956,75;1,75
04.01.2016 11:45;04.01.2016 12:00;17.246,50;13.970,50;1,75
04.01.2016 12:00;04.01.2016 12:15;17.187,25;13.890,00;1,75
04.01.2016 12:15;04.01.2016 12:30;17.150,00;13.865,75;1,00
04.01.2016 12:30;04.01.2016 12:45;17.157,25;13.929,25;1,75
04.01.2016 12:45;04.01.2016 13:00;17.158,75;13.971,75;3,50
04.01.2016 13:00;04.01.2016 13:15;17.149,50;14.019,50;4,25
04.01.2016 13:15;04.01.2016 13:30;17.070,00;13.966,50;4,75
04.01.2016 13:30;04.01.2016 13:45;16.965,75;13.906,00;4,75
04.01.2016 13:45;04.01.2016 14:00;16.838,25;13.828,00;4,75
04.01.2016 14:00;04.01.2016 14:15;16.799,00;13.870,00;4,75
04.01.2016 14:15;04.01.2016 14:30;16.718,00;13.820,50;41,50
04.01.2016 14:30;04.01.2016 14:45;16.664,75;13.776,25;44,00
04.01.2016 14:45;04.01.2016 15:00;16.619,25;13.747,75;44,00
04.01.2016 15:00;04.01.2016 15:15;16.644,00;13.809,25;30,75
04.01.2016 15:15;04.01.2016 15:30;16.568,25;13.770,75;3,75
04.01.2016 15:30;04.01.2016 15:45;16.547,00;13.820,50;29,25
04.01.2016 15:45;04.01.2016 16:00;16.507,50;13.825,50;42,75
04.01.2016 16:00;04.01.2016 16:15;16.448,00;13.795,50;143,50
04.01.2016 16:15;04.01.2016 16:30;16.574,00;13.882,50;134,75
04.01.2016 16:30;04.01.2016 16:45;16.829,75;14.125,50;113,25
04.01.2016 16:45;04.01.2016 17:00;17.183,00;14.451,75;54,75
04.01.2016 17:00;04.01.2016 17:15;17.474,00;14.699,50;7,50
04.01.2016 17:15;04.01.2016 17:30;17.645,00;14.833,75;1,25
04.01.2016 17:30;04.01.2016 17:45;17.775,25;14.922,75;1,00
04.01.2016 17:45;04.01.2016 18:00;17.812,50;14.944,00;0,00
04.01.2016 18:00;04.01.2016 18:15;17.743,50;14.871,00;0,00
04.01.2016 18:15;04.01.2016 18:30;17.699,25;14.826,25;0,00
04.01.2016 18:30;04.01.2016 18:45;17.668,50;14.813,75;0,00
