Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
15.02.2020 21:15;15.02.2020 21:30;14.024,50;4.059,00;205,50
15.02.2020 21:30;15.02.2020 21:45;13.938,50;3.920,00;299,25
15.02.2020 21:45;15.02.2020 22:00;13.792,25;3.786,75;386,50
15.02.2020 22:00;15.02.2020 22:15;14.072,25;4.348,50;171,50
15.02.2020 22:15;15.02.2020 22:30;13.822,25;3.942,75;191,25
15.02.2020 22:30;15.02.2020 22:45;13.691,50;3.794,25;343,25
15.02.2020 22:45;15.02.2020 23:00;13.459,00;3.531,50;459,75
15.02.2020 23:00;15.02.2020 23:15;13.238,50;3.313,25;333,75
15.02.2020 23:15;15.02.2020 23:30;13.064,50;3.150,25;386,75
15.02.2020 23:30;15.02.2020 23:45;12.832,25;2.927,00;514,75
15.02.2020 23:45;16.02.2020 00:00;12.676,25;2.836,75;530,00
16.02.2020 00:00;16.02.2020 00:15;12.372,75;3.236,25;162,50
16.02.2020 00:15;16.02.2020 00:30;12.176,25;3.178,25;233,50
16.02.2020 00:30;16.02.2020 00:45;12.041,50;3.281,50;276,75
16.02.2020 00:45;16.02.2020 01:00;11.875,00;3.210,50;354,00
16.02.2020 01:00;16.02.2020 01:15;11.737,25;3.127,50;169,75
16.02.2020 01:15;16.02.2020 01:30;11.667,75;3.037,25;189,00
16.02.2020 01:30;16.02.2020 01:45;11.618,25;2.919,00;258,25
16.02.2020 01:45;16.02.2020 02:00;11.508,25;2.829,50;333,50
16.02.2020 02:00;16.02.2020 02:15;11.432,50;2.662,50;193,75
16.02.2020 02:15;16.02.2020 02:30;11.393,50;2.524,50;216,50
16.02.2020 02:30;16.02.2020 02:45;11.373,00;2.472,00;214,25
16.02.2020 02:45;16.02.2020 03:00;11.319,75;2.401,75;256,00
16.02.2020 03:00;16.02.2020 03:15;11.309,00;2.304,75;279,00
16.02.2020 03:15;16.02.2020 03:30;11.349,00;2.345,75;299,25
16.02.2020 03:30;16.02.2020 03:45;11.321,50;2.298,25;316,50
16.02.2020 03:45;16.02.2020 04:00;11.303,75;2.281,00;325,25
16.02.2020 04:00;16.02.2020 04:15;11.268,00;2.273,75;306,25
16.02.2020 04:15;16.02.2020 04:30;11.292,25;2.297,00;318,00
16.02.2020 04:30;16.02.2020 04:45;11.382,25;2.381,00;316,75
16.02.2020 04:45;16.02.2020 05:00;11.407,25;2.427,25;312,75
16.02.2020 05:00;16.02.2020 05:15;11.480,75;2.603,50;294,75
16.02.2020 05:15;16.02.2020 05:30;11.426,25;2.614,25;308,00
16.02.2020 05:30;16.02.2020 05:45;11.382,75;2.533,50;338,25
16.02.2020 05:45;16.02.2020 06:00;11.409,50;2.530,75;354,00
16.02.2020 06:00;16.02.2020 06:15;11.410,75;2.315,75;561,00
16.02.2020 06:15;16.02.2020 06:30;11.495,25;2.449,50;462,00
16.02.2020 06:30;16.02.2020 06:45;11.593,75;2.576,00;391,75
16.02.2020 06:45;16.02.2020 07:00;11.669,50;2.514,00;385,25
16.02.2020 07:00;16.02.2020 07:15;11.881,50;2.660,25;380,25
16.02.2020 07:15;16.02.2020 07:30;12.023,50;2.739,50;316,50
16.02.2020 07:30;16.02.2020 07:45;12.113,25;2.745,75;312,25
16.02.2020 07:45;16.02.2020 08:00;12.355,00;2.769,00;297,75
16.02.2020 08:00;16.02.2020 08:15;12.766,00;2.974,75;265,25
16.02.2020 08:15;16.02.2020 08:30;12.982,25;3.045,00;145,00
16.02.2020 08:30;16.02.2020 08:45;13.280,50;2.993,00;133,50
16.02.2020 08:45;16.02.2020 09:00;13.458,00;3.106,50;128,00
16.02.2020 09:00;16.02.2020 09:15;13.706,00;3.199,50;194,25
16.02.2020 09:15;16.02.2020 09:30;13.859,75;3.168,75;198,50
16.02.2020 09:30;16.02.2020 09:45;14.050,00;3.247,75;200,50
16.02.2020 09:45;16.02.2020 10:00;14.159,75;3.251,00;211,25
16.02.2020 10:00;16.02.2020 10:15;14.363,00;3.382,00;207,00
16.02.2020 10:15;16.02.2020 10:30;14.433,00;3.437,75;210,00
16.02.2020 10:30;16.02.2020 10:45;14.547,00;3.417,75;220,25
16.02.2020 10:45;16.02.2020 11:00;14.683,00;3.329,75;248,25
16.02.2020 11:00;16.02.2020 11:15;14.833,25;3.348,50;330,75
16.02.2020 11:15;16.02.2020 11:30;14.926,25;3.251,75;447,00
16.02.2020 11:30;16.02.2020 11:45;15.063,00;3.261,25;348,25
16.02.2020 11:45;16.02.2020 12:00;15.063,25;3.172,50;324,25
16.02.2020 12:00;16.02.2020 12:15;15.073,00;3.370,75;278,50
16.02.2020 12:15;16.02.2020 12:30;14.965,50;3.164,50;431,75
16.02.2020 12:30;16.02.2020 12:45;14.884,75;3.135,00;516,00
16.02.2020 12:45;16.02.2020 13:00;14.775,00;3.001,25;574,50
16.02.2020 13:00;16.02.2020 13:15;14.611,25;2.866,25;438,00
16.02.2020 13:15;16.02.2020 13:30;14.530,50;2.779,75;502,00
16.02.2020 13:30;16.02.2020 13:45;14.361,75;2.775,25;628,25
16.02.2020 13:45;16.02.2020 14:00;14.238,25;2.819,75;651,75
16.02.2020 14:00;16.02.2020 14:15;14.196,50;2.806,00;572,25
16.02.2020 14:15;16.02.2020 14:30;14.040,75;2.701,75;541,25
16.02.2020 14:30;16.02.2020 14:45;14.023,00;2.771,50;551,75
16.02.2020 14:45;16.02.2020 15:00;13.920,50;2.651,50;534,00
16.02.2020 15:00;16.02.2020 15:15;13.902,50;2.792,50;558,50
16.02.2020 15:15;16.02.2020 15:30;13.743,00;2.744,25;539,75
16.02.2020 15:30;16.02.2020 15:45;13.711,25;2.912,00;499,00
16.02.2020 15:45;16.02.2020 16:00;13.742,50;3.025,00;468,00
16.02.2020 16:00;16.02.2020 16:15;13.768,75;3.112,00;817,75
16.02.2020 16:15;16.02.2020 16:30;13.822,75;3.371,50;654,00
16.02.2020 16:30;16.02.2020 16:45;13.838,75;3.486,50;377,00
16.02.2020 16:45;16.02.2020 17:00;13.894,75;3.647,75;256,00
16.02.2020 17:00;16.02.2020 17:15;14.089,75;3.915,00;824,25
16.02.2020 17:15;16.02.2020 17:30;14.270,00;4.108,50;710,50
16.02.2020 17:30;16.02.2020 17:45;14.584,25;4.270,25;611,00
16.02.2020 17:45;16.02.2020 18:00;14.974,50;4.463,25;537,50
16.02.2020 18:00;16.02.2020 18:15;15.404,00;4.806,50;876,75
16.02.2020 18:15;16.02.2020 18:30;15.537,75;4.967,25;845,75
16.02.2020 18:30;16.02.2020 18:45;15.607,00;4.938,75;855,50
16.02.2020 18:45;16.02.2020 19:00;15.551,75;4.811,00;927,50
16.02.2020 19:00;16.02.2020 19:15;15.441,50;4.673,00;768,50
16.02.2020 19:15;16.02.2020 19:30;15.271,00;4.557,50;811,25
16.02.2020 19:30;16.02.2020 19:45;15.151,25;4.485,25;826,25
16.02.2020 19:45;16.02.2020 20:00;15.027,50;4.467,00;867,50
16.02.2020 20:00;16.02.2020 20:15;14.811,25;4.310,00;64,50
16.02.2020 20:15;16.02.2020 20:30;14.542,50;4.118,00;26,25
16.02.2020 20:30;16.02.2020 20:45;14.380,50;3.821,25;166,00
16.02.2020 20:45;16.02.2020 21:00;14.172,25;3.589,25;309,25
16.02.2020 21:00;16.02.2020 21:15;14.110,75;3.479,50;135,75
16.02.2020 21:15;16.02.2020 21:30;14.015,75;3.514,00;157,00
16.02.2020 21:30;16.02.2020 21:45;13.912,25;3.458,25;193,75
16.02.2020 21:45;16.02.2020 22:00;13.885,25;3.373,25;247,25
16.02.2020 22:00;16.02.2020 22:15;14.074,25;3.408,75;167,75
16.02.2020 22:15;16.02.2020 22:30;13.933,75;3.089,25;164,75
16.02.2020 22:30;16.02.2020 22:45;13.763,50;2.793,75;160,00
16.02.2020 22:45;16.02.2020 23:00;13.552,50;2.967,25;209,25
16.02.2020 23:00;16.02.2020 23:15;13.242,25;3.116,25;22,25
16.02.2020 23:15;16.02.2020 23:30;13.056,25;3.006,00;26,00
16.02.2020 23:30;16.02.2020 23:45;12.970,00;2.911,75;69,50
16.02.2020 23:45;17.02.2020 00:00;12.866,75;2.906,75;99,50
17.02.2020 00:00;17.02.2020 00:15;12.741,25;2.934,25;529,75
17.02.2020 00:15;17.02.2020 00:30;12.658,00;2.815,25;636,50
17.02.2020 00:30;17.02.2020 00:45;12.533,00;2.920,25;739,25
17.02.2020 00:45;17.02.2020 01:00;12.449,50;2.868,00;795,00
17.02.2020 01:00;17.02.2020 01:15;12.248,75;2.756,50;784,50
17.02.2020 01:15;17.02.2020 01:30;12.126,75;2.628,75;768,00
17.02.2020 01:30;17.02.2020 01:45;12.097,50;2.642,50;815,50
17.02.2020 01:45;17.02.2020 02:00;11.986,25;2.636,75;784,75
17.02.2020 02:00;17.02.2020 02:15;11.968,25;2.699,00;767,75
17.02.2020 02:15;17.02.2020 02:30;11.982,00;2.721,75;782,00
17.02.2020 02:30;17.02.2020 02:45;11.965,00;2.822,50;793,25
17.02.2020 02:45;17.02.2020 03:00;12.028,50;2.938,00;791,75
17.02.2020 03:00;17.02.2020 03:15;12.009,75;2.819,75;832,75
17.02.2020 03:15;17.02.2020 03:30;12.092,75;2.878,75;832,00
17.02.2020 03:30;17.02.2020 03:45;12.180,50;3.042,25;819,00
17.02.2020 03:45;17.02.2020 04:00;12.158,00;2.958,50;774,50
17.02.2020 04:00;17.02.2020 04:15;12.293,00;3.267,00;655,75
17.02.2020 04:15;17.02.2020 04:30;12.449,75;3.446,25;590,25
17.02.2020 04:30;17.02.2020 04:45;12.621,75;3.633,25;488,00
17.02.2020 04:45;17.02.2020 05:00;12.862,50;3.848,25;424,50
17.02.2020 05:00;17.02.2020 05:15;13.269,50;3.863,00;482,75
17.02.2020 05:15;17.02.2020 05:30;13.469,75;3.960,75;440,00
17.02.2020 05:30;17.02.2020 05:45;13.791,50;4.291,75;329,25
17.02.2020 05:45;17.02.2020 06:00;14.221,75;4.559,75;172,00
17.02.2020 06:00;17.02.2020 06:15;15.155,75;5.186,00;453,00
17.02.2020 06:15;17.02.2020 06:30;15.774,75;5.902,00;246,00
17.02.2020 06:30;17.02.2020 06:45;16.195,75;6.523,50;153,25
17.02.2020 06:45;17.02.2020 07:00;16.692,50;7.176,00;143,25
17.02.2020 07:00;17.02.2020 07:15;17.172,50;7.828,25;406,50
17.02.2020 07:15;17.02.2020 07:30;17.395,00;8.218,25;381,00
17.02.2020 07:30;17.02.2020 07:45;17.508,50;8.580,50;378,25
17.02.2020 07:45;17.02.2020 08:00;17.631,50;8.813,25;379,00
17.02.2020 08:00;17.02.2020 08:15;17.735,25;8.990,00;717,50
17.02.2020 08:15;17.02.2020 08:30;17.879,50;9.214,75;774,00
17.02.2020 08:30;17.02.2020 08:45;17.942,00;9.239,00;829,75
17.02.2020 08:45;17.02.2020 09:00;17.966,75;9.203,25;789,25
17.02.2020 09:00;17.02.2020 09:15;17.998,50;9.076,75;771,75
17.02.2020 09:15;17.02.2020 09:30;18.065,00;9.032,50;765,50
17.02.2020 09:30;17.02.2020 09:45;18.059,25;9.040,75;761,00
17.02.2020 09:45;17.02.2020 10:00;18.133,50;8.989,75;787,25
17.02.2020 10:00;17.02.2020 10:15;18.113,25;8.767,25;361,25
17.02.2020 10:15;17.02.2020 10:30;18.130,50;8.534,00;337,00
17.02.2020 10:30;17.02.2020 10:45;18.230,25;8.382,75;332,75
17.02.2020 10:45;17.02.2020 11:00;18.175,75;8.163,00;333,50
17.02.2020 11:00;17.02.2020 11:15;18.357,00;8.191,00;217,75
17.02.2020 11:15;17.02.2020 11:30;18.488,50;8.194,25;206,25
17.02.2020 11:30;17.02.2020 11:45;18.526,50;8.170,75;207,00
17.02.2020 11:45;17.02.2020 12:00;18.507,25;8.082,25;233,25
17.02.2020 12:00;17.02.2020 12:15;18.309,75;7.844,50;36,00
17.02.2020 12:15;17.02.2020 12:30;18.283,75;7.794,00;44,75
17.02.2020 12:30;17.02.2020 12:45;18.279,25;7.768,00;31,75
17.02.2020 12:45;17.02.2020 13:00;18.278,25;7.774,75;50,50
17.02.2020 13:00;17.02.2020 13:15;18.261,00;7.748,00;57,25
17.02.2020 13:15;17.02.2020 13:30;18.264,75;7.743,50;72,75
17.02.2020 13:30;17.02.2020 13:45;18.224,75;7.840,25;79,25
17.02.2020 13:45;17.02.2020 14:00;18.077,25;7.857,00;91,75
17.02.2020 14:00;17.02.2020 14:15;18.011,25;7.899,50;120,00
17.02.2020 14:15;17.02.2020 14:30;17.987,25;7.994,50;120,75
17.02.2020 14:30;17.02.2020 14:45;17.999,75;8.120,25;101,25
17.02.2020 14:45;17.02.2020 15:00;17.867,00;8.135,75;87,50
17.02.2020 15:00;17.02.2020 15:15;17.861,50;8.351,75;198,25
17.02.2020 15:15;17.02.2020 15:30;17.744,50;8.392,00;186,00
17.02.2020 15:30;17.02.2020 15:45;17.634,50;8.470,75;185,75
17.02.2020 15:45;17.02.2020 16:00;17.578,00;8.664,25;187,50
17.02.2020 16:00;17.02.2020 16:15;17.572,00;8.639,25;466,25
17.02.2020 16:15;17.02.2020 16:30;17.458,50;8.676,75;496,25
17.02.2020 16:30;17.02.2020 16:45;17.400,25;8.834,25;488,75
17.02.2020 16:45;17.02.2020 17:00;17.529,75;9.025,00;464,25
17.02.2020 17:00;17.02.2020 17:15;17.585,50;9.062,75;817,75
17.02.2020 17:15;17.02.2020 17:30;17.694,50;8.964,50;828,25
17.02.2020 17:30;17.02.2020 17:45;17.836,75;9.082,50;795,25
17.02.2020 17:45;17.02.2020 18:00;18.076,00;9.377,00;767,75
17.02.2020 18:00;17.02.2020 18:15;18.261,50;9.534,25;720,25
17.02.2020 18:15;17.02.2020 18:30;18.391,25;9.601,75;729,50
17.02.2020 18:30;17.02.2020 18:45;18.372,75;9.532,50;717,75
17.02.2020 18:45;17.02.2020 19:00;18.396,50;9.448,50;718,25
17.02.2020 19:00;17.02.2020 19:15;18.347,75;9.309,75;701,50
17.02.2020 19:15;17.02.2020 19:30;18.202,75;9.189,25;711,50
17.02.2020 19:30;17.02.2020 19:45;17.996,75;8.875,25;714,25
17.02.2020 19:45;17.02.2020 20:00;17.807,75;8.593,25;829,50
17.02.2020 20:00;17.02.2020 20:15;17.476,00;8.189,00;272,50
17.02.2020 20:15;17.02.2020 20:30;17.176,25;7.863,75;245,00
17.02.2020 20:30;17.02.2020 20:45;16.859,75;7.527,25;228,00
17.02.2020 20:45;17.02.2020 21:00;16.595,00;7.184,75;373,25
17.02.2020 21:00;17.02.2020 21:15;16.344,50;6.922,50;18,00
17.02.2020 21:15;17.02.2020 21:30;16.117,00;6.667,00;5,00
17.02.2020 21:30;17.02.2020 21:45;16.004,00;6.486,50;28,50
17.02.2020 21:45;17.02.2020 22:00;15.659,75;6.054,25;229,75
17.02.2020 22:00;17.02.2020 22:15;15.530,75;6.197,75;61,25
17.02.2020 22:15;17.02.2020 22:30;15.357,25;5.978,75;49,75
17.02.2020 22:30;17.02.2020 22:45;15.164,50;5.778,50;147,50
17.02.2020 22:45;17.02.2020 23:00;14.924,75;5.496,00;284,00
17.02.2020 23:00;17.02.2020 23:15;14.574,75;5.167,25;63,50
17.02.2020 23:15;17.02.2020 23:30;14.338,25;4.926,00;207,00
17.02.2020 23:30;17.02.2020 23:45;14.243,00;4.767,00;319,50
17.02.2020 23:45;18.02.2020 00:00;14.090,75;4.700,25;359,75
18.02.2020 00:00;18.02.2020 00:15;13.868,25;4.476,50;281,75
18.02.2020 00:15;18.02.2020 00:30;13.665,00;4.317,75;344,75
18.02.2020 00:30;18.02.2020 00:45;13.618,00;4.177,75;492,50
18.02.2020 00:45;18.02.2020 01:00;13.573,00;4.148,00;569,25
18.02.2020 01:00;18.02.2020 01:15;13.459,00;3.974,00;526,25
18.02.2020 01:15;18.02.2020 01:30;13.340,25;3.700,50;605,75
18.02.2020 01:30;18.02.2020 01:45;13.323,75;3.665,75;657,00
18.02.2020 01:45;18.02.2020 02:00;13.293,50;3.586,00;740,75
18.02.2020 02:00;18.02.2020 02:15;13.238,00;3.561,50;693,50
18.02.2020 02:15;18.02.2020 02:30;13.288,75;3.651,50;667,75
18.02.2020 02:30;18.02.2020 02:45;13.287,50;3.589,00;683,50
18.02.2020 02:45;18.02.2020 03:00;13.297,50;3.668,75;659,00
18.02.2020 03:00;18.02.2020 03:15;13.262,75;3.663,25;637,75
18.02.2020 03:15;18.02.2020 03:30;13.300,25;3.613,00;639,25
18.02.2020 03:30;18.02.2020 03:45;13.310,25;3.611,50;634,75
18.02.2020 03:45;18.02.2020 04:00;13.353,25;3.638,50;613,75
18.02.2020 04:00;18.02.2020 04:15;13.538,25;3.833,75;717,50
18.02.2020 04:15;18.02.2020 04:30;13.532,75;3.745,25;673,50
18.02.2020 04:30;18.02.2020 04:45;13.682,25;3.927,00;609,50
18.02.2020 04:45;18.02.2020 05:00;13.782,75;3.986,00;561,25
18.02.2020 05:00;18.02.2020 05:15;14.102,75;4.305,50;542,75
18.02.2020 05:15;18.02.2020 05:30;14.281,00;4.585,50;514,75
18.02.2020 05:30;18.02.2020 05:45;14.600,75;5.085,50;510,00
18.02.2020 05:45;18.02.2020 06:00;14.956,75;5.298,25;490,25
18.02.2020 06:00;18.02.2020 06:15;15.637,75;5.745,75;603,50
18.02.2020 06:15;18.02.2020 06:30;16.189,00;6.368,25;364,50
18.02.2020 06:30;18.02.2020 06:45;16.492,00;6.605,50;343,50
18.02.2020 06:45;18.02.2020 07:00;16.963,00;7.134,50;451,25
18.02.2020 07:00;18.02.2020 07:15;17.439,75;7.487,50;583,75
18.02.2020 07:15;18.02.2020 07:30;17.705,00;7.731,00;549,00
18.02.2020 07:30;18.02.2020 07:45;17.878,00;7.854,50;548,75
18.02.2020 07:45;18.02.2020 08:00;18.045,25;7.867,75;535,25
18.02.2020 08:00;18.02.2020 08:15;18.299,50;7.940,25;338,25
18.02.2020 08:15;18.02.2020 08:30;18.429,00;7.917,25;397,75
18.02.2020 08:30;18.02.2020 08:45;18.477,75;7.826,25;435,50
18.02.2020 08:45;18.02.2020 09:00;18.393,75;7.522,50;361,25
18.02.2020 09:00;18.02.2020 09:15;18.298,50;7.275,75;326,50
18.02.2020 09:15;18.02.2020 09:30;18.332,75;6.986,25;118,00
18.02.2020 09:30;18.02.2020 09:45;18.423,75;6.791,25;131,25
18.02.2020 09:45;18.02.2020 10:00;18.555,25;6.687,75;166,25
18.02.2020 10:00;18.02.2020 10:15;18.530,75;6.470,50;116,75
18.02.2020 10:15;18.02.2020 10:30;18.631,50;6.314,25;117,50
18.02.2020 10:30;18.02.2020 10:45;18.670,00;6.151,25;103,00
18.02.2020 10:45;18.02.2020 11:00;18.794,50;6.162,00;138,00
18.02.2020 11:00;18.02.2020 11:15;18.722,50;6.060,25;151,00
18.02.2020 11:15;18.02.2020 11:30;18.820,25;6.010,00;68,50
18.02.2020 11:30;18.02.2020 11:45;18.819,75;5.570,25;46,00
18.02.2020 11:45;18.02.2020 12:00;18.778,25;5.568,75;48,00
18.02.2020 12:00;18.02.2020 12:15;18.727,50;5.850,25;62,50
18.02.2020 12:15;18.02.2020 12:30;18.730,00;5.928,25;55,50
18.02.2020 12:30;18.02.2020 12:45;18.800,25;6.186,25;47,00
18.02.2020 12:45;18.02.2020 13:00;18.782,75;6.182,50;45,00
18.02.2020 13:00;18.02.2020 13:15;18.833,75;6.177,25;257,50
18.02.2020 13:15;18.02.2020 13:30;18.718,50;6.253,75;261,50
18.02.2020 13:30;18.02.2020 13:45;18.638,50;6.256,50;264,75
18.02.2020 13:45;18.02.2020 14:00;18.446,25;6.289,75;225,25
18.02.2020 14:00;18.02.2020 14:15;18.271,25;6.160,50;177,75
18.02.2020 14:15;18.02.2020 14:30;18.271,00;6.431,25;164,50
18.02.2020 14:30;18.02.2020 14:45;18.160,75;6.593,75;134,00
18.02.2020 14:45;18.02.2020 15:00;18.131,50;6.836,00;140,75
18.02.2020 15:00;18.02.2020 15:15;18.085,25;6.959,50;125,25
18.02.2020 15:15;18.02.2020 15:30;17.979,00;7.233,75;111,00
18.02.2020 15:30;18.02.2020 15:45;17.883,00;7.498,25;83,00
18.02.2020 15:45;18.02.2020 16:00;17.849,50;7.827,50;67,25
18.02.2020 16:00;18.02.2020 16:15;17.667,00;7.900,00;282,50
18.02.2020 16:15;18.02.2020 16:30;17.560,25;7.932,25;388,25
18.02.2020 16:30;18.02.2020 16:45;17.526,75;8.206,75;312,75
18.02.2020 16:45;18.02.2020 17:00;17.556,75;8.409,75;420,75
18.02.2020 17:00;18.02.2020 17:15;17.701,50;8.725,25;491,00
18.02.2020 17:15;18.02.2020 17:30;17.733,75;8.852,00;445,75
18.02.2020 17:30;18.02.2020 17:45;17.959,25;9.081,50;517,75
18.02.2020 17:45;18.02.2020 18:00;18.226,25;9.301,75;523,50
18.02.2020 18:00;18.02.2020 18:15;18.505,75;9.583,75;597,75
18.02.2020 18:15;18.02.2020 18:30;18.577,25;9.584,00;651,75
18.02.2020 18:30;18.02.2020 18:45;18.637,75;9.609,00;711,75
18.02.2020 18:45;18.02.2020 19:00;18.601,75;9.581,50;657,25
18.02.2020 19:00;18.02.2020 19:15;18.540,50;9.367,00;617,25
18.02.2020 19:15;18.02.2020 19:30;18.415,50;9.139,75;549,00
18.02.2020 19:30;18.02.2020 19:45;18.254,00;8.948,75;580,50
18.02.2020 19:45;18.02.2020 20:00;18.059,75;8.646,00;590,00
18.02.2020 20:00;18.02.2020 20:15;17.742,50;8.189,50;728,50
18.02.2020 20:15;18.02.2020 20:30;17.486,25;7.980,75;809,25
18.02.2020 20:30;18.02.2020 20:45;17.247,50;7.659,00;952,00
18.02.2020 20:45;18.02.2020 21:00;16.951,50;7.348,25;883,25
18.02.2020 21:00;18.02.2020 21:15;16.725,25;7.086,25;708,00
18.02.2020 21:15;18.02.2020 21:30;16.525,25;6.748,75;627,50
18.02.2020 21:30;18.02.2020 21:45;16.259,50;6.471,00;656,75
18.02.2020 21:45;18.02.2020 22:00;16.006,25;6.139,50;713,00
18.02.2020 22:00;18.02.2020 22:15;15.984,25;6.355,50;384,75
18.02.2020 22:15;18.02.2020 22:30;15.741,00;6.058,50;224,50
18.02.2020 22:30;18.02.2020 22:45;15.485,75;5.836,50;357,75
18.02.2020 22:45;18.02.2020 23:00;15.188,00;5.539,25;521,75
18.02.2020 23:00;18.02.2020 23:15;15.054,25;5.454,50;284,25
18.02.2020 23:15;18.02.2020 23:30;14.814,25;5.142,50;273,00
18.02.2020 23:30;18.02.2020 23:45;14.569,00;5.008,00;348,75
18.02.2020 23:45;19.02.2020 00:00;14.322,00;4.699,50;440,50
19.02.2020 00:00;19.02.2020 00:15;13.863,00;4.306,25;253,00
19.02.2020 00:15;19.02.2020 00:30;13.712,75;4.227,75;188,25
19.02.2020 00:30;19.02.2020 00:45;13.573,50;4.160,50;252,50
19.02.2020 00:45;19.02.2020 01:00;13.410,25;4.015,75;339,00
19.02.2020 01:00;19.02.2020 01:15;13.416,75;4.128,75;346,50
19.02.2020 01:15;19.02.2020 01:30;13.372,75;4.121,75;386,75
19.02.2020 01:30;19.02.2020 01:45;13.250,25;3.979,75;394,25
19.02.2020 01:45;19.02.2020 02:00;13.178,25;3.916,75;432,25
19.02.2020 02:00;19.02.2020 02:15;13.189,00;3.971,75;576,50
19.02.2020 02:15;19.02.2020 02:30;13.111,00;3.922,75;614,75
19.02.2020 02:30;19.02.2020 02:45;13.192,25;4.042,50;614,50
19.02.2020 02:45;19.02.2020 03:00;13.182,00;4.076,50;608,00
19.02.2020 03:00;19.02.2020 03:15;13.250,50;4.197,25;675,50
19.02.2020 03:15;19.02.2020 03:30;13.284,75;4.364,50;656,25
19.02.2020 03:30;19.02.2020 03:45;13.315,50;4.362,25;653,50
19.02.2020 03:45;19.02.2020 04:00;13.366,75;4.304,25;688,25
19.02.2020 04:00;19.02.2020 04:15;13.475,00;4.509,25;663,25
19.02.2020 04:15;19.02.2020 04:30;13.564,50;4.610,25;651,75
19.02.2020 04:30;19.02.2020 04:45;13.700,25;4.760,25;551,50
19.02.2020 04:45;19.02.2020 05:00;13.835,25;4.947,75;495,25
19.02.2020 05:00;19.02.2020 05:15;13.988,50;5.110,75;494,00
19.02.2020 05:15;19.02.2020 05:30;14.194,25;5.321,50;410,25
19.02.2020 05:30;19.02.2020 05:45;14.453,25;5.780,25;346,50
19.02.2020 05:45;19.02.2020 06:00;14.897,75;6.212,75;202,25
19.02.2020 06:00;19.02.2020 06:15;15.624,25;6.813,25;354,50
19.02.2020 06:15;19.02.2020 06:30;16.121,00;7.296,25;113,75
19.02.2020 06:30;19.02.2020 06:45;16.615,75;7.725,50;56,00
19.02.2020 06:45;19.02.2020 07:00;17.024,50;8.067,25;58,75
19.02.2020 07:00;19.02.2020 07:15;17.398,75;8.481,50;792,50
19.02.2020 07:15;19.02.2020 07:30;17.635,75;8.633,75;747,75
19.02.2020 07:30;19.02.2020 07:45;17.720,50;8.742,75;764,75
19.02.2020 07:45;19.02.2020 08:00;17.821,75;8.798,50;695,25
19.02.2020 08:00;19.02.2020 08:15;18.177,25;9.265,00;692,75
19.02.2020 08:15;19.02.2020 08:30;18.259,50;9.306,75;689,00
19.02.2020 08:30;19.02.2020 08:45;18.285,75;9.410,50;725,75
19.02.2020 08:45;19.02.2020 09:00;18.236,25;9.386,00;702,50
19.02.2020 09:00;19.02.2020 09:15;18.075,00;9.072,75;722,00
19.02.2020 09:15;19.02.2020 09:30;18.088,50;8.951,00;707,25
19.02.2020 09:30;19.02.2020 09:45;18.171,75;8.830,25;699,25
19.02.2020 09:45;19.02.2020 10:00;18.226,00;8.800,25;715,25
19.02.2020 10:00;19.02.2020 10:15;18.253,25;8.691,75;325,50
19.02.2020 10:15;19.02.2020 10:30;18.412,00;8.654,25;390,25
19.02.2020 10:30;19.02.2020 10:45;18.442,25;8.503,00;366,00
19.02.2020 10:45;19.02.2020 11:00;18.529,75;8.416,50;373,50
19.02.2020 11:00;19.02.2020 11:15;18.572,50;8.359,25;71,75
19.02.2020 11:15;19.02.2020 11:30;18.670,50;8.171,75;72,25
19.02.2020 11:30;19.02.2020 11:45;18.728,25;8.081,00;101,25
19.02.2020 11:45;19.02.2020 12:00;18.718,50;7.831,75;185,75
19.02.2020 12:00;19.02.2020 12:15;18.544,75;7.444,25;277,50
19.02.2020 12:15;19.02.2020 12:30;18.458,00;7.029,50;378,00
19.02.2020 12:30;19.02.2020 12:45;18.520,00;6.859,75;411,00
19.02.2020 12:45;19.02.2020 13:00;18.587,50;7.024,25;435,25
19.02.2020 13:00;19.02.2020 13:15;18.780,25;7.093,25;215,00
19.02.2020 13:15;19.02.2020 13:30;18.629,75;7.032,25;187,00
19.02.2020 13:30;19.02.2020 13:45;18.428,00;6.834,25;220,00
19.02.2020 13:45;19.02.2020 14:00;18.247,00;6.620,75;285,75
19.02.2020 14:00;19.02.2020 14:15;18.161,75;6.552,75;255,25
19.02.2020 14:15;19.02.2020 14:30;18.011,75;6.380,25;239,00
19.02.2020 14:30;19.02.2020 14:45;18.002,50;6.481,75;214,50
19.02.2020 14:45;19.02.2020 15:00;17.987,50;6.637,00;138,75
19.02.2020 15:00;19.02.2020 15:15;18.118,25;7.021,50;163,25
19.02.2020 15:15;19.02.2020 15:30;17.952,75;7.179,25;124,50
19.02.2020 15:30;19.02.2020 15:45;17.855,75;7.478,00;90,00
19.02.2020 15:45;19.02.2020 16:00;17.704,25;7.638,25;61,25
19.02.2020 16:00;19.02.2020 16:15;17.495,25;7.746,00;155,75
19.02.2020 16:15;19.02.2020 16:30;17.389,75;7.891,50;82,00
19.02.2020 16:30;19.02.2020 16:45;17.346,75;8.112,00;60,50
