Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.01.2020 09:45;01.01.2020 10:00;10.871,50;7.864,25;503,50
01.01.2020 10:00;01.01.2020 10:15;10.973,25;7.730,75;567,75
01.01.2020 10:15;01.01.2020 10:30;11.069,00;7.619,50;636,25
01.01.2020 10:30;01.01.2020 10:45;11.192,75;7.547,25;692,50
01.01.2020 10:45;01.01.2020 11:00;11.318,00;7.471,75;714,50
01.01.2020 11:00;01.01.2020 11:15;11.501,00;7.458,75;771,50
01.01.2020 11:15;01.01.2020 11:30;11.636,25;7.433,75;725,00
01.01.2020 11:30;01.01.2020 11:45;11.736,75;7.360,75;660,50
01.01.2020 11:45;01.01.2020 12:00;11.788,25;7.295,00;703,75
01.01.2020 12:00;01.01.2020 12:15;11.959,50;7.416,50;631,00
01.01.2020 12:15;01.01.2020 12:30;12.026,25;7.384,75;554,00
01.01.2020 12:30;01.01.2020 12:45;12.019,25;7.318,75;683,00
01.01.2020 12:45;01.01.2020 13:00;11.984,00;7.264,75;641,50
01.01.2020 13:00;01.01.2020 13:15;11.992,00;7.308,50;565,75
01.01.2020 13:15;01.01.2020 13:30;11.943,50;7.357,00;480,00
01.01.2020 13:30;01.01.2020 13:45;11.925,25;7.429,00;380,00
01.01.2020 13:45;01.01.2020 14:00;11.862,50;7.581,75;324,25
01.01.2020 14:00;01.01.2020 14:15;11.662,50;7.622,75;344,75
01.01.2020 14:15;01.01.2020 14:30;11.575,50;7.807,75;247,25
01.01.2020 14:30;01.01.2020 14:45;11.450,50;7.963,00;77,25
01.01.2020 14:45;01.01.2020 15:00;11.444,75;8.260,00;56,25
01.01.2020 15:00;01.01.2020 15:15;11.541,25;8.652,75;65,75
01.01.2020 15:15;01.01.2020 15:30;11.518,50;8.961,25;86,75
01.01.2020 15:30;01.01.2020 15:45;11.563,50;9.269,50;90,75
01.01.2020 15:45;01.01.2020 16:00;11.652,00;9.552,25;76,50
01.01.2020 16:00;01.01.2020 16:15;11.834,25;9.801,50;64,25
01.01.2020 16:15;01.01.2020 16:30;12.047,50;9.953,75;63,75
01.01.2020 16:30;01.01.2020 16:45;12.413,00;10.216,50;62,50
01.01.2020 16:45;01.01.2020 17:00;12.775,00;10.460,25;69,50
01.01.2020 17:00;01.01.2020 17:15;13.090,25;10.634,75;689,75
01.01.2020 17:15;01.01.2020 17:30;13.208,00;10.638,25;714,25
01.01.2020 17:30;01.01.2020 17:45;13.334,75;10.621,00;723,75
01.01.2020 17:45;01.01.2020 18:00;13.414,75;10.604,00;740,00
01.01.2020 18:00;01.01.2020 18:15;13.519,25;10.606,25;810,25
01.01.2020 18:15;01.01.2020 18:30;13.475,50;10.418,50;798,50
01.01.2020 18:30;01.01.2020 18:45;13.495,75;10.305,50;809,00
01.01.2020 18:45;01.01.2020 19:00;13.382,50;10.098,25;853,00
01.01.2020 19:00;01.01.2020 19:15;13.362,00;9.995,50;841,25
01.01.2020 19:15;01.01.2020 19:30;13.192,00;9.817,00;866,50
01.01.2020 19:30;01.01.2020 19:45;13.114,50;9.704,50;860,00
01.01.2020 19:45;01.01.2020 20:00;12.967,25;9.493,00;861,50
01.01.2020 20:00;01.01.2020 20:15;12.853,75;9.353,25;553,25
01.01.2020 20:15;01.01.2020 20:30;12.714,75;9.228,75;490,00
01.01.2020 20:30;01.01.2020 20:45;12.541,75;9.006,00;534,25
01.01.2020 20:45;01.01.2020 21:00;12.406,75;8.900,00;551,00
01.01.2020 21:00;01.01.2020 21:15;12.363,25;8.829,00;163,25
01.01.2020 21:15;01.01.2020 21:30;12.284,00;8.733,25;125,00
01.01.2020 21:30;01.01.2020 21:45;12.286,00;8.738,25;124,75
01.01.2020 21:45;01.01.2020 22:00;12.187,25;8.650,50;117,75
01.01.2020 22:00;01.01.2020 22:15;12.291,75;8.908,50;54,50
01.01.2020 22:15;01.01.2020 22:30;12.159,75;8.928,25;31,00
01.01.2020 22:30;01.01.2020 22:45;11.975,25;8.833,75;31,75
01.01.2020 22:45;01.01.2020 23:00;11.778,25;8.674,75;31,25
01.01.2020 23:00;01.01.2020 23:15;11.592,50;8.497,25;3,25
01.01.2020 23:15;01.01.2020 23:30;11.457,50;8.325,00;3,00
01.01.2020 23:30;01.01.2020 23:45;11.261,75;8.164,25;3,00
01.01.2020 23:45;02.01.2020 00:00;11.099,00;8.000,75;81,25
02.01.2020 00:00;02.01.2020 00:15;11.087,50;7.974,00;87,25
02.01.2020 00:15;02.01.2020 00:30;11.045,25;7.915,00;181,25
02.01.2020 00:30;02.01.2020 00:45;10.991,75;7.884,50;331,75
02.01.2020 00:45;02.01.2020 01:00;10.847,25;7.787,25;398,00
02.01.2020 01:00;02.01.2020 01:15;10.728,75;7.714,00;335,75
02.01.2020 01:15;02.01.2020 01:30;10.650,50;7.657,25;363,75
02.01.2020 01:30;02.01.2020 01:45;10.583,00;7.572,75;382,00
02.01.2020 01:45;02.01.2020 02:00;10.574,75;7.548,00;390,50
02.01.2020 02:00;02.01.2020 02:15;10.525,00;7.514,25;479,00
02.01.2020 02:15;02.01.2020 02:30;10.464,75;7.447,75;519,75
02.01.2020 02:30;02.01.2020 02:45;10.471,00;7.457,25;523,00
02.01.2020 02:45;02.01.2020 03:00;10.458,50;7.498,00;547,00
02.01.2020 03:00;02.01.2020 03:15;10.510,50;7.580,25;601,50
02.01.2020 03:15;02.01.2020 03:30;10.436,00;7.546,50;661,75
02.01.2020 03:30;02.01.2020 03:45;10.481,00;7.615,00;748,50
02.01.2020 03:45;02.01.2020 04:00;10.541,00;7.659,00;721,75
02.01.2020 04:00;02.01.2020 04:15;10.635,25;7.786,25;754,25
02.01.2020 04:15;02.01.2020 04:30;10.684,75;7.826,00;677,00
02.01.2020 04:30;02.01.2020 04:45;10.821,50;7.921,75;617,25
02.01.2020 04:45;02.01.2020 05:00;10.926,50;7.995,75;570,75
02.01.2020 05:00;02.01.2020 05:15;11.141,75;8.183,25;420,25
02.01.2020 05:15;02.01.2020 05:30;11.223,00;8.219,25;353,75
02.01.2020 05:30;02.01.2020 05:45;11.442,75;8.429,50;307,50
02.01.2020 05:45;02.01.2020 06:00;11.588,00;8.492,00;166,75
02.01.2020 06:00;02.01.2020 06:15;11.958,00;8.774,50;438,00
02.01.2020 06:15;02.01.2020 06:30;12.296,00;9.040,75;491,00
02.01.2020 06:30;02.01.2020 06:45;12.599,50;9.259,75;479,75
02.01.2020 06:45;02.01.2020 07:00;12.959,00;9.524,50;318,25
02.01.2020 07:00;02.01.2020 07:15;13.309,75;9.839,50;968,50
02.01.2020 07:15;02.01.2020 07:30;13.583,00;10.068,00;912,25
02.01.2020 07:30;02.01.2020 07:45;13.846,00;10.284,00;822,50
02.01.2020 07:45;02.01.2020 08:00;14.059,50;10.521,50;820,00
02.01.2020 08:00;02.01.2020 08:15;14.366,75;10.820,50;839,50
02.01.2020 08:15;02.01.2020 08:30;14.443,50;10.867,50;811,00
02.01.2020 08:30;02.01.2020 08:45;14.610,25;10.941,00;847,00
02.01.2020 08:45;02.01.2020 09:00;14.761,75;10.842,75;843,00
02.01.2020 09:00;02.01.2020 09:15;14.919,25;10.729,50;721,50
02.01.2020 09:15;02.01.2020 09:30;15.012,25;10.613,50;557,00
02.01.2020 09:30;02.01.2020 09:45;15.078,75;10.442,25;541,25
02.01.2020 09:45;02.01.2020 10:00;15.114,00;10.333,00;535,75
02.01.2020 10:00;02.01.2020 10:15;15.208,50;10.258,25;31,50
02.01.2020 10:15;02.01.2020 10:30;15.214,25;10.055,25;20,25
02.01.2020 10:30;02.01.2020 10:45;15.310,25;9.985,50;18,25
02.01.2020 10:45;02.01.2020 11:00;15.394,50;9.881,00;22,50
02.01.2020 11:00;02.01.2020 11:15;15.402,75;9.839,50;31,25
02.01.2020 11:15;02.01.2020 11:30;15.463,75;9.852,50;37,25
02.01.2020 11:30;02.01.2020 11:45;15.516,00;9.898,75;37,75
02.01.2020 11:45;02.01.2020 12:00;15.565,00;9.926,75;40,50
02.01.2020 12:00;02.01.2020 12:15;15.592,00;9.982,50;83,75
02.01.2020 12:15;02.01.2020 12:30;15.540,50;9.972,00;101,00
02.01.2020 12:30;02.01.2020 12:45;15.556,25;10.014,25;93,25
02.01.2020 12:45;02.01.2020 13:00;15.495,50;10.110,25;108,00
02.01.2020 13:00;02.01.2020 13:15;15.443,00;10.188,00;78,25
02.01.2020 13:15;02.01.2020 13:30;15.394,00;10.168,75;107,00
02.01.2020 13:30;02.01.2020 13:45;15.313,00;10.165,00;129,00
02.01.2020 13:45;02.01.2020 14:00;15.186,00;10.126,00;100,25
02.01.2020 14:00;02.01.2020 14:15;15.140,75;10.208,00;92,75
02.01.2020 14:15;02.01.2020 14:30;15.123,50;10.402,25;125,00
02.01.2020 14:30;02.01.2020 14:45;15.086,25;10.436,75;106,75
02.01.2020 14:45;02.01.2020 15:00;15.022,25;10.454,75;190,75
02.01.2020 15:00;02.01.2020 15:15;15.099,00;10.708,50;84,25
02.01.2020 15:15;02.01.2020 15:30;15.084,50;10.796,50;57,50
02.01.2020 15:30;02.01.2020 15:45;15.108,25;10.963,50;49,50
02.01.2020 15:45;02.01.2020 16:00;15.156,50;11.037,25;35,50
02.01.2020 16:00;02.01.2020 16:15;15.280,50;11.134,25;143,25
02.01.2020 16:15;02.01.2020 16:30;15.436,50;11.191,00;178,25
02.01.2020 16:30;02.01.2020 16:45;15.646,75;11.321,50;113,50
02.01.2020 16:45;02.01.2020 17:00;15.927,25;11.503,25;155,00
02.01.2020 17:00;02.01.2020 17:15;16.184,50;11.606,25;410,75
02.01.2020 17:15;02.01.2020 17:30;16.278,75;11.516,50;451,75
02.01.2020 17:30;02.01.2020 17:45;16.367,00;11.424,75;459,00
02.01.2020 17:45;02.01.2020 18:00;16.404,75;11.336,25;440,75
02.01.2020 18:00;02.01.2020 18:15;16.388,50;11.225,00;633,75
02.01.2020 18:15;02.01.2020 18:30;16.371,25;11.041,25;624,75
02.01.2020 18:30;02.01.2020 18:45;16.326,50;10.876,00;612,50
02.01.2020 18:45;02.01.2020 19:00;16.273,00;10.706,00;628,25
02.01.2020 19:00;02.01.2020 19:15;16.171,25;10.537,25;312,50
02.01.2020 19:15;02.01.2020 19:30;16.053,00;10.364,50;189,50
02.01.2020 19:30;02.01.2020 19:45;15.964,75;10.239,75;186,25
02.01.2020 19:45;02.01.2020 20:00;15.812,00;10.056,50;312,00
02.01.2020 20:00;02.01.2020 20:15;15.512,50;9.717,25;97,25
02.01.2020 20:15;02.01.2020 20:30;15.135,50;9.274,75;54,50
02.01.2020 20:30;02.01.2020 20:45;14.912,75;9.001,25;62,25
02.01.2020 20:45;02.01.2020 21:00;14.715,50;8.712,00;55,25
02.01.2020 21:00;02.01.2020 21:15;14.532,25;8.502,25;97,00
02.01.2020 21:15;02.01.2020 21:30;14.456,50;8.368,50;136,25
02.01.2020 21:30;02.01.2020 21:45;14.275,50;8.136,25;79,00
02.01.2020 21:45;02.01.2020 22:00;14.195,50;8.036,25;216,50
02.01.2020 22:00;02.01.2020 22:15;14.231,25;8.110,25;288,25
02.01.2020 22:15;02.01.2020 22:30;14.039,00;7.831,75;380,75
02.01.2020 22:30;02.01.2020 22:45;13.775,50;7.594,50;439,75
02.01.2020 22:45;02.01.2020 23:00;13.571,25;7.393,50;476,50
02.01.2020 23:00;02.01.2020 23:15;13.356,00;7.176,75;372,25
02.01.2020 23:15;02.01.2020 23:30;13.116,75;6.914,25;251,50
02.01.2020 23:30;02.01.2020 23:45;12.911,00;6.654,50;264,25
02.01.2020 23:45;03.01.2020 00:00;12.758,25;6.434,25;383,00
03.01.2020 00:00;03.01.2020 00:15;12.481,25;6.099,50;196,75
03.01.2020 00:15;03.01.2020 00:30;12.298,50;5.820,50;454,25
03.01.2020 00:30;03.01.2020 00:45;12.270,25;5.708,00;690,50
03.01.2020 00:45;03.01.2020 01:00;12.105,00;5.442,75;835,75
03.01.2020 01:00;03.01.2020 01:15;12.041,25;5.279,75;609,75
03.01.2020 01:15;03.01.2020 01:30;11.928,00;5.117,00;723,75
03.01.2020 01:30;03.01.2020 01:45;11.903,75;5.017,50;780,00
03.01.2020 01:45;03.01.2020 02:00;11.808,50;4.873,00;803,75
03.01.2020 02:00;03.01.2020 02:15;11.830,50;4.857,75;672,75
03.01.2020 02:15;03.01.2020 02:30;11.702,00;4.666,75;683,25
03.01.2020 02:30;03.01.2020 02:45;11.703,00;4.631,25;720,75
03.01.2020 02:45;03.01.2020 03:00;11.673,25;4.564,50;768,75
03.01.2020 03:00;03.01.2020 03:15;11.682,50;4.512,25;790,50
03.01.2020 03:15;03.01.2020 03:30;11.678,25;4.450,50;868,50
03.01.2020 03:30;03.01.2020 03:45;11.696,75;4.389,00;926,25
03.01.2020 03:45;03.01.2020 04:00;11.751,75;4.343,50;1.004,75
03.01.2020 04:00;03.01.2020 04:15;11.816,00;4.311,00;926,50
03.01.2020 04:15;03.01.2020 04:30;11.873,00;4.294,75;995,75
03.01.2020 04:30;03.01.2020 04:45;11.976,00;4.348,00;987,00
03.01.2020 04:45;03.01.2020 05:00;12.046,75;4.373,75;971,50
03.01.2020 05:00;03.01.2020 05:15;12.242,50;4.462,25;866,25
03.01.2020 05:15;03.01.2020 05:30;12.340,50;4.483,75;796,75
03.01.2020 05:30;03.01.2020 05:45;12.524,00;4.649,75;739,50
03.01.2020 05:45;03.01.2020 06:00;12.715,00;4.792,25;725,00
03.01.2020 06:00;03.01.2020 06:15;13.037,00;4.882,25;795,25
03.01.2020 06:15;03.01.2020 06:30;13.298,50;5.060,50;677,00
03.01.2020 06:30;03.01.2020 06:45;13.555,50;5.254,00;598,00
03.01.2020 06:45;03.01.2020 07:00;13.804,00;5.441,75;462,25
03.01.2020 07:00;03.01.2020 07:15;14.069,25;5.704,25;377,25
03.01.2020 07:15;03.01.2020 07:30;14.306,75;5.930,75;369,75
03.01.2020 07:30;03.01.2020 07:45;14.611,75;6.109,25;318,50
03.01.2020 07:45;03.01.2020 08:00;14.824,00;6.319,00;254,00
03.01.2020 08:00;03.01.2020 08:15;15.037,00;6.526,00;942,50
03.01.2020 08:15;03.01.2020 08:30;15.169,50;6.623,75;898,75
03.01.2020 08:30;03.01.2020 08:45;15.291,00;6.805,00;897,25
03.01.2020 08:45;03.01.2020 09:00;15.360,25;6.750,25;883,00
03.01.2020 09:00;03.01.2020 09:15;15.517,50;6.847,00;292,50
03.01.2020 09:15;03.01.2020 09:30;15.636,00;6.873,00;265,50
03.01.2020 09:30;03.01.2020 09:45;15.766,50;6.977,50;265,75
03.01.2020 09:45;03.01.2020 10:00;15.803,00;6.948,25;251,00
03.01.2020 10:00;03.01.2020 10:15;15.897,75;7.023,50;212,50
03.01.2020 10:15;03.01.2020 10:30;15.934,75;6.840,00;227,25
03.01.2020 10:30;03.01.2020 10:45;15.959,25;6.745,50;228,75
03.01.2020 10:45;03.01.2020 11:00;16.006,75;6.692,75;225,75
03.01.2020 11:00;03.01.2020 11:15;16.176,75;6.844,75;144,00
03.01.2020 11:15;03.01.2020 11:30;16.266,25;6.902,50;130,00
03.01.2020 11:30;03.01.2020 11:45;16.330,00;6.979,50;128,25
03.01.2020 11:45;03.01.2020 12:00;16.340,25;7.004,00;129,50
03.01.2020 12:00;03.01.2020 12:15;16.363,00;7.137,25;245,00
03.01.2020 12:15;03.01.2020 12:30;16.332,25;7.320,50;234,75
03.01.2020 12:30;03.01.2020 12:45;16.275,50;7.423,00;257,75
03.01.2020 12:45;03.01.2020 13:00;16.196,50;7.317,25;223,50
03.01.2020 13:00;03.01.2020 13:15;16.133,50;7.307,50;71,25
03.01.2020 13:15;03.01.2020 13:30;16.008,25;7.242,50;90,25
03.01.2020 13:30;03.01.2020 13:45;15.948,25;7.253,25;90,00
03.01.2020 13:45;03.01.2020 14:00;15.749,25;6.948,75;169,75
03.01.2020 14:00;03.01.2020 14:15;15.821,75;6.997,25;179,25
03.01.2020 14:15;03.01.2020 14:30;15.696,75;6.985,50;134,75
03.01.2020 14:30;03.01.2020 14:45;15.667,25;7.139,00;145,25
03.01.2020 14:45;03.01.2020 15:00;15.628,25;7.268,00;204,75
03.01.2020 15:00;03.01.2020 15:15;15.608,00;7.267,75;153,75
03.01.2020 15:15;03.01.2020 15:30;15.574,25;7.298,25;138,00
03.01.2020 15:30;03.01.2020 15:45;15.581,75;7.298,50;148,75
03.01.2020 15:45;03.01.2020 16:00;15.545,00;7.142,25;154,75
03.01.2020 16:00;03.01.2020 16:15;15.653,00;7.166,75;404,75
03.01.2020 16:15;03.01.2020 16:30;15.647,00;7.179,00;367,25
03.01.2020 16:30;03.01.2020 16:45;15.830,00;7.327,25;377,75
03.01.2020 16:45;03.01.2020 17:00;16.040,00;7.469,75;317,50
03.01.2020 17:00;03.01.2020 17:15;16.251,25;7.705,25;712,25
03.01.2020 17:15;03.01.2020 17:30;16.290,00;7.697,75;709,25
03.01.2020 17:30;03.01.2020 17:45;16.303,75;7.550,75;685,00
03.01.2020 17:45;03.01.2020 18:00;16.318,25;7.449,50;675,50
03.01.2020 18:00;03.01.2020 18:15;16.338,50;7.419,50;636,00
03.01.2020 18:15;03.01.2020 18:30;16.240,50;7.272,25;637,75
03.01.2020 18:30;03.01.2020 18:45;16.202,50;7.211,75;642,25
03.01.2020 18:45;03.01.2020 19:00;16.123,50;7.070,75;681,50
03.01.2020 19:00;03.01.2020 19:15;15.980,25;6.997,25;627,25
03.01.2020 19:15;03.01.2020 19:30;15.852,75;6.865,50;681,25
03.01.2020 19:30;03.01.2020 19:45;15.709,75;6.839,25;672,25
03.01.2020 19:45;03.01.2020 20:00;15.492,50;6.809,00;669,75
03.01.2020 20:00;03.01.2020 20:15;15.162,25;6.503,25;197,00
03.01.2020 20:15;03.01.2020 20:30;14.931,75;6.271,00;210,50
03.01.2020 20:30;03.01.2020 20:45;14.736,75;6.061,25;195,25
03.01.2020 20:45;03.01.2020 21:00;14.496,25;5.811,75;210,00
03.01.2020 21:00;03.01.2020 21:15;14.220,50;5.644,00;139,25
03.01.2020 21:15;03.01.2020 21:30;14.112,25;5.634,50;118,00
03.01.2020 21:30;03.01.2020 21:45;13.935,50;5.581,75;152,50
03.01.2020 21:45;03.01.2020 22:00;13.788,50;5.419,25;155,25
03.01.2020 22:00;03.01.2020 22:15;13.807,00;5.503,00;114,50
03.01.2020 22:15;03.01.2020 22:30;13.743,25;5.404,25;111,75
03.01.2020 22:30;03.01.2020 22:45;13.564,00;5.246,50;200,00
03.01.2020 22:45;03.01.2020 23:00;13.383,50;5.099,50;293,75
03.01.2020 23:00;03.01.2020 23:15;13.181,25;4.971,75;173,50
03.01.2020 23:15;03.01.2020 23:30;12.968,00;4.719,25;204,25
03.01.2020 23:30;03.01.2020 23:45;12.703,50;4.520,50;344,25
03.01.2020 23:45;04.01.2020 00:00;12.618,50;4.560,75;342,25
04.01.2020 00:00;04.01.2020 00:15;12.495,00;4.487,25;182,25
04.01.2020 00:15;04.01.2020 00:30;12.220,25;4.231,75;208,75
04.01.2020 00:30;04.01.2020 00:45;12.040,25;4.034,75;279,00
04.01.2020 00:45;04.01.2020 01:00;12.034,00;4.037,75;342,25
04.01.2020 01:00;04.01.2020 01:15;11.810,00;3.942,75;294,25
04.01.2020 01:15;04.01.2020 01:30;11.676,00;3.940,50;281,50
04.01.2020 01:30;04.01.2020 01:45;11.535,00;3.859,50;319,75
04.01.2020 01:45;04.01.2020 02:00;11.553,75;3.967,75;370,50
04.01.2020 02:00;04.01.2020 02:15;11.506,25;3.985,50;317,00
04.01.2020 02:15;04.01.2020 02:30;11.372,00;3.949,00;367,75
04.01.2020 02:30;04.01.2020 02:45;11.426,00;4.062,25;411,00
04.01.2020 02:45;04.01.2020 03:00;11.359,25;4.081,25;417,50
04.01.2020 03:00;04.01.2020 03:15;11.314,75;4.046,50;467,25
04.01.2020 03:15;04.01.2020 03:30;11.285,00;3.971,75;608,50
04.01.2020 03:30;04.01.2020 03:45;11.303,00;3.964,75;650,00
04.01.2020 03:45;04.01.2020 04:00;11.374,50;3.953,00;635,50
04.01.2020 04:00;04.01.2020 04:15;11.463,25;3.943,25;553,75
04.01.2020 04:15;04.01.2020 04:30;11.476,25;3.847,00;561,00
04.01.2020 04:30;04.01.2020 04:45;11.572,00;3.845,50;569,00
04.01.2020 04:45;04.01.2020 05:00;11.576,75;3.749,00;619,50
04.01.2020 05:00;04.01.2020 05:15;11.638,75;3.682,25;572,50
04.01.2020 05:15;04.01.2020 05:30;11.667,50;3.604,25;656,25
04.01.2020 05:30;04.01.2020 05:45;11.658,25;3.494,00;740,00
04.01.2020 05:45;04.01.2020 06:00;11.658,00;3.355,25;776,50
04.01.2020 06:00;04.01.2020 06:15;11.662,75;3.078,50;793,25
04.01.2020 06:15;04.01.2020 06:30;11.684,75;3.054,75;598,50
04.01.2020 06:30;04.01.2020 06:45;11.773,75;3.118,00;591,75
04.01.2020 06:45;04.01.2020 07:00;11.937,50;3.242,75;585,75
04.01.2020 07:00;04.01.2020 07:15;12.181,50;3.408,75;608,75
04.01.2020 07:15;04.01.2020 07:30;12.322,50;3.496,75;572,50
04.01.2020 07:30;04.01.2020 07:45;12.607,00;3.682,25;399,50
04.01.2020 07:45;04.01.2020 08:00;12.807,25;3.841,75;254,50
04.01.2020 08:00;04.01.2020 08:15;13.037,00;4.038,00;217,00
04.01.2020 08:15;04.01.2020 08:30;13.143,25;4.077,00;160,25
04.01.2020 08:30;04.01.2020 08:45;13.321,75;4.127,75;197,75
04.01.2020 08:45;04.01.2020 09:00;13.553,75;4.209,75;207,00
04.01.2020 09:00;04.01.2020 09:15;13.841,50;4.335,25;263,00
04.01.2020 09:15;04.01.2020 09:30;14.024,75;4.364,75;284,75
04.01.2020 09:30;04.01.2020 09:45;14.191,50;4.367,75;281,25
04.01.2020 09:45;04.01.2020 10:00;14.384,75;4.390,00;302,00
04.01.2020 10:00;04.01.2020 10:15;14.620,25;4.496,50;368,50
04.01.2020 10:15;04.01.2020 10:30;14.749,00;4.530,50;334,25
04.01.2020 10:30;04.01.2020 10:45;14.858,00;4.539,00;337,75
04.01.2020 10:45;04.01.2020 11:00;14.967,00;4.509,25;341,75
04.01.2020 11:00;04.01.2020 11:15;15.018,50;4.481,25;125,25
04.01.2020 11:15;04.01.2020 11:30;15.161,50;4.546,00;135,00
04.01.2020 11:30;04.01.2020 11:45;15.292,25;4.538,50;85,75
04.01.2020 11:45;04.01.2020 12:00;15.338,00;4.503,75;80,00
04.01.2020 12:00;04.01.2020 12:15;15.342,00;4.460,25;107,75
04.01.2020 12:15;04.01.2020 12:30;15.428,00;4.544,00;158,50
04.01.2020 12:30;04.01.2020 12:45;15.470,00;4.584,00;231,25
04.01.2020 12:45;04.01.2020 13:00;15.353,00;4.498,75;280,75
04.01.2020 13:00;04.01.2020 13:15;15.248,50;4.450,50;219,50
04.01.2020 13:15;04.01.2020 13:30;15.130,75;4.426,75;199,50
04.01.2020 13:30;04.01.2020 13:45;15.024,75;4.348,25;228,25
04.01.2020 13:45;04.01.2020 14:00;14.919,50;4.300,75;331,75
04.01.2020 14:00;04.01.2020 14:15;14.908,00;4.381,25;486,75
04.01.2020 14:15;04.01.2020 14:30;14.875,50;4.500,50;420,00
04.01.2020 14:30;04.01.2020 14:45;14.751,00;4.578,25;326,00
04.01.2020 14:45;04.01.2020 15:00;14.647,50;4.595,00;328,25
04.01.2020 15:00;04.01.2020 15:15;14.756,25;4.894,00;550,00
04.01.2020 15:15;04.01.2020 15:30;14.730,00;5.019,50;504,75
04.01.2020 15:30;04.01.2020 15:45;14.666,25;5.020,25;411,50
04.01.2020 15:45;04.01.2020 16:00;14.669,25;5.055,50;420,00
04.01.2020 16:00;04.01.2020 16:15;14.808,00;5.202,25;453,50
04.01.2020 16:15;04.01.2020 16:30;14.884,50;5.402,00;378,00
04.01.2020 16:30;04.01.2020 16:45;15.049,75;5.634,00;285,00
04.01.2020 16:45;04.01.2020 17:00;15.311,25;5.993,50;280,50
04.01.2020 17:00;04.01.2020 17:15;15.492,50;6.270,25;370,50
04.01.2020 17:15;04.01.2020 17:30;15.677,00;6.509,50;211,75
04.01.2020 17:30;04.01.2020 17:45;15.719,50;6.609,25;203,50
04.01.2020 17:45;04.01.2020 18:00;15.766,25;6.759,50;144,00
04.01.2020 18:00;04.01.2020 18:15;15.781,00;6.927,75;130,75
04.01.2020 18:15;04.01.2020 18:30;15.725,75;7.036,25;129,25
04.01.2020 18:30;04.01.2020 18:45;15.593,75;7.061,00;122,50
04.01.2020 18:45;04.01.2020 19:00;15.462,50;7.128,25;108,50
