Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
02.01.2018 04:15;02.01.2018 04:30;10.619,00;6.338,25;1.224,00
02.01.2018 04:30;02.01.2018 04:45;10.794,00;6.481,25;1.101,25
02.01.2018 04:45;02.01.2018 05:00;10.934,50;6.626,00;886,50
02.01.2018 05:00;02.01.2018 05:15;11.249,50;6.901,50;852,50
02.01.2018 05:15;02.01.2018 05:30;11.413,25;7.061,00;834,75
02.01.2018 05:30;02.01.2018 05:45;11.701,50;7.320,25;839,50
02.01.2018 05:45;02.01.2018 06:00;12.081,50;7.641,25;822,50
02.01.2018 06:00;02.01.2018 06:15;12.588,50;8.047,25;677,75
02.01.2018 06:15;02.01.2018 06:30;13.061,75;8.494,00;503,75
02.01.2018 06:30;02.01.2018 06:45;13.439,00;8.841,75;221,25
02.01.2018 06:45;02.01.2018 07:00;13.836,00;9.132,75;176,50
02.01.2018 07:00;02.01.2018 07:15;14.376,00;9.678,75;93,25
02.01.2018 07:15;02.01.2018 07:30;14.633,50;9.971,75;22,00
02.01.2018 07:30;02.01.2018 07:45;14.945,25;10.265,50;4,25
02.01.2018 07:45;02.01.2018 08:00;15.226,50;10.542,00;0,25
02.01.2018 08:00;02.01.2018 08:15;15.526,50;10.878,50;25,75
02.01.2018 08:15;02.01.2018 08:30;15.692,25;11.052,75;15,50
02.01.2018 08:30;02.01.2018 08:45;15.848,25;11.227,50;0,25
02.01.2018 08:45;02.01.2018 09:00;15.944,75;11.306,00;0,25
02.01.2018 09:00;02.01.2018 09:15;16.021,00;11.363,50;0,25
02.01.2018 09:15;02.01.2018 09:30;16.132,50;11.448,75;0,25
02.01.2018 09:30;02.01.2018 09:45;16.279,25;11.502,25;0,25
02.01.2018 09:45;02.01.2018 10:00;16.389,00;11.571,25;0,25
02.01.2018 10:00;02.01.2018 10:15;16.495,25;11.603,75;0,25
02.01.2018 10:15;02.01.2018 10:30;16.574,25;11.663,75;0,25
02.01.2018 10:30;02.01.2018 10:45;16.785,75;11.924,75;0,25
02.01.2018 10:45;02.01.2018 11:00;16.894,00;12.020,25;0,25
02.01.2018 11:00;02.01.2018 11:15;16.867,00;11.859,50;0,00
02.01.2018 11:15;02.01.2018 11:30;16.998,75;11.827,75;0,00
02.01.2018 11:30;02.01.2018 11:45;17.178,75;11.889,00;0,00
02.01.2018 11:45;02.01.2018 12:00;17.252,50;11.813,50;0,00
02.01.2018 12:00;02.01.2018 12:15;17.237,75;11.743,50;0,00
02.01.2018 12:15;02.01.2018 12:30;17.231,25;11.636,25;0,25
02.01.2018 12:30;02.01.2018 12:45;17.262,75;11.600,75;0,25
02.01.2018 12:45;02.01.2018 13:00;17.208,25;11.492,75;0,75
02.01.2018 13:00;02.01.2018 13:15;17.167,50;11.533,25;0,75
02.01.2018 13:15;02.01.2018 13:30;17.125,25;11.677,00;0,75
02.01.2018 13:30;02.01.2018 13:45;17.031,25;11.791,25;0,75
02.01.2018 13:45;02.01.2018 14:00;16.872,00;11.739,00;3,25
02.01.2018 14:00;02.01.2018 14:15;16.803,00;11.844,75;0,75
02.01.2018 14:15;02.01.2018 14:30;16.736,25;11.978,75;0,75
02.01.2018 14:30;02.01.2018 14:45;16.638,25;12.012,00;0,75
02.01.2018 14:45;02.01.2018 15:00;16.585,25;12.136,25;0,75
02.01.2018 15:00;02.01.2018 15:15;16.635,75;12.343,50;53,75
02.01.2018 15:15;02.01.2018 15:30;16.552,50;12.375,00;20,25
02.01.2018 15:30;02.01.2018 15:45;16.507,00;12.338,50;22,00
02.01.2018 15:45;02.01.2018 16:00;16.481,75;12.302,00;24,75
02.01.2018 16:00;02.01.2018 16:15;16.527,75;12.392,25;67,25
02.01.2018 16:15;02.01.2018 16:30;16.731,00;12.596,00;38,00
02.01.2018 16:30;02.01.2018 16:45;16.918,25;12.678,00;0,75
02.01.2018 16:45;02.01.2018 17:00;17.160,25;12.840,75;0,75
02.01.2018 17:00;02.01.2018 17:15;17.419,25;13.041,25;11,00
02.01.2018 17:15;02.01.2018 17:30;17.504,25;13.065,00;2,50
02.01.2018 17:30;02.01.2018 17:45;17.531,25;12.940,50;0,00
02.01.2018 17:45;02.01.2018 18:00;17.544,25;12.793,75;24,50
02.01.2018 18:00;02.01.2018 18:15;17.487,25;12.664,75;0,00
02.01.2018 18:15;02.01.2018 18:30;17.413,75;12.487,00;1,00
02.01.2018 18:30;02.01.2018 18:45;17.439,00;12.443,25;3,25
02.01.2018 18:45;02.01.2018 19:00;17.448,75;12.348,50;53,00
02.01.2018 19:00;02.01.2018 19:15;17.371,75;12.130,75;98,25
02.01.2018 19:15;02.01.2018 19:30;17.217,25;11.802,75;193,50
02.01.2018 19:30;02.01.2018 19:45;17.008,75;11.475,75;218,50
02.01.2018 19:45;02.01.2018 20:00;16.797,00;11.111,75;435,75
02.01.2018 20:00;02.01.2018 20:15;16.554,75;10.746,50;141,00
02.01.2018 20:15;02.01.2018 20:30;16.259,00;10.443,50;181,00
02.01.2018 20:30;02.01.2018 20:45;15.994,25;10.083,00;218,25
02.01.2018 20:45;02.01.2018 21:00;15.697,75;9.748,00;280,50
02.01.2018 21:00;02.01.2018 21:15;15.621,75;9.572,25;94,50
02.01.2018 21:15;02.01.2018 21:30;15.366,75;9.188,25;130,75
02.01.2018 21:30;02.01.2018 21:45;15.262,25;9.013,50;266,50
02.01.2018 21:45;02.01.2018 22:00;15.079,25;8.708,25;330,75
02.01.2018 22:00;02.01.2018 22:15;15.143,75;8.799,00;85,75
02.01.2018 22:15;02.01.2018 22:30;14.923,00;8.424,25;63,50
02.01.2018 22:30;02.01.2018 22:45;14.668,00;7.987,50;220,75
02.01.2018 22:45;02.01.2018 23:00;14.408,00;7.634,50;283,75
02.01.2018 23:00;02.01.2018 23:15;14.130,25;7.260,50;203,75
02.01.2018 23:15;02.01.2018 23:30;13.934,50;6.848,25;252,00
02.01.2018 23:30;02.01.2018 23:45;13.744,50;6.513,75;387,00
02.01.2018 23:45;03.01.2018 00:00;13.492,75;6.169,00;562,00
03.01.2018 00:00;03.01.2018 00:15;13.340,00;5.880,25;917,50
03.01.2018 00:15;03.01.2018 00:30;13.172,75;5.552,25;1.089,25
03.01.2018 00:30;03.01.2018 00:45;13.006,75;5.246,25;1.273,25
03.01.2018 00:45;03.01.2018 01:00;12.905,50;5.008,75;1.316,50
03.01.2018 01:00;03.01.2018 01:15;12.769,25;4.759,00;1.305,75
03.01.2018 01:15;03.01.2018 01:30;12.603,00;4.461,75;1.340,50
03.01.2018 01:30;03.01.2018 01:45;12.560,50;4.334,25;1.314,00
03.01.2018 01:45;03.01.2018 02:00;12.477,00;4.214,25;1.315,50
03.01.2018 02:00;03.01.2018 02:15;12.468,00;4.085,50;1.190,00
03.01.2018 02:15;03.01.2018 02:30;12.388,00;3.872,25;1.246,25
03.01.2018 02:30;03.01.2018 02:45;12.411,00;3.828,50;1.309,25
03.01.2018 02:45;03.01.2018 03:00;12.427,00;3.756,75;1.315,00
03.01.2018 03:00;03.01.2018 03:15;12.510,50;3.641,25;1.305,25
03.01.2018 03:15;03.01.2018 03:30;12.529,75;3.482,50;1.335,50
03.01.2018 03:30;03.01.2018 03:45;12.650,50;3.479,75;1.357,50
03.01.2018 03:45;03.01.2018 04:00;12.726,50;3.460,25;1.388,00
03.01.2018 04:00;03.01.2018 04:15;12.810,75;3.421,25;1.475,50
03.01.2018 04:15;03.01.2018 04:30;12.965,75;3.467,50;1.471,00
03.01.2018 04:30;03.01.2018 04:45;13.082,25;3.534,00;1.435,50
03.01.2018 04:45;03.01.2018 05:00;13.227,00;3.601,00;1.420,50
03.01.2018 05:00;03.01.2018 05:15;13.502,75;3.832,50;1.247,50
03.01.2018 05:15;03.01.2018 05:30;13.738,50;4.207,50;1.083,75
03.01.2018 05:30;03.01.2018 05:45;13.972,50;4.469,25;959,50
03.01.2018 05:45;03.01.2018 06:00;14.295,75;4.772,50;809,25
03.01.2018 06:00;03.01.2018 06:15;14.744,75;4.934,75;755,25
03.01.2018 06:15;03.01.2018 06:30;15.273,50;5.409,00;543,50
03.01.2018 06:30;03.01.2018 06:45;15.684,25;5.796,25;369,25
03.01.2018 06:45;03.01.2018 07:00;16.011,25;6.160,75;174,50
03.01.2018 07:00;03.01.2018 07:15;16.299,75;6.569,25;161,50
03.01.2018 07:15;03.01.2018 07:30;16.560,50;6.906,25;152,00
03.01.2018 07:30;03.01.2018 07:45;16.922,25;7.188,50;104,00
03.01.2018 07:45;03.01.2018 08:00;17.210,25;7.409,25;55,25
03.01.2018 08:00;03.01.2018 08:15;17.405,00;7.573,00;180,25
03.01.2018 08:15;03.01.2018 08:30;17.576,50;7.803,50;132,75
03.01.2018 08:30;03.01.2018 08:45;17.660,25;7.886,25;117,00
03.01.2018 08:45;03.01.2018 09:00;17.803,50;8.116,00;166,25
03.01.2018 09:00;03.01.2018 09:15;17.782,50;7.999,75;181,25
03.01.2018 09:15;03.01.2018 09:30;17.884,50;8.220,75;198,25
03.01.2018 09:30;03.01.2018 09:45;17.962,25;8.342,00;163,25
03.01.2018 09:45;03.01.2018 10:00;18.135,75;8.507,75;126,75
03.01.2018 10:00;03.01.2018 10:15;18.165,25;8.543,00;140,25
03.01.2018 10:15;03.01.2018 10:30;18.255,75;8.603,25;113,75
03.01.2018 10:30;03.01.2018 10:45;18.307,75;8.494,00;88,50
03.01.2018 10:45;03.01.2018 11:00;18.403,25;8.480,50;71,50
03.01.2018 11:00;03.01.2018 11:15;18.496,75;8.514,00;100,00
03.01.2018 11:15;03.01.2018 11:30;18.578,25;8.610,00;83,75
03.01.2018 11:30;03.01.2018 11:45;18.683,00;8.746,00;56,25
03.01.2018 11:45;03.01.2018 12:00;18.656,75;8.589,50;27,25
03.01.2018 12:00;03.01.2018 12:15;18.510,00;8.430,50;52,75
03.01.2018 12:15;03.01.2018 12:30;18.582,25;8.491,25;78,75
03.01.2018 12:30;03.01.2018 12:45;18.547,00;8.452,00;99,25
03.01.2018 12:45;03.01.2018 13:00;18.456,25;8.469,00;86,75
03.01.2018 13:00;03.01.2018 13:15;18.446,75;8.483,75;65,75
03.01.2018 13:15;03.01.2018 13:30;18.377,25;8.460,25;43,50
03.01.2018 13:30;03.01.2018 13:45;18.268,25;8.340,75;116,25
03.01.2018 13:45;03.01.2018 14:00;18.060,75;8.085,25;203,50
03.01.2018 14:00;03.01.2018 14:15;18.007,75;8.032,75;219,25
03.01.2018 14:15;03.01.2018 14:30;17.901,75;8.013,75;182,00
03.01.2018 14:30;03.01.2018 14:45;17.821,25;8.015,75;169,50
03.01.2018 14:45;03.01.2018 15:00;17.784,00;8.037,75;83,50
03.01.2018 15:00;03.01.2018 15:15;17.760,50;8.042,50;142,25
03.01.2018 15:15;03.01.2018 15:30;17.776,00;8.045,25;169,50
03.01.2018 15:30;03.01.2018 15:45;17.697,75;8.064,75;164,75
03.01.2018 15:45;03.01.2018 16:00;17.733,50;8.088,00;151,50
03.01.2018 16:00;03.01.2018 16:15;17.916,50;8.292,25;147,00
03.01.2018 16:15;03.01.2018 16:30;17.948,75;8.289,50;141,75
03.01.2018 16:30;03.01.2018 16:45;18.100,25;8.419,75;103,25
03.01.2018 16:45;03.01.2018 17:00;18.463,25;8.655,25;24,75
03.01.2018 17:00;03.01.2018 17:15;18.689,00;8.720,50;217,50
03.01.2018 17:15;03.01.2018 17:30;18.766,75;8.665,50;260,50
03.01.2018 17:30;03.01.2018 17:45;18.890,75;8.746,00;239,25
03.01.2018 17:45;03.01.2018 18:00;18.901,25;8.644,50;239,25
03.01.2018 18:00;03.01.2018 18:15;18.801,75;8.457,75;312,50
03.01.2018 18:15;03.01.2018 18:30;18.712,75;8.359,00;458,25
03.01.2018 18:30;03.01.2018 18:45;18.649,00;8.247,50;414,50
03.01.2018 18:45;03.01.2018 19:00;18.575,50;8.159,25;382,25
03.01.2018 19:00;03.01.2018 19:15;18.562,25;8.129,25;351,50
03.01.2018 19:15;03.01.2018 19:30;18.230,25;7.780,00;321,25
03.01.2018 19:30;03.01.2018 19:45;18.044,00;7.661,25;325,50
03.01.2018 19:45;03.01.2018 20:00;17.887,50;7.508,75;399,25
03.01.2018 20:00;03.01.2018 20:15;17.698,25;7.322,75;335,75
03.01.2018 20:15;03.01.2018 20:30;17.370,50;6.958,00;426,50
03.01.2018 20:30;03.01.2018 20:45;17.069,75;6.640,50;564,25
03.01.2018 20:45;03.01.2018 21:00;16.748,25;6.273,25;660,25
03.01.2018 21:00;03.01.2018 21:15;16.617,75;6.114,00;586,25
03.01.2018 21:15;03.01.2018 21:30;16.465,00;5.975,50;611,25
03.01.2018 21:30;03.01.2018 21:45;16.220,50;5.704,50;783,00
03.01.2018 21:45;03.01.2018 22:00;16.056,75;5.613,25;890,00
03.01.2018 22:00;03.01.2018 22:15;16.053,50;5.882,75;675,25
03.01.2018 22:15;03.01.2018 22:30;15.861,75;5.652,25;772,00
03.01.2018 22:30;03.01.2018 22:45;15.654,75;5.465,50;930,50
03.01.2018 22:45;03.01.2018 23:00;15.282,75;5.179,75;1.147,75
03.01.2018 23:00;03.01.2018 23:15;15.096,50;5.026,75;747,50
03.01.2018 23:15;03.01.2018 23:30;14.766,75;4.696,75;833,75
03.01.2018 23:30;03.01.2018 23:45;14.503,50;4.497,75;1.027,50
03.01.2018 23:45;04.01.2018 00:00;14.273,50;4.252,00;1.183,00
04.01.2018 00:00;04.01.2018 00:15;13.936,25;3.992,25;1.186,75
04.01.2018 00:15;04.01.2018 00:30;13.728,00;3.879,00;1.351,50
04.01.2018 00:30;04.01.2018 00:45;13.620,75;3.764,00;1.420,50
04.01.2018 00:45;04.01.2018 01:00;13.476,25;3.638,00;1.492,25
04.01.2018 01:00;04.01.2018 01:15;13.286,50;3.507,75;1.377,00
04.01.2018 01:15;04.01.2018 01:30;13.182,25;3.463,75;1.431,25
04.01.2018 01:30;04.01.2018 01:45;13.070,25;3.402,75;1.430,25
04.01.2018 01:45;04.01.2018 02:00;12.940,50;3.379,25;1.416,25
04.01.2018 02:00;04.01.2018 02:15;12.897,25;3.432,00;1.265,25
04.01.2018 02:15;04.01.2018 02:30;12.819,75;3.422,50;1.297,25
04.01.2018 02:30;04.01.2018 02:45;12.833,00;3.458,50;1.304,25
04.01.2018 02:45;04.01.2018 03:00;12.795,50;3.404,00;1.286,50
04.01.2018 03:00;04.01.2018 03:15;12.809,25;3.549,75;1.399,00
04.01.2018 03:15;04.01.2018 03:30;12.863,75;3.711,75;1.371,00
04.01.2018 03:30;04.01.2018 03:45;12.930,00;3.867,75;1.304,00
04.01.2018 03:45;04.01.2018 04:00;13.026,50;4.042,75;1.246,25
04.01.2018 04:00;04.01.2018 04:15;13.079,75;4.221,75;1.076,25
04.01.2018 04:15;04.01.2018 04:30;13.113,25;4.414,50;1.012,50
04.01.2018 04:30;04.01.2018 04:45;13.200,50;4.729,50;887,75
04.01.2018 04:45;04.01.2018 05:00;13.296,75;5.004,75;844,25
04.01.2018 05:00;04.01.2018 05:15;13.516,00;5.326,00;867,25
04.01.2018 05:15;04.01.2018 05:30;13.587,75;5.519,50;914,75
04.01.2018 05:30;04.01.2018 05:45;13.901,75;5.968,25;809,75
04.01.2018 05:45;04.01.2018 06:00;14.217,25;6.479,00;561,50
04.01.2018 06:00;04.01.2018 06:15;14.646,50;6.957,75;696,00
04.01.2018 06:15;04.01.2018 06:30;15.016,75;7.493,25;534,50
04.01.2018 06:30;04.01.2018 06:45;15.467,75;8.045,75;320,25
04.01.2018 06:45;04.01.2018 07:00;15.866,00;8.531,75;148,25
04.01.2018 07:00;04.01.2018 07:15;16.269,25;9.136,75;232,25
04.01.2018 07:15;04.01.2018 07:30;16.521,25;9.536,75;137,25
04.01.2018 07:30;04.01.2018 07:45;16.758,00;9.911,00;26,75
04.01.2018 07:45;04.01.2018 08:00;17.001,00;10.310,00;23,75
04.01.2018 08:00;04.01.2018 08:15;17.386,25;10.849,75;48,50
04.01.2018 08:15;04.01.2018 08:30;17.378,75;11.016,75;5,25
04.01.2018 08:30;04.01.2018 08:45;17.381,00;11.169,00;1,25
04.01.2018 08:45;04.01.2018 09:00;17.459,50;11.397,75;0,00
04.01.2018 09:00;04.01.2018 09:15;17.392,50;11.441,25;5,00
04.01.2018 09:15;04.01.2018 09:30;17.481,50;11.628,25;12,75
04.01.2018 09:30;04.01.2018 09:45;17.535,75;11.806,75;3,50
04.01.2018 09:45;04.01.2018 10:00;17.572,25;11.923,50;0,25
04.01.2018 10:00;04.01.2018 10:15;17.634,00;12.100,75;15,50
04.01.2018 10:15;04.01.2018 10:30;17.698,25;12.216,00;0,25
04.01.2018 10:30;04.01.2018 10:45;17.825,75;12.456,00;0,25
04.01.2018 10:45;04.01.2018 11:00;17.903,75;12.560,25;0,25
04.01.2018 11:00;04.01.2018 11:15;17.939,50;12.660,00;1,50
04.01.2018 11:15;04.01.2018 11:30;18.045,75;12.847,50;2,25
04.01.2018 11:30;04.01.2018 11:45;18.050,25;12.897,25;1,50
04.01.2018 11:45;04.01.2018 12:00;18.050,50;13.018,50;0,25
04.01.2018 12:00;04.01.2018 12:15;18.000,25;13.057,25;0,00
04.01.2018 12:15;04.01.2018 12:30;17.947,75;13.084,25;22,50
04.01.2018 12:30;04.01.2018 12:45;17.871,25;13.092,50;31,00
04.01.2018 12:45;04.01.2018 13:00;17.865,25;13.241,75;24,00
04.01.2018 13:00;04.01.2018 13:15;17.806,25;13.296,25;1,25
04.01.2018 13:15;04.01.2018 13:30;17.727,50;13.378,25;1,50
04.01.2018 13:30;04.01.2018 13:45;17.633,00;13.461,25;6,75
04.01.2018 13:45;04.01.2018 14:00;17.439,50;13.416,00;6,75
04.01.2018 14:00;04.01.2018 14:15;17.380,75;13.505,50;3,00
04.01.2018 14:15;04.01.2018 14:30;17.330,25;13.546,50;1,25
04.01.2018 14:30;04.01.2018 14:45;17.280,00;13.588,50;1,25
04.01.2018 14:45;04.01.2018 15:00;17.178,75;13.563,00;2,25
04.01.2018 15:00;04.01.2018 15:15;17.255,25;13.774,75;36,50
04.01.2018 15:15;04.01.2018 15:30;17.207,75;13.839,00;30,00
04.01.2018 15:30;04.01.2018 15:45;17.208,25;13.927,25;29,25
04.01.2018 15:45;04.01.2018 16:00;17.215,00;13.915,75;31,00
04.01.2018 16:00;04.01.2018 16:15;17.365,50;14.020,50;57,75
04.01.2018 16:15;04.01.2018 16:30;17.392,75;13.934,75;67,25
04.01.2018 16:30;04.01.2018 16:45;17.533,00;13.953,00;66,50
04.01.2018 16:45;04.01.2018 17:00;17.751,00;14.038,25;0,25
04.01.2018 17:00;04.01.2018 17:15;17.886,25;14.053,75;22,75
04.01.2018 17:15;04.01.2018 17:30;17.900,50;14.001,00;18,00
04.01.2018 17:30;04.01.2018 17:45;18.007,50;14.017,75;19,50
