Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen;TOTAL;ERNEUERBARE;RESIDUAL;TOTAL_data.py;ERNEUERBAR_data.py;RESIDUAL_data.py
06.10.2024 13:15;06.10.2024 13:30;1.030,75;523,75;907,25;1.732,50;6.723,00;22,25;-;1.426,25;245,5;472,75;0,5;327,75;13.412,25;10.940,00;2.472,25;;;
06.10.2024 13:30;06.10.2024 13:45;1.031,00;523;934,5;1.782,00;6.578,50;22,25;-;1.415,25;241,25;472;0,5;327,5;13.327,75;10.871,75;2.456,00;;;
06.10.2024 13:45;06.10.2024 14:00;1.033,00;525,25;948;1.826,50;6.393,50;22,25;-;1.422,75;240,5;471,5;0,5;326,5;13.210,25;10.749,00;2.461,25;;;
06.10.2024 14:00;06.10.2024 14:15;1.037,75;523,25;980,25;1.844,75;6.226,75;22,25;-;1.416,75;253,5;466;0,75;326,25;13.098,25;10.635,75;2.462,50;;;
06.10.2024 14:15;06.10.2024 14:30;1.040,25;523,75;991,25;1.905,75;6.041,25;22,25;-;1.422,00;238;463,75;0,5;327,25;12.976,00;10.525,00;2.451,00;;;
06.10.2024 14:30;06.10.2024 14:45;1.041,75;513,5;1.023,50;1.927,75;5.805,25;22,25;-;1.424,00;235,5;462,75;0,5;325,75;12.782,50;10.334,50;2.448,00;;;
06.10.2024 14:45;06.10.2024 15:00;1.044,50;513,5;1.077,00;1.978,00;5.556,50;22,25;-;1.436,75;233;482;0,5;326,5;12.670,50;10.192,25;2.478,25;;;
06.10.2024 15:00;06.10.2024 15:15;1.050,50;516;1.118,00;1.896,75;5.209,00;22,25;-;1.415,50;237,5;502,5;0,5;328;12.296,50;9.813,00;2.483,50;;;
06.10.2024 15:15;06.10.2024 15:30;1.055,00;511,25;1.158,00;1.926,00;4.893,50;22,25;-;1.421,50;246,5;500,75;0,5;326,25;12.061,50;9.566,50;2.495,00;;;
06.10.2024 15:30;06.10.2024 15:45;1.059,50;513;1.182,25;1.979,00;4.542,25;22,25;-;1.418,00;246,25;499,5;0,5;327,25;11.789,75;9.298,75;2.491,00;;;
06.10.2024 15:45;06.10.2024 16:00;1.063,75;513,75;1.231,00;2.079,25;4.135,50;22,25;-;1.427,75;244;503,5;0,25;325,25;11.546,25;9.045,75;2.500,50;;;
06.10.2024 16:00;06.10.2024 16:15;1.069,50;519,25;1.220,00;1.954,00;3.702,50;22,25;-;1.457,50;255,5;531,25;0,5;326,5;11.058,75;8.488,00;2.570,75;;;
06.10.2024 16:15;06.10.2024 16:30;1.075,50;518,25;1.257,25;2.071,50;3.271,00;22,25;-;1.465,00;265,75;550,5;0,75;325,5;10.823,25;8.216,50;2.606,75;;;
06.10.2024 16:30;06.10.2024 16:45;1.078,00;520,25;1.289,00;2.190,25;2.828,00;22,25;-;1.480,50;271,5;586;1;326,5;10.593,25;7.928,75;2.664,50;;;
06.10.2024 16:45;06.10.2024 17:00;1.084,50;512,25;1.299,50;2.224,00;2.376,00;22,25;-;1.640,50;292;613;1;332;10.397,00;7.519,50;2.877,50;;;
06.10.2024 17:00;06.10.2024 17:15;1.084,50;510;1.196,50;2.148,00;1.926,75;22,25;-;1.952,25;324,5;699,25;83;335,75;10.282,75;6.971,00;3.311,75;;;
06.10.2024 17:15;06.10.2024 17:30;1.087,50;519,5;1.210,00;2.226,50;1.495,00;22,25;-;2.239,25;337;733,25;178,5;337;10.385,75;6.739,25;3.646,50;;;
06.10.2024 17:30;06.10.2024 17:45;1.092,00;522;1.214,50;2.346,00;1.109,50;22,25;-;2.409,00;349;759,25;468;335,5;10.627,00;6.774,25;3.852,75;;;
06.10.2024 17:45;06.10.2024 18:00;1.095,25;552,75;1.178,75;2.330,00;744,25;22,25;-;2.556,00;357;832,75;805,75;336,75;10.811,50;6.729,00;4.082,50;;;
06.10.2024 18:00;06.10.2024 18:15;1.090,50;517,25;1.171,75;2.375,00;430,5;22,25;-;2.599,25;356,75;916,25;953,75;338;10.771,25;6.561,00;4.210,25;;;
06.10.2024 18:15;06.10.2024 18:30;1.089,25;540;1.176,00;2.550,00;194,25;22,25;-;2.610,00;358,75;910,25;1.124,25;337,25;10.912,25;6.696,00;4.216,25;;;
06.10.2024 18:30;06.10.2024 18:45;1.088,00;548,25;1.179,75;2.811,50;58,25;22,25;-;2.618,25;361,75;893,75;1.316,00;337,5;11.235,25;7.024,00;4.211,25;;;
06.10.2024 18:45;06.10.2024 19:00;1.088,00;525,5;1.110,75;2.940,25;9,5;22,25;-;2.613,25;403;919,5;1.330,25;338;11.300,25;7.026,50;4.273,75;;;
06.10.2024 19:00;06.10.2024 19:15;1.076,75;513,75;1.321,50;3.190,00;0,5;22,25;-;2.589,00;447;931;1.328,75;337,25;11.757,75;7.453,50;4.304,25;;;
06.10.2024 19:15;06.10.2024 19:30;1.073,00;514;1.361,75;3.419,50;0;22,25;-;2.525,50;451;934,25;1.249,00;337,25;11.887,50;7.639,50;4.248,00;;;
06.10.2024 19:30;06.10.2024 19:45;1.071,25;511,75;1.373,25;3.607,00;0;22,25;-;2.488,75;449,75;936;1.052,75;337,5;11.850,25;7.638,25;4.212,00;;;
06.10.2024 19:45;06.10.2024 20:00;1.068,50;509,5;1.369,25;3.755,25;0;22,25;-;2.456,50;450,25;937,5;890,5;336,75;11.796,25;7.615,25;4.181,00;;;
06.10.2024 20:00;06.10.2024 20:15;1.061,75;502,5;1.362,50;3.927,50;0;22,25;-;2.475,00;443,25;1.020,25;897,25;337;12.049,25;7.773,75;4.275,50;;;
06.10.2024 20:15;06.10.2024 20:30;1.057,25;502,25;1.379,00;4.033,25;0;22,25;-;2.459,75;442,25;1.018,50;560,75;337;11.812,25;7.554,75;4.257,50;;;
06.10.2024 20:30;06.10.2024 20:45;1.055,00;505,5;1.372,25;4.128,00;0;22,25;-;2.380,50;449;1.019,50;374,25;335,5;11.641,75;7.457,25;4.184,50;;;
06.10.2024 20:45;06.10.2024 21:00;1.052,75;505,25;1.357,75;4.184,75;0;22,25;-;2.224,00;462,5;1.012,25;289,25;336,5;11.447,25;7.412,00;4.035,25;;;
06.10.2024 21:00;06.10.2024 21:15;1.042,75;507,25;1.392,25;4.233,50;0;22,25;-;2.055,00;466,5;942,5;351,5;335;11.348,50;7.549,50;3.799,00;;;
06.10.2024 21:15;06.10.2024 21:30;1.039,50;506,75;1.398,00;4.296,25;0;22,25;-;1.980,50;456,25;915,5;256;330,75;11.201,75;7.518,75;3.683,00;;;
06.10.2024 21:30;06.10.2024 21:45;1.035,25;505,25;1.400,50;4.377,25;0;22,25;-;1.944,00;453,5;890,75;119,5;327;11.075,25;7.460,00;3.615,25;;;
06.10.2024 21:45;06.10.2024 22:00;1.034,50;529,5;1.411,50;4.452,25;0;22,25;-;1.942,50;450,25;886,5;97;325,25;11.151,50;7.547,00;3.604,50;;;
06.10.2024 22:00;06.10.2024 22:15;1.024,00;548,25;1.414,75;4.379,00;0;22,25;-;1.960,50;446;886;267,5;326;11.274,25;7.655,75;3.618,50;;;
06.10.2024 22:15;06.10.2024 22:30;1.021,00;530;1.411,25;4.425,25;0;22,25;-;1.948,00;443,75;888,5;194;327;11.211,00;7.603,75;3.607,25;;;
06.10.2024 22:30;06.10.2024 22:45;1.017,25;516,25;1.405,00;4.441,00;0;22,25;-;1.948,75;439,75;887,75;106,25;326,25;11.110,50;7.508,00;3.602,50;;;
06.10.2024 22:45;06.10.2024 23:00;1.017,00;510,75;1.408,75;4.436,00;0;22,25;-;1.905,75;438;893,25;46,25;324,5;11.002,50;7.441,00;3.561,50;;;
06.10.2024 23:00;06.10.2024 23:15;1.009,00;518;1.446,25;4.373,75;0;22,25;-;1.893,00;441,75;838;143,25;324,25;11.009,50;7.512,50;3.497,00;;;
06.10.2024 23:15;06.10.2024 23:30;1.007,00;508,25;1.453,00;4.386,00;0;22,25;-;1.911,75;437,75;836,75;149,25;323,75;11.035,75;7.525,75;3.510,00;;;
06.10.2024 23:30;06.10.2024 23:45;1.004,25;510,5;1.446,25;4.383,00;0;22,25;-;1.894,50;434;835,75;88,75;323,25;10.942,50;7.455,00;3.487,50;;;
06.10.2024 23:45;07.10.2024 00:00;1.003,25;524,5;1.440,00;4.353,50;0;22,25;-;1.905,25;432,5;836;3,75;324,5;10.845,50;7.347,25;3.498,25;;;
07.10.2024 00:00;07.10.2024 00:15;1.002,00;539,25;1.393,25;4.359,25;0;22,5;-;1.866,00;319,25;757,75;7,75;325,75;10.592,75;7.324,00;3.268,75;;;
07.10.2024 00:15;07.10.2024 00:30;1.000,50;509,5;1.445,25;4.378,00;0;22,5;-;1.808,75;304,25;754,25;1,5;325,25;10.549,75;7.357,25;3.192,50;;;
07.10.2024 00:30;07.10.2024 00:45;1.000,50;506,25;1.438,25;4.335,75;0;22,5;-;1.784,00;288,25;758;0,75;324,5;10.458,75;7.304,00;3.154,75;;;
07.10.2024 00:45;07.10.2024 01:00;1.000,50;507,75;1.416,25;4.262,00;0;22,5;-;1.773,50;272,25;757,25;0,5;323,75;10.336,25;7.209,50;3.126,75;;;
07.10.2024 01:00;07.10.2024 01:15;1.005,00;522;1.399,75;4.188,25;0;22,5;-;1.770,50;269,25;734,25;17,75;323;10.252,25;7.155,25;3.097,00;;;
07.10.2024 01:15;07.10.2024 01:30;1.005,50;508,75;1.375,00;4.153,50;0;22,5;-;1.723,75;278,75;733;13,5;323;10.137,25;7.078,75;3.058,50;;;
07.10.2024 01:30;07.10.2024 01:45;1.005,75;505,75;1.348,50;4.120,00;0;22,5;-;1.689,00;310,5;736,25;3,75;323,75;10.065,75;7.006,25;3.059,50;;;
07.10.2024 01:45;07.10.2024 02:00;1.008,75;504,5;1.329,75;4.122,00;0;22,5;-;1.674,50;311,5;737,5;2,5;322,5;10.036,00;6.990,00;3.046,00;;;
07.10.2024 02:00;07.10.2024 02:15;1.012,25;509;1.310,50;4.163,00;0;22,5;-;1.665,50;311,25;713,75;2;322;10.031,75;7.019,25;3.012,50;;;
07.10.2024 02:15;07.10.2024 02:30;1.014,75;500,25;1.306,75;4.172,25;0;22,5;-;1.660,00;319;690;0,5;321,75;10.007,75;7.017,00;2.990,75;;;
07.10.2024 02:30;07.10.2024 02:45;1.017,00;500,5;1.297,50;4.130,25;0;22,5;-;1.653,50;328,5;688;0,5;321,75;9.960,00;6.968,25;2.991,75;;;
07.10.2024 02:45;07.10.2024 03:00;1.018,75;494,75;1.303,25;4.096,25;0;22,5;-;1.657,50;333;690,75;0,5;319,75;9.937,00;6.936,00;3.001,00;;;
07.10.2024 03:00;07.10.2024 03:15;1.027,25;493;1.334,25;4.110,00;0;22,5;-;1.658,75;336,25;714,5;0,25;320,75;10.017,50;6.987,25;3.030,25;;;
07.10.2024 03:15;07.10.2024 03:30;1.031,00;491,75;1.345,25;4.114,50;0;22,5;-;1.654,25;336,75;716,75;0,5;321,25;10.034,50;7.005,50;3.029,00;;;
07.10.2024 03:30;07.10.2024 03:45;1.033,50;492,25;1.364,00;4.098,25;0;22,5;-;1.654,50;337,25;717,5;0,25;318;10.038,00;7.010,75;3.027,25;;;
07.10.2024 03:45;07.10.2024 04:00;1.038,00;490,5;1.354,50;4.125,00;0;22,5;-;1.658,25;340,5;718,75;0,5;318,5;10.067,00;7.031,00;3.036,00;;;
07.10.2024 04:00;07.10.2024 04:15;1.045,50;493,5;1.366,75;4.123,50;0;22,5;-;1.666,00;370,5;726,5;0,5;319,75;10.135,00;7.052,25;3.082,75;;;
07.10.2024 04:15;07.10.2024 04:30;1.050,50;495,75;1.345,75;4.185,00;0;22,5;-;1.666,75;371,5;727,5;1;319,25;10.185,50;7.100,50;3.085,00;;;
07.10.2024 04:30;07.10.2024 04:45;1.051,75;497;1.276,00;4.194,50;0;22,5;-;1.671,50;373,5;730,5;0,75;318,25;10.136,25;7.042,50;3.093,75;;;
07.10.2024 04:45;07.10.2024 05:00;1.055,25;499,25;1.296,50;4.198,00;0;22,5;-;1.702,25;377,25;735,25;3;319;10.208,25;7.074,50;3.133,75;;;
07.10.2024 05:00;07.10.2024 05:15;1.064,00;493,75;1.350,25;4.224,25;0;22,5;-;1.703,75;370;780,5;14;321,5;10.344,50;7.168,75;3.175,75;;;
07.10.2024 05:15;07.10.2024 05:30;1.068,00;491;1.396,75;4.276,50;0;22,5;-;1.817,00;364,75;797;16,5;320,5;10.570,50;7.271,25;3.299,25;;;
07.10.2024 05:30;07.10.2024 05:45;1.065,75;491,25;1.394,50;4.287,75;0;22,5;-;1.955,75;413,25;806,25;14,75;321,25;10.773,00;7.276,50;3.496,50;;;
07.10.2024 05:45;07.10.2024 06:00;1.075,00;503,5;1.406,00;4.308,25;0;22,5;-;2.160,75;443,75;821,25;19,5;321,75;11.082,25;7.334,75;3.747,50;;;
07.10.2024 06:00;07.10.2024 06:15;1.079,75;486,5;1.408,50;4.373,00;0;22,5;-;2.290,75;498,75;901,75;132,25;325,25;11.519,00;7.502,50;4.016,50;;;
07.10.2024 06:15;07.10.2024 06:30;1.082,25;498,25;1.443,50;4.344,25;0;22,5;-;2.467,00;545,5;915,25;68,75;328,75;11.716,00;7.459,50;4.256,50;;;
07.10.2024 06:30;07.10.2024 06:45;1.084,75;491,75;1.454,00;4.306,25;0;22,5;-;2.605,75;576,5;916;207,25;328,5;11.993,25;7.566,50;4.426,75;;;
07.10.2024 06:45;07.10.2024 07:00;1.086,00;504,25;1.440,50;4.195,50;0;22,5;-;2.675,50;654,5;980,5;401,75;330,25;12.291,25;7.650,50;4.640,75;;;
07.10.2024 07:00;07.10.2024 07:15;1.080,25;530;1.381,25;4.161,75;2,5;22,5;-;2.716,00;731;1.133,75;913;331,75;13.003,75;8.091,25;4.912,50;;;
07.10.2024 07:15;07.10.2024 07:30;1.081,00;527,75;1.387,50;4.105,00;21,5;22,5;-;2.698,50;763,75;1.147,00;1.065,00;329,25;13.148,75;8.210,25;4.938,50;;;
07.10.2024 07:30;07.10.2024 07:45;1.080,75;549,75;1.401,00;4.087,00;72;22,5;-;2.722,75;817,25;1.156,50;1.170,00;329;13.408,50;8.383,00;5.025,50;;;
07.10.2024 07:45;07.10.2024 08:00;1.080,75;561,5;1.418,25;4.025,50;229,75;22,5;-;2.744,25;838,5;1.170,50;1.228,75;332,75;13.653,00;8.567,00;5.086,00;;;
07.10.2024 08:00;07.10.2024 08:15;1.073,00;526,75;1.419,25;3.912,25;451,25;22,5;-;2.743,75;844;1.203,50;1.303,75;332,75;13.832,75;8.708,75;5.124,00;;;
07.10.2024 08:15;07.10.2024 08:30;1.066,50;504,25;1.426,25;3.761,25;713,25;22,5;-;2.760,50;846;1.209,50;1.239,25;333,75;13.883,00;8.733,25;5.149,75;;;
07.10.2024 08:30;07.10.2024 08:45;1.065,50;514,5;1.413,25;3.618,00;999,75;22,5;-;2.756,75;831,5;1.209,25;1.220,50;331,75;13.983,25;8.854,00;5.129,25;;;
07.10.2024 08:45;07.10.2024 09:00;1.065,00;508,75;1.403,75;3.464,75;1.300,00;22,5;-;2.800,50;826;1.213,50;1.074,00;333,75;14.012,50;8.838,75;5.173,75;;;
07.10.2024 09:00;07.10.2024 09:15;1.052,75;505,5;1.392,00;3.299,25;1.610,25;22,5;-;2.887,00;800;1.198,75;914,75;334;14.016,75;8.797,00;5.219,75;;;
07.10.2024 09:15;07.10.2024 09:30;1.051,25;508,25;1.387,75;3.153,50;1.942,50;22,5;-;2.893,25;784,5;1.191,50;757,5;336,5;14.029,00;8.823,25;5.205,75;;;
07.10.2024 09:30;07.10.2024 09:45;1.048,50;481,75;1.391,00;3.027,00;2.295,25;22,5;-;2.894,25;774,25;1.188,50;605,75;335,75;14.064,50;8.871,75;5.192,75;;;
07.10.2024 09:45;07.10.2024 10:00;1.047,50;478,5;1.395,50;2.890,00;2.623,00;22,5;-;2.884,00;760,25;1.159,75;371,5;335,25;13.967,75;8.828,50;5.139,25;;;
07.10.2024 10:00;07.10.2024 10:15;1.036,75;479,25;1.347,75;2.742,00;3.056,00;22,5;-;2.869,25;699;1.052,25;160,5;334,5;13.799,75;8.844,75;4.955,00;;;
07.10.2024 10:15;07.10.2024 10:30;1.031,75;476;1.334,00;2.605,25;3.421,25;22,5;-;2.852,00;663,5;1.029,50;78,5;330,25;13.844,50;8.969,25;4.875,25;;;
07.10.2024 10:30;07.10.2024 10:45;1.030,50;479,5;1.270,75;2.502,00;3.828,00;22,5;-;2.845,25;646,25;1.021,00;41,75;328,75;14.016,25;9.175,00;4.841,25;;;
07.10.2024 10:45;07.10.2024 11:00;1.028,25;470,75;1.198,25;2.466,50;4.075,50;22,5;-;2.801,00;645,75;1.030,50;21,75;330,5;14.091,25;9.283,50;4.807,75;;;
07.10.2024 11:00;07.10.2024 11:15;1.026,00;501;1.211,00;2.415,50;4.219,50;22,5;-;2.759,75;572,5;990,5;48,5;325;14.091,75;9.444,00;4.647,75;;;
07.10.2024 11:15;07.10.2024 11:30;1.020,00;482;1.226,75;2.307,25;4.326,25;22,5;-;2.765,75;564,5;966,75;14,25;321,75;14.017,75;9.399,00;4.618,75;;;
07.10.2024 11:30;07.10.2024 11:45;1.019,25;496,5;1.230,00;2.247,50;4.435,75;22,5;-;2.770,00;559;949,75;20,75;319;14.070,00;9.472,25;4.597,75;;;
07.10.2024 11:45;07.10.2024 12:00;1.021,00;484,5;1.242,50;2.224,00;4.561,25;22,5;-;2.768,75;554,5;946,75;42,25;316,5;14.184,50;9.598,00;4.586,50;;;
07.10.2024 12:00;07.10.2024 12:15;1.021,75;501,75;1.238,25;2.192,00;4.717,00;22,5;-;2.706,50;555,25;944,75;47,75;315,25;14.262,75;9.741,00;4.521,75;;;
07.10.2024 12:15;07.10.2024 12:30;1.024,00;454,75;1.216,25;2.183,25;4.904,75;22,5;-;2.655,75;560,25;944,25;23,75;317;14.306,50;9.829,25;4.477,25;;;
07.10.2024 12:30;07.10.2024 12:45;1.026,50;468;1.195,00;2.152,75;4.993,50;22,5;-;2.634,00;562,5;944,75;9,75;321,5;14.330,75;9.868,00;4.462,75;;;
07.10.2024 12:45;07.10.2024 13:00;1.025,75;464,25;1.185,75;2.137,50;5.032,25;22,5;-;2.601,25;562;952,25;13,25;321,25;14.318,00;9.881,25;4.436,75;;;
07.10.2024 13:00;07.10.2024 13:15;1.025,00;471,75;1.206,25;2.137,50;5.120,00;22,5;-;2.509,50;560,25;885,5;35;322;14.295,25;10.018,00;4.277,25;;;
07.10.2024 13:15;07.10.2024 13:30;1.029,75;454,25;1.211,75;2.112,00;5.251,00;22,5;-;2.455,25;563,75;886;10,5;322;14.318,75;10.091,75;4.227,00;;;
07.10.2024 13:30;07.10.2024 13:45;1.036,75;444;1.258,50;2.097,25;5.210,50;22,5;-;2.441,00;587,5;889,75;0,75;323,5;14.312,00;10.070,25;4.241,75;;;
07.10.2024 13:45;07.10.2024 14:00;1.036,75;441;1.289,50;2.066,25;5.129,75;22,5;-;2.414,00;603,75;890,5;0,5;321,25;14.215,75;9.986,25;4.229,50;;;
07.10.2024 14:00;07.10.2024 14:15;1.040,00;441,5;1.333,50;2.033,75;5.008,00;22,5;-;2.410,00;638,75;864,5;0,5;320;14.113,00;9.879,75;4.233,25;;;
07.10.2024 14:15;07.10.2024 14:30;1.045,75;449,75;1.301,75;1.971,75;4.918,00;22,5;-;2.428,00;681;866,75;0,25;321,25;14.006,75;9.709,75;4.297,00;;;
07.10.2024 14:30;07.10.2024 14:45;1.050,25;459,25;1.254,25;1.904,75;4.780,75;22,5;-;2.444,00;709,25;868,25;0,25;321,25;13.814,75;9.472,00;4.342,75;;;
07.10.2024 14:45;07.10.2024 15:00;1.051,00;467,75;1.246,00;1.770,25;4.562,75;22,5;-;2.493,00;730,25;842,5;3,5;320;13.509,50;9.123,75;4.385,75;;;
07.10.2024 15:00;07.10.2024 15:15;1.054,25;473,25;1.335,50;1.688,00;4.287,75;22,5;-;2.527,00;743;817;41,75;321;13.311,00;8.903,00;4.408,00;;;
07.10.2024 15:15;07.10.2024 15:30;1.058,25;484,5;1.333,75;1.563,00;4.015,25;22,5;-;2.596,75;752,75;876,25;60,5;321,5;13.085,00;8.537,75;4.547,25;;;
07.10.2024 15:30;07.10.2024 15:45;1.060,50;554,25;1.297,50;1.418,50;3.748,00;22,5;-;2.604,00;807,25;899,75;137,5;322,25;12.872,00;8.238,75;4.633,25;;;
07.10.2024 15:45;07.10.2024 16:00;1.067,00;551,5;1.245,75;1.295,25;3.429,75;22,5;-;2.622,75;890,25;920,25;283;323,25;12.651,25;7.894,75;4.756,50;;;
07.10.2024 16:00;07.10.2024 16:15;1.070,75;489;1.154,75;1.227,25;3.008,00;22,5;-;2.699,50;1.005,50;1.068,75;94;325,25;12.165,25;7.066,25;5.099,00;;;
07.10.2024 16:15;07.10.2024 16:30;1.083,50;499,75;1.051,50;1.159,50;2.617,25;22,5;-;2.758,25;1.138,50;1.126,00;82,75;324,75;11.864,25;6.516,75;5.347,50;;;
07.10.2024 16:30;07.10.2024 16:45;1.092,00;570,75;1.043,75;1.078,25;2.203,50;22,5;-;2.823,75;1.247,50;1.183,00;261,75;322,75;11.849,50;6.272,50;5.577,00;;;
07.10.2024 16:45;07.10.2024 17:00;1.099,00;603;1.024,50;1.062,50;1.786,50;22,5;-;2.869,25;1.303,50;1.308,75;575,25;328,75;11.983,50;6.173,25;5.810,25;;;
07.10.2024 17:00;07.10.2024 17:15;1.107,25;536,25;982,75;1.034,25;1.376,25;22,5;-;2.898,25;1.360,75;1.453,75;619,25;334,25;11.725,50;5.678,50;6.047,00;;;
07.10.2024 17:15;07.10.2024 17:30;1.110,75;561,75;921,5;1.014,00;1.012,75;22,5;-;2.913,75;1.430,50;1.512,50;961,25;337,75;11.799,00;5.604,50;6.194,50;;;
07.10.2024 17:30;07.10.2024 17:45;1.113,25;653,25;879;1.024,75;682,75;22,5;-;2.924,25;1.459,75;1.561,75;1.307,25;336;11.964,50;5.682,75;6.281,75;;;
07.10.2024 17:45;07.10.2024 18:00;1.117,25;684,25;805;1.010,50;410,75;22,5;-;2.938,25;1.472,25;1.609,00;1.343,75;337,25;11.750,75;5.394,00;6.356,75;;;
07.10.2024 18:00;07.10.2024 18:15;1.119,50;658;771,25;1.049,00;208,25;22,5;-;2.951,75;1.487,50;1.652,50;1.465,75;353;11.739,00;5.294,25;6.444,75;;;
07.10.2024 18:15;07.10.2024 18:30;1.120,25;665;734,5;1.133,75;71,25;22,5;-;3.017,00;1.490,00;1.673,50;1.394,25;380,75;11.702,75;5.141,50;6.561,25;;;
07.10.2024 18:30;07.10.2024 18:45;1.122,00;686,25;699,25;1.242,75;14;22,5;-;3.052,75;1.489,75;1.715,75;1.330,00;381;11.756,00;5.116,75;6.639,25;;;
07.10.2024 18:45;07.10.2024 19:00;1.121,75;704,5;666;1.283,25;1,5;22,5;-;3.049,75;1.494,75;1.733,25;1.431,50;381,75;11.890,50;5.231,00;6.659,50;;;
07.10.2024 19:00;07.10.2024 19:15;1.122,00;700,75;608,25;1.344,25;0,25;22,5;-;3.051,75;1.488,75;1.733,25;1.514,00;380;11.965,75;5.312,00;6.653,75;;;
07.10.2024 19:15;07.10.2024 19:30;1.113,25;697,75;584,5;1.433,25;0;22,5;-;3.050,50;1.488,50;1.728,00;1.513,25;381,25;12.012,75;5.364,50;6.648,25;;;
07.10.2024 19:30;07.10.2024 19:45;1.110,75;664,25;556,75;1.524,25;0;22,5;-;3.053,75;1.492,00;1.715,00;1.462,50;382;11.983,75;5.341,00;6.642,75;;;
07.10.2024 19:45;07.10.2024 20:00;1.109,25;643,5;537;1.609,00;0;22,5;-;3.060,00;1.492,75;1.705,25;1.421,25;381;11.981,50;5.342,50;6.639,00;;;
07.10.2024 20:00;07.10.2024 20:15;1.106,50;678,75;538,5;1.647,25;0;22,5;-;3.072,25;1.493,00;1.702,00;1.253,75;378,25;11.892,75;5.247,25;6.645,50;;;
07.10.2024 20:15;07.10.2024 20:30;1.095,00;655;552;1.714,25;0;22,5;-;3.064,75;1.484,25;1.597,00;1.209,75;342,5;11.737,00;5.248,50;6.488,50;;;
07.10.2024 20:30;07.10.2024 20:45;1.089,50;600,75;561,25;1.817,00;0;22,5;-;3.059,00;1.478,75;1.564,75;1.014,25;337;11.544,75;5.105,25;6.439,50;;;
07.10.2024 20:45;07.10.2024 21:00;1.087,75;560;574,5;1.897,25;0;22,5;-;3.006,75;1.474,50;1.521,75;831,5;338,75;11.315,25;4.973,50;6.341,75;;;
07.10.2024 21:00;07.10.2024 21:15;1.084,50;540,25;540,75;1.938,75;0;22,5;-;2.958,75;1.465,50;1.363,50;652,75;338,75;10.906,00;4.779,50;6.126,50;;;
07.10.2024 21:15;07.10.2024 21:30;1.073,25;535,75;504,5;2.028,25;0;22,5;-;2.947,25;1.459,75;1.292,00;549,75;338;10.751,00;4.714,00;6.037,00;;;
07.10.2024 21:30;07.10.2024 21:45;1.070,25;519,5;485,75;2.113,00;0;22,5;-;2.937,00;1.443,25;1.209,75;335,5;339,5;10.476,00;4.546,50;5.929,50;;;
07.10.2024 21:45;07.10.2024 22:00;1.068,25;530,25;434,25;2.135,25;0;22,5;-;2.918,00;1.424,25;1.133,00;211;338,5;10.215,25;4.401,50;5.813,75;;;
07.10.2024 22:00;07.10.2024 22:15;1.065,50;561;371,5;2.083,75;0;22,5;-;2.896,75;1.353,75;970;419,75;339,5;10.084,00;4.524,00;5.560,00;;;
07.10.2024 22:15;07.10.2024 22:30;1.056,75;559,25;322;2.090,75;0;22,5;-;2.882,50;1.306,50;892,25;396,75;339;9.868,25;4.448,00;5.420,25;;;
07.10.2024 22:30;07.10.2024 22:45;1.056,00;565;274;2.118,50;0;22,5;-;2.887,25;1.243,00;891,5;446,25;339,5;9.843,50;4.482,25;5.361,25;;;
07.10.2024 22:45;07.10.2024 23:00;1.054,50;555,75;240,5;2.147,25;0;22,5;-;2.881,25;1.171,00;861,25;433,5;338,5;9.706,00;4.454,00;5.252,00;;;
07.10.2024 23:00;07.10.2024 23:15;1.050,75;536,5;229;2.197,50;0;22,5;-;2.886,75;1.082,50;804,5;314,25;340,5;9.464,75;4.350,50;5.114,25;;;
07.10.2024 23:15;07.10.2024 23:30;1.047,25;553,5;225,75;2.229,75;0;22,5;-;2.877,50;1.018,75;791,25;141,5;340;9.247,75;4.220,25;5.027,50;;;
07.10.2024 23:30;07.10.2024 23:45;1.046,00;526;213,75;2.261,75;0;22,5;-;2.878,50;984,5;804,25;65,75;339,5;9.142,50;4.135,75;5.006,75;;;
07.10.2024 23:45;08.10.2024 00:00;1.045,00;529;208,25;2.328,25;0;22,5;-;2.858,00;960,75;795,25;56,5;338,5;9.142,00;4.189,50;4.952,50;;;
08.10.2024 00:00;08.10.2024 00:15;1.043,00;546,5;215;2.406,50;0;22,75;-;2.830,25;885,75;739;155,5;330,5;9.174,75;4.389,25;4.785,50;;;
08.10.2024 00:15;08.10.2024 00:30;1.039,50;537,25;210,25;2.551,50;0;22,75;-;2.751,00;818,25;721,75;122;331,75;9.106,00;4.483,25;4.622,75;;;
08.10.2024 00:30;08.10.2024 00:45;1.040,00;522;193;2.678,25;0;22,75;-;2.736,75;766,75;719,25;31,5;332,5;9.042,75;4.487,50;4.555,25;;;
08.10.2024 00:45;08.10.2024 01:00;1.041,00;522,25;154,75;2.818,75;0;22,75;-;2.730,25;714,75;703,5;30;332,25;9.070,25;4.589,50;4.480,75;;;
