Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
03.01.2017 05:15;03.01.2017 05:30;13.067,25;8.219,50;580,75
03.01.2017 05:30;03.01.2017 05:45;13.329,00;8.415,25;469,25
03.01.2017 05:45;03.01.2017 06:00;13.584,50;8.606,50;276,25
03.01.2017 06:00;03.01.2017 06:15;14.024,50;8.979,00;363,50
03.01.2017 06:15;03.01.2017 06:30;14.489,25;9.405,25;103,25
03.01.2017 06:30;03.01.2017 06:45;14.816,50;9.679,00;72,75
03.01.2017 06:45;03.01.2017 07:00;15.148,00;9.962,00;115,50
03.01.2017 07:00;03.01.2017 07:15;15.516,75;10.233,75;127,50
03.01.2017 07:15;03.01.2017 07:30;15.908,75;10.524,00;93,25
03.01.2017 07:30;03.01.2017 07:45;16.309,50;10.831,25;4,25
03.01.2017 07:45;03.01.2017 08:00;16.618,00;11.061,75;2,75
03.01.2017 08:00;03.01.2017 08:15;16.831,50;11.262,50;1,25
03.01.2017 08:15;03.01.2017 08:30;16.918,50;11.385,00;0,50
03.01.2017 08:30;03.01.2017 08:45;17.100,00;11.512,25;4,25
03.01.2017 08:45;03.01.2017 09:00;17.143,25;11.442,75;21,25
03.01.2017 09:00;03.01.2017 09:15;17.173,25;11.332,50;4,25
03.01.2017 09:15;03.01.2017 09:30;17.300,25;11.338,00;21,25
03.01.2017 09:30;03.01.2017 09:45;17.407,75;11.344,25;21,00
03.01.2017 09:45;03.01.2017 10:00;17.521,25;11.282,00;21,25
03.01.2017 10:00;03.01.2017 10:15;17.642,75;11.261,25;21,00
03.01.2017 10:15;03.01.2017 10:30;17.665,75;11.142,00;11,25
03.01.2017 10:30;03.01.2017 10:45;17.798,00;11.127,25;0,25
03.01.2017 10:45;03.01.2017 11:00;17.850,75;11.063,50;0,50
03.01.2017 11:00;03.01.2017 11:15;17.926,25;10.972,25;0,25
03.01.2017 11:15;03.01.2017 11:30;18.019,25;10.861,75;0,50
03.01.2017 11:30;03.01.2017 11:45;18.097,50;10.807,50;0,25
03.01.2017 11:45;03.01.2017 12:00;18.120,50;10.770,50;0,50
03.01.2017 12:00;03.01.2017 12:15;18.068,25;10.577,00;0,25
03.01.2017 12:15;03.01.2017 12:30;18.043,25;10.452,25;0,50
03.01.2017 12:30;03.01.2017 12:45;18.075,00;10.420,00;1,25
03.01.2017 12:45;03.01.2017 13:00;18.038,75;10.328,00;9,75
03.01.2017 13:00;03.01.2017 13:15;18.008,25;10.241,00;13,75
03.01.2017 13:15;03.01.2017 13:30;17.865,75;10.016,00;22,25
03.01.2017 13:30;03.01.2017 13:45;17.842,25;9.964,75;14,25
03.01.2017 13:45;03.01.2017 14:00;17.580,25;9.715,50;108,25
03.01.2017 14:00;03.01.2017 14:15;17.734,25;9.939,00;6,75
03.01.2017 14:15;03.01.2017 14:30;17.660,00;9.893,50;5,50
03.01.2017 14:30;03.01.2017 14:45;17.578,50;9.810,75;33,75
03.01.2017 14:45;03.01.2017 15:00;17.525,75;9.765,25;41,50
03.01.2017 15:00;03.01.2017 15:15;17.650,75;9.848,25;30,50
03.01.2017 15:15;03.01.2017 15:30;17.611,25;9.775,75;49,25
03.01.2017 15:30;03.01.2017 15:45;17.583,75;9.723,00;16,00
03.01.2017 15:45;03.01.2017 16:00;17.532,50;9.615,25;56,50
03.01.2017 16:00;03.01.2017 16:15;17.583,50;9.616,50;106,75
03.01.2017 16:15;03.01.2017 16:30;17.688,00;9.660,25;69,75
03.01.2017 16:30;03.01.2017 16:45;17.890,25;9.836,00;14,75
03.01.2017 16:45;03.01.2017 17:00;18.131,00;10.035,75;0,25
03.01.2017 17:00;03.01.2017 17:15;18.344,75;10.201,50;0,00
03.01.2017 17:15;03.01.2017 17:30;18.519,75;10.319,75;0,25
03.01.2017 17:30;03.01.2017 17:45;18.601,50;10.325,00;0,00
03.01.2017 17:45;03.01.2017 18:00;18.641,25;10.295,50;0,25
03.01.2017 18:00;03.01.2017 18:15;18.515,50;10.132,00;0,00
03.01.2017 18:15;03.01.2017 18:30;18.391,75;9.965,25;0,25
03.01.2017 18:30;03.01.2017 18:45;18.308,75;9.846,00;0,00
03.01.2017 18:45;03.01.2017 19:00;18.270,25;9.772,25;25,25
03.01.2017 19:00;03.01.2017 19:15;18.151,75;9.629,50;43,00
03.01.2017 19:15;03.01.2017 19:30;18.002,00;9.455,25;43,00
03.01.2017 19:30;03.01.2017 19:45;17.935,50;9.366,00;27,50
03.01.2017 19:45;03.01.2017 20:00;17.705,25;9.106,75;82,50
03.01.2017 20:00;03.01.2017 20:15;17.409,00;8.781,25;84,25
03.01.2017 20:15;03.01.2017 20:30;17.114,75;8.447,75;123,25
03.01.2017 20:30;03.01.2017 20:45;16.783,00;8.108,75;183,50
03.01.2017 20:45;03.01.2017 21:00;16.501,25;7.829,25;266,00
03.01.2017 21:00;03.01.2017 21:15;16.433,50;7.752,50;78,25
03.01.2017 21:15;03.01.2017 21:30;16.292,50;7.595,25;68,25
03.01.2017 21:30;03.01.2017 21:45;16.152,75;7.480,75;73,00
03.01.2017 21:45;03.01.2017 22:00;15.954,00;7.315,00;153,50
03.01.2017 22:00;03.01.2017 22:15;15.966,75;7.501,00;53,00
03.01.2017 22:15;03.01.2017 22:30;15.709,75;7.217,50;60,00
03.01.2017 22:30;03.01.2017 22:45;15.504,00;7.043,00;86,50
03.01.2017 22:45;03.01.2017 23:00;15.069,50;6.530,25;266,25
03.01.2017 23:00;03.01.2017 23:15;15.012,25;6.451,00;323,75
03.01.2017 23:15;03.01.2017 23:30;14.737,75;6.193,00;436,75
03.01.2017 23:30;03.01.2017 23:45;14.411,50;5.960,75;527,50
03.01.2017 23:45;04.01.2017 00:00;14.115,00;5.830,25;636,50
04.01.2017 00:00;04.01.2017 00:15;14.084,00;5.985,75;374,00
04.01.2017 00:15;04.01.2017 00:30;13.899,25;5.807,50;334,50
04.01.2017 00:30;04.01.2017 00:45;13.794,75;5.757,75;296,25
04.01.2017 00:45;04.01.2017 01:00;13.594,75;5.558,25;398,75
04.01.2017 01:00;04.01.2017 01:15;13.453,75;5.549,75;377,25
04.01.2017 01:15;04.01.2017 01:30;13.393,00;5.568,75;375,00
04.01.2017 01:30;04.01.2017 01:45;13.335,00;5.529,50;365,75
04.01.2017 01:45;04.01.2017 02:00;13.245,25;5.488,50;489,25
04.01.2017 02:00;04.01.2017 02:15;13.119,25;5.418,00;401,75
04.01.2017 02:15;04.01.2017 02:30;13.074,00;5.414,75;472,75
04.01.2017 02:30;04.01.2017 02:45;13.081,00;5.456,50;418,50
04.01.2017 02:45;04.01.2017 03:00;13.076,00;5.528,25;499,00
04.01.2017 03:00;04.01.2017 03:15;13.095,50;5.564,75;457,50
04.01.2017 03:15;04.01.2017 03:30;13.104,00;5.609,75;477,00
04.01.2017 03:30;04.01.2017 03:45;13.178,00;5.601,25;511,00
04.01.2017 03:45;04.01.2017 04:00;13.214,75;5.674,50;601,25
04.01.2017 04:00;04.01.2017 04:15;13.266,75;5.766,25;601,75
04.01.2017 04:15;04.01.2017 04:30;13.299,00;5.719,00;678,75
04.01.2017 04:30;04.01.2017 04:45;13.435,50;5.838,75;696,50
04.01.2017 04:45;04.01.2017 05:00;13.535,50;6.010,50;666,50
04.01.2017 05:00;04.01.2017 05:15;13.704,75;6.104,50;714,75
04.01.2017 05:15;04.01.2017 05:30;13.813,50;6.223,50;772,75
04.01.2017 05:30;04.01.2017 05:45;14.034,00;6.447,00;557,00
04.01.2017 05:45;04.01.2017 06:00;14.286,25;6.708,25;369,25
04.01.2017 06:00;04.01.2017 06:15;14.756,00;7.011,75;281,75
04.01.2017 06:15;04.01.2017 06:30;15.220,00;7.434,50;110,75
04.01.2017 06:30;04.01.2017 06:45;15.649,75;7.828,75;86,00
04.01.2017 06:45;04.01.2017 07:00;16.033,25;8.228,25;70,50
04.01.2017 07:00;04.01.2017 07:15;16.436,00;8.585,50;36,00
04.01.2017 07:15;04.01.2017 07:30;16.815,50;8.893,50;33,25
04.01.2017 07:30;04.01.2017 07:45;17.066,75;8.902,50;4,00
04.01.2017 07:45;04.01.2017 08:00;17.334,00;9.197,25;3,50
04.01.2017 08:00;04.01.2017 08:15;17.559,00;9.406,25;1,25
04.01.2017 08:15;04.01.2017 08:30;17.672,75;9.459,00;1,50
04.01.2017 08:30;04.01.2017 08:45;17.754,00;9.441,50;21,25
04.01.2017 08:45;04.01.2017 09:00;17.801,00;9.518,50;1,75
04.01.2017 09:00;04.01.2017 09:15;17.797,75;9.452,50;27,00
04.01.2017 09:15;04.01.2017 09:30;17.927,75;9.617,00;1,00
04.01.2017 09:30;04.01.2017 09:45;17.944,00;9.681,75;0,50
04.01.2017 09:45;04.01.2017 10:00;18.082,00;9.815,00;0,75
04.01.2017 10:00;04.01.2017 10:15;18.175,50;9.839,75;16,75
04.01.2017 10:15;04.01.2017 10:30;18.235,50;9.841,75;13,75
04.01.2017 10:30;04.01.2017 10:45;18.280,00;9.824,75;10,25
04.01.2017 10:45;04.01.2017 11:00;18.291,00;9.824,50;20,00
04.01.2017 11:00;04.01.2017 11:15;18.302,25;9.821,50;52,75
04.01.2017 11:15;04.01.2017 11:30;18.376,25;9.814,75;36,50
04.01.2017 11:30;04.01.2017 11:45;18.524,00;9.859,50;27,75
04.01.2017 11:45;04.01.2017 12:00;18.556,25;9.858,25;34,50
04.01.2017 12:00;04.01.2017 12:15;18.496,25;9.745,25;75,25
04.01.2017 12:15;04.01.2017 12:30;18.384,00;9.686,75;92,25
04.01.2017 12:30;04.01.2017 12:45;18.358,00;9.666,00;76,25
04.01.2017 12:45;04.01.2017 13:00;18.304,75;9.592,75;125,25
04.01.2017 13:00;04.01.2017 13:15;18.173,00;9.534,50;294,75
04.01.2017 13:15;04.01.2017 13:30;18.153,25;9.625,00;290,75
04.01.2017 13:30;04.01.2017 13:45;18.076,25;9.686,25;163,00
04.01.2017 13:45;04.01.2017 14:00;17.873,25;9.590,50;308,75
04.01.2017 14:00;04.01.2017 14:15;17.883,50;9.705,00;175,75
04.01.2017 14:15;04.01.2017 14:30;17.828,25;9.799,50;91,00
04.01.2017 14:30;04.01.2017 14:45;17.786,25;9.989,50;55,50
04.01.2017 14:45;04.01.2017 15:00;17.746,00;10.141,75;176,50
04.01.2017 15:00;04.01.2017 15:15;17.683,00;10.168,75;226,25
04.01.2017 15:15;04.01.2017 15:30;17.647,50;10.275,75;215,00
04.01.2017 15:30;04.01.2017 15:45;17.577,75;10.359,25;184,00
04.01.2017 15:45;04.01.2017 16:00;17.539,00;10.297,50;217,50
04.01.2017 16:00;04.01.2017 16:15;17.549,50;10.451,75;299,00
04.01.2017 16:15;04.01.2017 16:30;17.621,50;10.667,25;111,00
04.01.2017 16:30;04.01.2017 16:45;17.794,75;10.947,25;1,50
04.01.2017 16:45;04.01.2017 17:00;18.048,75;11.434,25;0,75
04.01.2017 17:00;04.01.2017 17:15;18.225,50;11.726,00;0,75
04.01.2017 17:15;04.01.2017 17:30;18.415,25;11.955,00;1,75
04.01.2017 17:30;04.01.2017 17:45;18.450,75;12.099,75;1,50
04.01.2017 17:45;04.01.2017 18:00;18.465,75;12.099,50;1,75
04.01.2017 18:00;04.01.2017 18:15;18.355,75;12.002,75;1,50
04.01.2017 18:15;04.01.2017 18:30;18.262,50;12.031,00;6,00
04.01.2017 18:30;04.01.2017 18:45;18.120,00;11.880,50;30,75
04.01.2017 18:45;04.01.2017 19:00;18.047,75;11.845,50;38,00
