Jahr_von;Zeit_von;Waermepumpe[in kWh];Elektroauto[Tagesnormiert];ELKW[Tagesnormiert]
29.05.2020;04:15:00;0,04579127;0,004150206;0,016666667
29.05.2020;04:30:00;0,045780423;0,004135523;0,016666667
29.05.2020;04:45:00;0,045880317;0,004227291;0,016666667
29.05.2020;05:00:00;0,045613623;0,004227291;0,016666667
29.05.2020;05:15:00;0,04546539;0,004293363;0,016666667
29.05.2020;05:30:00;0,045009135;0,004574434;0,016666667
29.05.2020;05:45:00;0,044768546;0,005438622;0,016666667
29.05.2020;06:00:00;0,044609983;0,005677035;0,016666667
29.05.2020;06:15:00;0,044426589;0,006252417;0,016666667
29.05.2020;06:30:00;0,043566378;0,007157887;0,016666667
29.05.2020;06:45:00;0,042556371;0,007633335;0,016666667
29.05.2020;07:00:00;0,041184031;0,008616533;0,016666667
29.05.2020;07:15:00;0,040085007;0,010044894;0,016666667
29.05.2020;07:30:00;0,038801131;0,011006028;0,016666667
29.05.2020;07:45:00;0,038411339;0,011311745;0,016666667
29.05.2020;08:00:00;0,037902187;0,012076903;0,016666667
29.05.2020;08:15:00;0,036318543;0,012076903;0
29.05.2020;08:30:00;0,035392226;0,012110123;0
29.05.2020;08:45:00;0,034039986;0,011667574;0
29.05.2020;09:00:00;0,032749585;0,011210801;0
29.05.2020;09:15:00;0,031513963;0,010743934;0
29.05.2020;09:30:00;0,030311122;0,010280095;0
29.05.2020;09:45:00;0,029446036;0,010039847;0
29.05.2020;10:00:00;0,028711967;0,010087566;0
29.05.2020;10:15:00;0,02791288;0,010164651;0
29.05.2020;10:30:00;0,027035238;0,010324327;0
29.05.2020;10:45:00;0,026155237;0,010324327;0
29.05.2020;11:00:00;0,025441801;0,010476661;0
29.05.2020;11:15:00;0,02502577;0,010553745;0
29.05.2020;11:30:00;0,0245344;0,010755634;0
29.05.2020;11:45:00;0,024032241;0,011236037;0
29.05.2020;12:00:00;0,023685489;0,011634767;0
29.05.2020;12:15:00;0,023334832;0,012094064;0
29.05.2020;12:30:00;0,022751823;0,012477193;0
29.05.2020;12:45:00;0,022431353;0,012273469;0,016666667
29.05.2020;13:00:00;0,022229042;0,012027532;0,016666667
29.05.2020;13:15:00;0,022014314;0,011897222;0,016666667
29.05.2020;13:30:00;0,022066002;0,011897222;0
29.05.2020;13:45:00;0,022120856;0,011897222;0
29.05.2020;14:00:00;0,022171477;0,011897222;0
29.05.2020;14:15:00;0,022415145;0,011794443;0
29.05.2020;14:30:00;0,02238496;0,011526481;0
29.05.2020;14:45:00;0,022453335;0,011480598;0
29.05.2020;15:00:00;0,022815652;0,011275038;0
29.05.2020;15:15:00;0,023300762;0,011275038;0
29.05.2020;15:30:00;0,023708438;0,010990559;0
29.05.2020;15:45:00;0,024172485;0,010623489;0
29.05.2020;16:00:00;0,024800789;0,010271101;0
29.05.2020;16:15:00;0,025431373;0,010100414;0
29.05.2020;16:30:00;0,026506485;0,010100414;0
29.05.2020;16:45:00;0,027232511;0,010089402;0
29.05.2020;17:00:00;0,028308052;0,010227053;0
29.05.2020;17:15:00;0,029194552;0,010564758;0
29.05.2020;17:30:00;0,029956349;0,011029101;0
29.05.2020;17:45:00;0,030593298;0,011538309;0
29.05.2020;18:00:00;0,031238262;0,011931832;0,016666667
29.05.2020;18:15:00;0,031952179;0,012836004;0,016666667
29.05.2020;18:30:00;0,032487038;0,013694031;0,016666667
29.05.2020;18:45:00;0,033231129;0,01414828;0,016666667
29.05.2020;19:00:00;0,034034929;0,015026496;0,016666667
29.05.2020;19:15:00;0,034725643;0,01541816;0,016666667
29.05.2020;19:30:00;0,035503877;0,01650432;0,016666667
29.05.2020;19:45:00;0,035956509;0,016981931;0,016666667
29.05.2020;20:00:00;0,036309475;0,017386757;0,016666667
29.05.2020;20:15:00;0,03673886;0,017588646;0,016666667
29.05.2020;20:30:00;0,037162692;0,017496878;0,016666667
29.05.2020;20:45:00;0,037423575;0,017175488;0,016666667
29.05.2020;21:00:00;0,03775904;0,016742549;0,016666667
29.05.2020;21:15:00;0,037877576;0,01618399;0,016666667
29.05.2020;21:30:00;0,038363128;0,015698785;0,016666667
29.05.2020;21:45:00;0,039232963;0,015279978;0,016666667
29.05.2020;22:00:00;0,039155679;0,014310913;0,016666667
29.05.2020;22:15:00;0,038959669;0,014213894;0,016666667
29.05.2020;22:30:00;0,038932646;0,014786065;0,016666667
29.05.2020;22:45:00;0,03877471;0,014368339;0,016666667
29.05.2020;23:00:00;0,038954254;0,013461859;0,016666667
29.05.2020;23:15:00;0,039515879;0,011558049;0,016666667
29.05.2020;23:30:00;0,040126629;0,011093706;0,016666667
29.05.2020;23:45:00;0,040604858;0,009757203;0,016666667
30.05.2020;00:00:00;0,040164442;0,009292321;0,016666667
30.05.2020;00:15:00;0,040432272;0,008360134;0,016666667
30.05.2020;00:30:00;0,040637508;0,008360134;0,016666667
30.05.2020;00:45:00;0,040980457;0,008360134;0,016666667
30.05.2020;01:00:00;0,041250963;0,007415295;0,016666667
30.05.2020;01:15:00;0,041375201;0,006954316;0,016666667
30.05.2020;01:30:00;0,041514941;0,006489973;0,016666667
30.05.2020;01:45:00;0,041831815;0,006046939;0,016666667
30.05.2020;02:00:00;0,042267456;0,005589121;0,016666667
30.05.2020;02:15:00;0,042809019;0,005211039;0,016666667
30.05.2020;02:30:00;0,043582575;0,00486948;0,016666667
30.05.2020;02:45:00;0,044162507;0,004399814;0,016666667
30.05.2020;03:00:00;0,044421913;0,004308046;0,016666667
30.05.2020;03:15:00;0,044423715;0,004232797;0,016666667
30.05.2020;03:30:00;0,045412289;0,004194255;0,016666667
30.05.2020;03:45:00;0,045533574;0,004194255;0,016666667
30.05.2020;04:00:00;0,045724358;0,004219949;0,016666667
30.05.2020;04:15:00;0,04579127;0,004150206;0,016666667
30.05.2020;04:30:00;0,045780423;0,004135523;0,016666667
30.05.2020;04:45:00;0,045880317;0,004227291;0,016666667
30.05.2020;05:00:00;0,045613623;0,004227291;0,016666667
30.05.2020;05:15:00;0,04546539;0,004293363;0,016666667
30.05.2020;05:30:00;0,045009135;0,004574434;0,016666667
30.05.2020;05:45:00;0,044768546;0,005438622;0,016666667
30.05.2020;06:00:00;0,044609983;0,005677035;0,016666667
30.05.2020;06:15:00;0,044426589;0,006252417;0,016666667
30.05.2020;06:30:00;0,043566378;0,007157887;0,016666667
30.05.2020;06:45:00;0,042556371;0,007633335;0,016666667
30.05.2020;07:00:00;0,041184031;0,008616533;0,016666667
30.05.2020;07:15:00;0,040085007;0,010044894;0,016666667
30.05.2020;07:30:00;0,038801131;0,011006028;0,016666667
30.05.2020;07:45:00;0,038411339;0,011311745;0,016666667
30.05.2020;08:00:00;0,037902187;0,012076903;0,016666667
30.05.2020;08:15:00;0,036318543;0,012076903;0
30.05.2020;08:30:00;0,035392226;0,012110123;0
30.05.2020;08:45:00;0,034039986;0,011667574;0
30.05.2020;09:00:00;0,032749585;0,011210801;0
30.05.2020;09:15:00;0,031513963;0,010743934;0
30.05.2020;09:30:00;0,030311122;0,010280095;0
30.05.2020;09:45:00;0,029446036;0,010039847;0
30.05.2020;10:00:00;0,028711967;0,010087566;0
30.05.2020;10:15:00;0,02791288;0,010164651;0
30.05.2020;10:30:00;0,027035238;0,010324327;0
30.05.2020;10:45:00;0,026155237;0,010324327;0
30.05.2020;11:00:00;0,025441801;0,010476661;0
30.05.2020;11:15:00;0,02502577;0,010553745;0
30.05.2020;11:30:00;0,0245344;0,010755634;0
30.05.2020;11:45:00;0,024032241;0,011236037;0
30.05.2020;12:00:00;0,023685489;0,011634767;0
30.05.2020;12:15:00;0,023334832;0,012094064;0
30.05.2020;12:30:00;0,022751823;0,012477193;0
30.05.2020;12:45:00;0,022431353;0,012273469;0,016666667
30.05.2020;13:00:00;0,022229042;0,012027532;0,016666667
30.05.2020;13:15:00;0,022014314;0,011897222;0,016666667
30.05.2020;13:30:00;0,022066002;0,011897222;0
30.05.2020;13:45:00;0,022120856;0,011897222;0
30.05.2020;14:00:00;0,022171477;0,011897222;0
30.05.2020;14:15:00;0,022415145;0,011794443;0
30.05.2020;14:30:00;0,02238496;0,011526481;0
30.05.2020;14:45:00;0,022453335;0,011480598;0
30.05.2020;15:00:00;0,022815652;0,011275038;0
30.05.2020;15:15:00;0,023300762;0,011275038;0
30.05.2020;15:30:00;0,023708438;0,010990559;0
30.05.2020;15:45:00;0,024172485;0,010623489;0
30.05.2020;16:00:00;0,024800789;0,010271101;0
30.05.2020;16:15:00;0,025431373;0,010100414;0
30.05.2020;16:30:00;0,026506485;0,010100414;0
30.05.2020;16:45:00;0,027232511;0,010089402;0
30.05.2020;17:00:00;0,028308052;0,010227053;0
30.05.2020;17:15:00;0,029194552;0,010564758;0
30.05.2020;17:30:00;0,029956349;0,011029101;0
30.05.2020;17:45:00;0,030593298;0,011538309;0
30.05.2020;18:00:00;0,031238262;0,011931832;0,016666667
30.05.2020;18:15:00;0,031952179;0,012836004;0,016666667
30.05.2020;18:30:00;0,032487038;0,013694031;0,016666667
30.05.2020;18:45:00;0,033231129;0,01414828;0,016666667
30.05.2020;19:00:00;0,034034929;0,015026496;0,016666667
30.05.2020;19:15:00;0,034725643;0,01541816;0,016666667
30.05.2020;19:30:00;0,035503877;0,01650432;0,016666667
30.05.2020;19:45:00;0,035956509;0,016981931;0,016666667
30.05.2020;20:00:00;0,036309475;0,017386757;0,016666667
30.05.2020;20:15:00;0,03673886;0,017588646;0,016666667
30.05.2020;20:30:00;0,037162692;0,017496878;0,016666667
30.05.2020;20:45:00;0,037423575;0,017175488;0,016666667
30.05.2020;21:00:00;0,03775904;0,016742549;0,016666667
30.05.2020;21:15:00;0,037877576;0,01618399;0,016666667
30.05.2020;21:30:00;0,038363128;0,015698785;0,016666667
30.05.2020;21:45:00;0,039232963;0,015279978;0,016666667
30.05.2020;22:00:00;0,039155679;0,014310913;0,016666667
30.05.2020;22:15:00;0,038959669;0,014213894;0,016666667
30.05.2020;22:30:00;0,038932646;0,014786065;0,016666667
30.05.2020;22:45:00;0,03877471;0,014368339;0,016666667
30.05.2020;23:00:00;0,038954254;0,013461859;0,016666667
30.05.2020;23:15:00;0,039515879;0,011558049;0,016666667
30.05.2020;23:30:00;0,040126629;0,011093706;0,016666667
30.05.2020;23:45:00;0,040604858;0,009757203;0,016666667
31.05.2020;00:00:00;0,051056173;0,009292321;0,016666667
31.05.2020;00:15:00;0,05125704;0,008360134;0,016666667
31.05.2020;00:30:00;0,051430384;0,008360134;0,016666667
31.05.2020;00:45:00;0,051732761;0,008360134;0,016666667
31.05.2020;01:00:00;0,052006111;0,007415295;0,016666667
31.05.2020;01:15:00;0,05214377;0,006954316;0,016666667
31.05.2020;01:30:00;0,052164537;0,006489973;0,016666667
31.05.2020;01:45:00;0,052415279;0,006046939;0,016666667
31.05.2020;02:00:00;0,052812563;0,005589121;0,016666667
31.05.2020;02:15:00;0,053242132;0,005211039;0,016666667
31.05.2020;02:30:00;0,05408334;0,00486948;0,016666667
31.05.2020;02:45:00;0,054635414;0,004399814;0,016666667
31.05.2020;03:00:00;0,054837993;0,004308046;0,016666667
31.05.2020;03:15:00;0,054858473;0,004232797;0,016666667
31.05.2020;03:30:00;0,055854937;0,004194255;0,016666667
31.05.2020;03:45:00;0,05596586;0,004194255;0,016666667
31.05.2020;04:00:00;0,056250759;0,004219949;0,016666667
31.05.2020;04:15:00;0,056396286;0,004150206;0,016666667
31.05.2020;04:30:00;0,056302197;0,004135523;0,016666667
31.05.2020;04:45:00;0,056295717;0,004227291;0,016666667
31.05.2020;05:00:00;0,056138665;0,004227291;0,016666667
31.05.2020;05:15:00;0,056071217;0,004293363;0,016666667
31.05.2020;05:30:00;0,055672;0,004574434;0,016666667
31.05.2020;05:45:00;0,055465796;0,005438622;0,016666667
31.05.2020;06:00:00;0,055329143;0,005677035;0,016666667
31.05.2020;06:15:00;0,055127185;0,006252417;0,016666667
31.05.2020;06:30:00;0,054254628;0,007157887;0,016666667
31.05.2020;06:45:00;0,053271226;0,007633335;0,016666667
31.05.2020;07:00:00;0,051960685;0,008616533;0,016666667
31.05.2020;07:15:00;0,050714885;0,010044894;0,016666667
31.05.2020;07:30:00;0,049460416;0,011006028;0,016666667
31.05.2020;07:45:00;0,049091659;0,011311745;0,016666667
31.05.2020;08:00:00;0,048395328;0,012076903;0,016666667
31.05.2020;08:15:00;0,046729589;0,012076903;0
31.05.2020;08:30:00;0,045658275;0,012110123;0
31.05.2020;08:45:00;0,044103755;0,011667574;0
31.05.2020;09:00:00;0,042635897;0,011210801;0
31.05.2020;09:15:00;0,04130653;0,010743934;0
31.05.2020;09:30:00;0,039993337;0,010280095;0
31.05.2020;09:45:00;0,038852657;0,010039847;0
31.05.2020;10:00:00;0,037952175;0,010087566;0
31.05.2020;10:15:00;0,036964614;0,010164651;0
31.05.2020;10:30:00;0,035917988;0,010324327;0
31.05.2020;10:45:00;0,034857925;0,010324327;0
31.05.2020;11:00:00;0,034057922;0,010476661;0
31.05.2020;11:15:00;0,0335561;0,010553745;0
31.05.2020;11:30:00;0,032986741;0,010755634;0
31.05.2020;11:45:00;0,032346139;0,011236037;0
31.05.2020;12:00:00;0,0318655;0,011634767;0
31.05.2020;12:15:00;0,031340414;0,012094064;0
31.05.2020;12:30:00;0,030612597;0,012477193;0
31.05.2020;12:45:00;0,03030241;0,012273469;0,016666667
31.05.2020;13:00:00;0,030077074;0,012027532;0,016666667
31.05.2020;13:15:00;0,029919578;0,011897222;0,016666667
31.05.2020;13:30:00;0,030124182;0,011897222;0
31.05.2020;13:45:00;0,030243229;0,011897222;0
31.05.2020;14:00:00;0,030336697;0,011897222;0
31.05.2020;14:15:00;0,030700868;0,011794443;0
31.05.2020;14:30:00;0,030813517;0,011526481;0
31.05.2020;14:45:00;0,031010034;0,011480598;0
31.05.2020;15:00:00;0,031539472;0,011275038;0
31.05.2020;15:15:00;0,032089755;0,011275038;0
31.05.2020;15:30:00;0,032636883;0,010990559;0
31.05.2020;15:45:00;0,033259995;0,010623489;0
31.05.2020;16:00:00;0,033990222;0,010271101;0
31.05.2020;16:15:00;0,03471475;0,010100414;0
31.05.2020;16:30:00;0,035965294;0,010100414;0
31.05.2020;16:45:00;0,036952732;0,010089402;0
31.05.2020;17:00:00;0,038194036;0,010227053;0
31.05.2020;17:15:00;0,039217249;0,010564758;0
31.05.2020;17:30:00;0,040088223;0,011029101;0
31.05.2020;17:45:00;0,040861597;0,011538309;0
31.05.2020;18:00:00;0,041764883;0,011931832;0,016666667
31.05.2020;18:15:00;0,04258606;0,012836004;0,016666667
31.05.2020;18:30:00;0,043179883;0,013694031;0,016666667
31.05.2020;18:45:00;0,044052736;0,01414828;0,016666667
31.05.2020;19:00:00;0,045018828;0,015026496;0,016666667
31.05.2020;19:15:00;0,045830254;0,01541816;0,016666667
31.05.2020;19:30:00;0,046675748;0,01650432;0,016666667
31.05.2020;19:45:00;0,047098698;0,016981931;0,016666667
31.05.2020;20:00:00;0,047502471;0,017386757;0,016666667
31.05.2020;20:15:00;0,047947725;0,017588646;0,016666667
31.05.2020;20:30:00;0,048373806;0,017496878;0,016666667
31.05.2020;20:45:00;0,048757716;0,017175488;0,016666667
31.05.2020;21:00:00;0,049124298;0,016742549;0,016666667
31.05.2020;21:15:00;0,049176982;0,01618399;0,016666667
31.05.2020;21:30:00;0,049632027;0,015698785;0,016666667
31.05.2020;21:45:00;0,050310727;0,015279978;0,016666667
31.05.2020;22:00:00;0,050118013;0,014310913;0,016666667
31.05.2020;22:15:00;0,050022385;0,014213894;0,016666667
31.05.2020;22:30:00;0,050061467;0,014786065;0,016666667
31.05.2020;22:45:00;0,049837681;0,014368339;0,016666667
31.05.2020;23:00:00;0,04998059;0,013461859;0,016666667
31.05.2020;23:15:00;0,050263132;0,011558049;0,016666667
31.05.2020;23:30:00;0,050810311;0,011093706;0,016666667
31.05.2020;23:45:00;0,05136393;0,009757203;0,016666667
01.06.2020;00:00:00;0,03012581;0,009292321;0,016666667
01.06.2020;00:15:00;0,030247932;0,008360134;0,016666667
01.06.2020;00:30:00;0,030346194;0,008360134;0,016666667
01.06.2020;00:45:00;0,030585051;0,008360134;0,016666667
01.06.2020;01:00:00;0,030681055;0,007415295;0,016666667
01.06.2020;01:15:00;0,030638952;0,006954316;0,016666667
01.06.2020;01:30:00;0,030644939;0,006489973;0,016666667
01.06.2020;01:45:00;0,030776059;0,006046939;0,016666667
01.06.2020;02:00:00;0,030986227;0,005589121;0,016666667
01.06.2020;02:15:00;0,031341027;0,005211039;0,016666667
01.06.2020;02:30:00;0,032027762;0,00486948;0,016666667
01.06.2020;02:45:00;0,032473874;0,004399814;0,016666667
01.06.2020;03:00:00;0,032694168;0,004308046;0,016666667
01.06.2020;03:15:00;0,032827804;0,004232797;0,016666667
01.06.2020;03:30:00;0,033686423;0,004194255;0,016666667
01.06.2020;03:45:00;0,033932084;0,004194255;0,016666667
01.06.2020;04:00:00;0,034101215;0,004219949;0,016666667
01.06.2020;04:15:00;0,034187331;0,004150206;0,016666667
01.06.2020;04:30:00;0,034229734;0,004135523;0,016666667
01.06.2020;04:45:00;0,034343023;0,004227291;0,016666667
01.06.2020;05:00:00;0,034120742;0,004227291;0,016666667
01.06.2020;05:15:00;0,03405885;0,004293363;0,016666667
01.06.2020;05:30:00;0,033927785;0,004574434;0,016666667
01.06.2020;05:45:00;0,033787061;0,005438622;0,016666667
01.06.2020;06:00:00;0,033655467;0,005677035;0,016666667
01.06.2020;06:15:00;0,033556003;0,006252417;0,016666667
01.06.2020;06:30:00;0,033150954;0,007157887;0,016666667
01.06.2020;06:45:00;0,032583733;0,007633335;0,016666667
01.06.2020;07:00:00;0,031683731;0,008616533;0,016666667
01.06.2020;07:15:00;0,0311095;0,010044894;0,016666667
01.06.2020;07:30:00;0,030344268;0,011006028;0,016666667
01.06.2020;07:45:00;0,03007901;0,011311745;0,016666667
01.06.2020;08:00:00;0,02970016;0,012076903;0,016666667
01.06.2020;08:15:00;0,028698898;0,012076903;0
01.06.2020;08:30:00;0,028133795;0,012110123;0
01.06.2020;08:45:00;0,02723738;0,011667574;0
01.06.2020;09:00:00;0,026299134;0,011210801;0
01.06.2020;09:15:00;0,025399512;0,010743934;0
01.06.2020;09:30:00;0,024643509;0,010280095;0
01.06.2020;09:45:00;0,023947527;0,010039847;0
01.06.2020;10:00:00;0,02323913;0,010087566;0
01.06.2020;10:15:00;0,02271791;0,010164651;0
01.06.2020;10:30:00;0,022331339;0,010324327;0
01.06.2020;10:45:00;0,02178962;0,010324327;0
01.06.2020;11:00:00;0,021276132;0,010476661;0
01.06.2020;11:15:00;0,021029466;0,010553745;0
01.06.2020;11:30:00;0,020719507;0,010755634;0
01.06.2020;11:45:00;0,020419831;0,011236037;0
01.06.2020;12:00:00;0,020197124;0,011634767;0
01.06.2020;12:15:00;0,01991412;0,012094064;0
01.06.2020;12:30:00;0,019510824;0,012477193;0
01.06.2020;12:45:00;0,019288589;0,012273469;0,016666667
01.06.2020;13:00:00;0,019096762;0,012027532;0,016666667
01.06.2020;13:15:00;0,018970439;0,011897222;0,016666667
01.06.2020;13:30:00;0,018902477;0,011897222;0
01.06.2020;13:45:00;0,018983881;0,011897222;0
01.06.2020;14:00:00;0,018940591;0,011897222;0
01.06.2020;14:15:00;0,018967416;0,011794443;0
01.06.2020;14:30:00;0,018883968;0,011526481;0
01.06.2020;14:45:00;0,019014061;0,011480598;0
01.06.2020;15:00:00;0,019239898;0,011275038;0
01.06.2020;15:15:00;0,019604464;0,011275038;0
01.06.2020;15:30:00;0,019928583;0,010990559;0
01.06.2020;15:45:00;0,020220054;0,010623489;0
01.06.2020;16:00:00;0,020614187;0,010271101;0
01.06.2020;16:15:00;0,021069962;0,010100414;0
01.06.2020;16:30:00;0,021751609;0,010100414;0
01.06.2020;16:45:00;0,022166054;0,010089402;0
01.06.2020;17:00:00;0,022926561;0,010227053;0
01.06.2020;17:15:00;0,023525961;0,010564758;0
01.06.2020;17:30:00;0,024114846;0,011029101;0
01.06.2020;17:45:00;0,02456077;0,011538309;0
01.06.2020;18:00:00;0,024913984;0,011931832;0,016666667
01.06.2020;18:15:00;0,025297653;0,012836004;0,016666667
01.06.2020;18:30:00;0,025742297;0,013694031;0,016666667
01.06.2020;18:45:00;0,026378627;0,01414828;0,016666667
01.06.2020;19:00:00;0,02688041;0,015026496;0,016666667
01.06.2020;19:15:00;0,027301184;0,01541816;0,016666667
01.06.2020;19:30:00;0,027808428;0,01650432;0,016666667
01.06.2020;19:45:00;0,028187944;0,016981931;0,016666667
01.06.2020;20:00:00;0,028314514;0,017386757;0,016666667
01.06.2020;20:15:00;0,028592298;0,017588646;0,016666667
01.06.2020;20:30:00;0,02887959;0,017496878;0,016666667
01.06.2020;20:45:00;0,029094619;0,017175488;0,016666667
01.06.2020;21:00:00;0,029126071;0,016742549;0,016666667
01.06.2020;21:15:00;0,029139372;0,01618399;0,016666667
01.06.2020;21:30:00;0,029457154;0,015698785;0,016666667
01.06.2020;21:45:00;0,029972362;0,015279978;0,016666667
01.06.2020;22:00:00;0,029731191;0,014310913;0,016666667
01.06.2020;22:15:00;0,02953634;0,014213894;0,016666667
01.06.2020;22:30:00;0,029433205;0,014786065;0,016666667
01.06.2020;22:45:00;0,029407926;0,014368339;0,016666667
01.06.2020;23:00:00;0,029276606;0,013461859;0,016666667
01.06.2020;23:15:00;0,029608117;0,011558049;0,016666667
01.06.2020;23:30:00;0,030002226;0,011093706;0,016666667
01.06.2020;23:45:00;0,03020078;0,009757203;0,016666667
02.06.2020;00:00:00;0,020087179;0,009292321;0,016666667
02.06.2020;00:15:00;0,020063592;0,008360134;0,016666667
02.06.2020;00:30:00;0,02005488;0,008360134;0,016666667
02.06.2020;00:45:00;0,020189645;0,008360134;0,016666667
02.06.2020;01:00:00;0,020111146;0,007415295;0,016666667
02.06.2020;01:15:00;0,019902704;0,006954316;0,016666667
02.06.2020;01:30:00;0,019774937;0,006489973;0,016666667
02.06.2020;01:45:00;0,019720303;0,006046939;0,016666667
02.06.2020;02:00:00;0,019704998;0,005589121;0,016666667
02.06.2020;02:15:00;0,019873035;0,005211039;0,016666667
02.06.2020;02:30:00;0,020472949;0,00486948;0,016666667
02.06.2020;02:45:00;0,02078524;0,004399814;0,016666667
02.06.2020;03:00:00;0,020966423;0,004308046;0,016666667
02.06.2020;03:15:00;0,021231893;0,004232797;0,016666667
02.06.2020;03:30:00;0,021960557;0,004194255;0,016666667
02.06.2020;03:45:00;0,022330594;0,004194255;0,016666667
02.06.2020;04:00:00;0,022478073;0,004219949;0,016666667
02.06.2020;04:15:00;0,022583393;0,004150206;0,016666667
02.06.2020;04:30:00;0,022679046;0,004135523;0,016666667
02.06.2020;04:45:00;0,022805728;0,004227291;0,016666667
02.06.2020;05:00:00;0,02262786;0,004227291;0,016666667
02.06.2020;05:15:00;0,02265231;0,004293363;0,016666667
02.06.2020;05:30:00;0,022846436;0,004574434;0,016666667
02.06.2020;05:45:00;0,022805576;0,005438622;0,016666667
02.06.2020;06:00:00;0,022700951;0,005677035;0,016666667
02.06.2020;06:15:00;0,022685416;0,006252417;0,016666667
02.06.2020;06:30:00;0,022735529;0,007157887;0,016666667
02.06.2020;06:45:00;0,022611096;0,007633335;0,016666667
02.06.2020;07:00:00;0,022183431;0,008616533;0,016666667
02.06.2020;07:15:00;0,022133993;0,010044894;0,016666667
02.06.2020;07:30:00;0,021887405;0,011006028;0,016666667
02.06.2020;07:45:00;0,021746681;0,011311745;0,016666667
02.06.2020;08:00:00;0,021498133;0,012076903;0,016666667
02.06.2020;08:15:00;0,021079253;0,012076903;0
02.06.2020;08:30:00;0,020875365;0,012110123;0
02.06.2020;08:45:00;0,020434773;0,011667574;0
02.06.2020;09:00:00;0,019848682;0,011210801;0
02.06.2020;09:15:00;0,019285061;0,010743934;0
02.06.2020;09:30:00;0,018975896;0,010280095;0
02.06.2020;09:45:00;0,018449017;0,010039847;0
02.06.2020;10:00:00;0,017766293;0,010087566;0
02.06.2020;10:15:00;0,01752294;0,010164651;0
02.06.2020;10:30:00;0,017627439;0,010324327;0
02.06.2020;10:45:00;0,017424004;0,010324327;0
02.06.2020;11:00:00;0,017110463;0,010476661;0
02.06.2020;11:15:00;0,017033162;0,010553745;0
02.06.2020;11:30:00;0,016904614;0,010755634;0
02.06.2020;11:45:00;0,01680742;0,011236037;0
02.06.2020;12:00:00;0,016708759;0,011634767;0
02.06.2020;12:15:00;0,016493407;0,012094064;0
02.06.2020;12:30:00;0,016269825;0,012477193;0
02.06.2020;12:45:00;0,016145825;0,012273469;0,016666667
02.06.2020;13:00:00;0,015964481;0,012027532;0,016666667
02.06.2020;13:15:00;0,015926563;0,011897222;0,016666667
02.06.2020;13:30:00;0,015738953;0,011897222;0
02.06.2020;13:45:00;0,015846905;0,011897222;0
02.06.2020;14:00:00;0,015709706;0,011897222;0
02.06.2020;14:15:00;0,015519687;0,011794443;0
02.06.2020;14:30:00;0,015382976;0,011526481;0
02.06.2020;14:45:00;0,015574786;0,011480598;0
02.06.2020;15:00:00;0,015664145;0,011275038;0
02.06.2020;15:15:00;0,015908166;0,011275038;0
02.06.2020;15:30:00;0,016148728;0,010990559;0
02.06.2020;15:45:00;0,016267624;0,010623489;0
02.06.2020;16:00:00;0,016427584;0,010271101;0
02.06.2020;16:15:00;0,016708551;0,010100414;0
02.06.2020;16:30:00;0,016996732;0,010100414;0
02.06.2020;16:45:00;0,017099596;0,010089402;0
02.06.2020;17:00:00;0,01754507;0,010227053;0
02.06.2020;17:15:00;0,01785737;0,010564758;0
02.06.2020;17:30:00;0,018273343;0,011029101;0
02.06.2020;17:45:00;0,018528241;0,011538309;0
02.06.2020;18:00:00;0,018589707;0,011931832;0,016666667
02.06.2020;18:15:00;0,018643127;0,012836004;0,016666667
02.06.2020;18:30:00;0,018997556;0,013694031;0,016666667
02.06.2020;18:45:00;0,019526126;0,01414828;0,016666667
02.06.2020;19:00:00;0,019725891;0,015026496;0,016666667
02.06.2020;19:15:00;0,019876726;0,01541816;0,016666667
02.06.2020;19:30:00;0,020112978;0,01650432;0,016666667
02.06.2020;19:45:00;0,020419379;0,016981931;0,016666667
02.06.2020;20:00:00;0,020319553;0,017386757;0,016666667
02.06.2020;20:15:00;0,020445736;0,017588646;0,016666667
02.06.2020;20:30:00;0,020596488;0,017496878;0,016666667
02.06.2020;20:45:00;0,020765662;0,017175488;0,016666667
02.06.2020;21:00:00;0,020493101;0,016742549;0,016666667
02.06.2020;21:15:00;0,020401168;0,01618399;0,016666667
02.06.2020;21:30:00;0,020551179;0,015698785;0,016666667
02.06.2020;21:45:00;0,020711761;0,015279978;0,016666667
02.06.2020;22:00:00;0,020306702;0,014310913;0,016666667
02.06.2020;22:15:00;0,02011301;0,014213894;0,016666667
02.06.2020;22:30:00;0,019933763;0,014786065;0,016666667
02.06.2020;22:45:00;0,020041143;0,014368339;0,016666667
02.06.2020;23:00:00;0,019598957;0,013461859;0,016666667
02.06.2020;23:15:00;0,019700354;0,011558049;0,016666667
02.06.2020;23:30:00;0,019877824;0,011093706;0,016666667
02.06.2020;23:45:00;0,019796702;0,009757203;0,016666667
03.06.2020;00:00:00;0,020087179;0,009292321;0,016666667
03.06.2020;00:15:00;0,020063592;0,008360134;0,016666667
03.06.2020;00:30:00;0,02005488;0,008360134;0,016666667
03.06.2020;00:45:00;0,020189645;0,008360134;0,016666667
03.06.2020;01:00:00;0,020111146;0,007415295;0,016666667
03.06.2020;01:15:00;0,019902704;0,006954316;0,016666667
03.06.2020;01:30:00;0,019774937;0,006489973;0,016666667
03.06.2020;01:45:00;0,019720303;0,006046939;0,016666667
03.06.2020;02:00:00;0,019704998;0,005589121;0,016666667
03.06.2020;02:15:00;0,019873035;0,005211039;0,016666667
