Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
02.01.2022 07:45;02.01.2022 08:00;10.815,00;4.131,75;303,00
02.01.2022 08:00;02.01.2022 08:15;11.049,25;4.101,00;431,75
02.01.2022 08:15;02.01.2022 08:30;11.243,75;4.146,75;324,50
02.01.2022 08:30;02.01.2022 08:45;11.468,25;4.360,75;191,00
02.01.2022 08:45;02.01.2022 09:00;11.656,50;4.430,25;210,00
02.01.2022 09:00;02.01.2022 09:15;11.931,75;4.574,50;301,75
02.01.2022 09:15;02.01.2022 09:30;12.054,00;4.429,50;244,75
02.01.2022 09:30;02.01.2022 09:45;12.120,50;4.419,00;255,00
02.01.2022 09:45;02.01.2022 10:00;12.237,50;4.367,25;266,25
02.01.2022 10:00;02.01.2022 10:15;12.461,00;4.145,75;225,25
02.01.2022 10:15;02.01.2022 10:30;12.507,25;3.961,75;217,00
02.01.2022 10:30;02.01.2022 10:45;12.726,75;4.126,75;210,00
02.01.2022 10:45;02.01.2022 11:00;12.888,25;4.008,75;322,25
02.01.2022 11:00;02.01.2022 11:15;13.135,00;3.964,25;138,75
02.01.2022 11:15;02.01.2022 11:30;13.412,75;4.067,00;163,00
02.01.2022 11:30;02.01.2022 11:45;13.536,50;3.986,50;224,50
02.01.2022 11:45;02.01.2022 12:00;13.561,00;3.812,00;330,25
02.01.2022 12:00;02.01.2022 12:15;13.689,75;3.675,00;184,00
02.01.2022 12:15;02.01.2022 12:30;13.661,50;3.584,75;160,25
02.01.2022 12:30;02.01.2022 12:45;13.630,75;3.607,25;245,75
02.01.2022 12:45;02.01.2022 13:00;13.555,50;3.425,50;311,75
02.01.2022 13:00;02.01.2022 13:15;13.425,50;3.464,75;246,75
02.01.2022 13:15;02.01.2022 13:30;13.333,00;3.261,25;381,75
02.01.2022 13:30;02.01.2022 13:45;13.260,75;3.136,75;436,75
02.01.2022 13:45;02.01.2022 14:00;13.313,75;3.289,25;461,50
02.01.2022 14:00;02.01.2022 14:15;13.248,00;3.163,25;387,00
02.01.2022 14:15;02.01.2022 14:30;13.190,50;3.060,25;393,25
02.01.2022 14:30;02.01.2022 14:45;13.126,00;3.069,00;413,25
02.01.2022 14:45;02.01.2022 15:00;13.128,00;3.224,50;445,75
02.01.2022 15:00;02.01.2022 15:15;13.274,50;3.281,25;432,75
02.01.2022 15:15;02.01.2022 15:30;13.269,50;3.295,75;458,00
02.01.2022 15:30;02.01.2022 15:45;13.328,00;3.168,00;476,25
02.01.2022 15:45;02.01.2022 16:00;13.371,25;3.382,25;433,25
02.01.2022 16:00;02.01.2022 16:15;13.636,75;3.659,25;478,50
02.01.2022 16:15;02.01.2022 16:30;13.770,25;3.792,00;442,75
02.01.2022 16:30;02.01.2022 16:45;13.909,25;3.677,50;365,25
02.01.2022 16:45;02.01.2022 17:00;14.221,50;3.774,50;298,75
02.01.2022 17:00;02.01.2022 17:15;14.494,50;4.054,00;308,50
02.01.2022 17:15;02.01.2022 17:30;14.618,25;4.180,50;226,50
02.01.2022 17:30;02.01.2022 17:45;14.730,00;4.202,25;139,75
02.01.2022 17:45;02.01.2022 18:00;14.755,00;4.273,25;148,25
02.01.2022 18:00;02.01.2022 18:15;14.700,00;4.090,25;114,75
02.01.2022 18:15;02.01.2022 18:30;14.697,50;4.006,50;112,25
02.01.2022 18:30;02.01.2022 18:45;14.727,00;4.093,75;128,50
02.01.2022 18:45;02.01.2022 19:00;14.639,50;4.126,50;106,00
02.01.2022 19:00;02.01.2022 19:15;14.509,50;4.003,75;284,25
02.01.2022 19:15;02.01.2022 19:30;14.407,00;3.970,25;284,00
02.01.2022 19:30;02.01.2022 19:45;14.315,50;4.106,00;252,50
02.01.2022 19:45;02.01.2022 20:00;14.125,25;3.941,00;255,75
02.01.2022 20:00;02.01.2022 20:15;13.963,50;3.774,00;404,75
02.01.2022 20:15;02.01.2022 20:30;13.789,00;3.518,50;415,00
02.01.2022 20:30;02.01.2022 20:45;13.607,75;3.477,75;379,25
02.01.2022 20:45;02.01.2022 21:00;13.432,00;3.449,00;380,75
02.01.2022 21:00;02.01.2022 21:15;13.278,50;3.350,50;360,00
02.01.2022 21:15;02.01.2022 21:30;13.174,25;3.396,75;362,75
02.01.2022 21:30;02.01.2022 21:45;13.061,50;3.383,50;340,00
02.01.2022 21:45;02.01.2022 22:00;12.953,50;3.473,75;394,00
02.01.2022 22:00;02.01.2022 22:15;13.003,75;3.768,50;562,50
02.01.2022 22:15;02.01.2022 22:30;12.873,00;3.717,75;569,50
02.01.2022 22:30;02.01.2022 22:45;12.659,75;3.612,00;554,25
02.01.2022 22:45;02.01.2022 23:00;12.398,25;3.398,75;591,25
02.01.2022 23:00;02.01.2022 23:15;12.249,00;3.296,25;437,50
02.01.2022 23:15;02.01.2022 23:30;12.016,00;3.017,75;474,00
02.01.2022 23:30;02.01.2022 23:45;11.896,75;3.094,50;478,75
02.01.2022 23:45;03.01.2022 00:00;11.711,50;2.788,25;635,25
03.01.2022 00:00;03.01.2022 00:15;11.488,00;2.684,50;710,75
03.01.2022 00:15;03.01.2022 00:30;11.410,50;2.620,50;831,75
03.01.2022 00:30;03.01.2022 00:45;11.321,00;2.622,50;863,25
03.01.2022 00:45;03.01.2022 01:00;11.161,25;2.609,75;983,75
03.01.2022 01:00;03.01.2022 01:15;11.066,75;2.773,50;1.048,50
03.01.2022 01:15;03.01.2022 01:30;10.928,00;2.874,50;1.065,00
03.01.2022 01:30;03.01.2022 01:45;10.892,25;3.017,00;1.047,50
03.01.2022 01:45;03.01.2022 02:00;10.750,00;2.444,25;1.090,50
03.01.2022 02:00;03.01.2022 02:15;10.672,00;2.477,25;1.025,00
03.01.2022 02:15;03.01.2022 02:30;10.610,25;2.622,75;1.060,25
03.01.2022 02:30;03.01.2022 02:45;10.651,00;2.781,25;1.057,50
03.01.2022 02:45;03.01.2022 03:00;10.637,75;2.918,25;1.096,25
03.01.2022 03:00;03.01.2022 03:15;10.736,75;3.224,25;1.029,75
03.01.2022 03:15;03.01.2022 03:30;10.710,75;2.794,25;1.111,50
03.01.2022 03:30;03.01.2022 03:45;10.776,00;3.052,75;1.095,25
03.01.2022 03:45;03.01.2022 04:00;10.880,25;3.125,50;1.042,00
03.01.2022 04:00;03.01.2022 04:15;10.967,25;3.092,25;884,50
03.01.2022 04:15;03.01.2022 04:30;11.022,25;2.812,50;817,75
03.01.2022 04:30;03.01.2022 04:45;11.156,00;2.981,75;831,25
03.01.2022 04:45;03.01.2022 05:00;11.425,50;3.090,50;771,25
03.01.2022 05:00;03.01.2022 05:15;11.804,00;2.987,00;495,75
03.01.2022 05:15;03.01.2022 05:30;11.959,25;2.915,00;385,25
03.01.2022 05:30;03.01.2022 05:45;12.109,25;2.897,50;321,75
03.01.2022 05:45;03.01.2022 06:00;12.491,25;2.741,50;323,00
03.01.2022 06:00;03.01.2022 06:15;13.208,75;2.752,75;509,75
03.01.2022 06:15;03.01.2022 06:30;13.630,75;3.093,00;417,25
03.01.2022 06:30;03.01.2022 06:45;14.091,25;3.544,50;162,50
03.01.2022 06:45;03.01.2022 07:00;14.483,00;3.763,00;131,50
03.01.2022 07:00;03.01.2022 07:15;14.947,25;3.952,25;243,50
03.01.2022 07:15;03.01.2022 07:30;15.262,00;4.386,25;152,00
03.01.2022 07:30;03.01.2022 07:45;15.531,25;4.683,00;90,50
03.01.2022 07:45;03.01.2022 08:00;15.852,00;5.064,00;100,75
03.01.2022 08:00;03.01.2022 08:15;16.078,25;5.490,75;79,00
03.01.2022 08:15;03.01.2022 08:30;16.226,75;5.667,75;85,25
03.01.2022 08:30;03.01.2022 08:45;16.329,75;5.628,75;93,75
03.01.2022 08:45;03.01.2022 09:00;16.436,00;5.647,75;96,00
03.01.2022 09:00;03.01.2022 09:15;16.527,75;5.809,50;37,25
03.01.2022 09:15;03.01.2022 09:30;16.564,50;5.812,25;45,75
03.01.2022 09:30;03.01.2022 09:45;16.660,00;5.798,25;51,50
03.01.2022 09:45;03.01.2022 10:00;16.729,25;5.836,00;29,00
03.01.2022 10:00;03.01.2022 10:15;16.843,50;5.851,50;53,00
03.01.2022 10:15;03.01.2022 10:30;16.982,50;5.807,25;54,75
03.01.2022 10:30;03.01.2022 10:45;17.042,25;5.739,25;30,25
03.01.2022 10:45;03.01.2022 11:00;17.046,50;5.633,75;67,00
03.01.2022 11:00;03.01.2022 11:15;17.173,00;5.663,00;82,25
03.01.2022 11:15;03.01.2022 11:30;17.359,50;5.714,25;124,75
03.01.2022 11:30;03.01.2022 11:45;17.461,50;5.697,75;132,25
03.01.2022 11:45;03.01.2022 12:00;17.505,50;5.628,50;192,25
03.01.2022 12:00;03.01.2022 12:15;17.559,00;5.717,25;154,50
03.01.2022 12:15;03.01.2022 12:30;17.538,25;5.748,75;201,75
03.01.2022 12:30;03.01.2022 12:45;17.537,25;5.895,00;163,25
03.01.2022 12:45;03.01.2022 13:00;17.494,00;5.889,25;229,75
03.01.2022 13:00;03.01.2022 13:15;17.511,25;6.060,50;170,50
03.01.2022 13:15;03.01.2022 13:30;17.382,50;6.031,75;154,75
03.01.2022 13:30;03.01.2022 13:45;17.270,25;6.030,00;141,00
03.01.2022 13:45;03.01.2022 14:00;17.159,00;6.020,50;214,25
03.01.2022 14:00;03.01.2022 14:15;17.086,75;6.112,75;241,75
03.01.2022 14:15;03.01.2022 14:30;17.083,75;6.296,00;173,25
03.01.2022 14:30;03.01.2022 14:45;17.059,25;6.445,00;145,75
03.01.2022 14:45;03.01.2022 15:00;17.068,00;6.630,75;135,50
03.01.2022 15:00;03.01.2022 15:15;16.988,25;6.805,25;6,75
03.01.2022 15:15;03.01.2022 15:30;16.876,25;6.959,50;1,75
03.01.2022 15:30;03.01.2022 15:45;16.774,00;7.011,25;25,00
03.01.2022 15:45;03.01.2022 16:00;16.710,25;6.981,00;27,00
03.01.2022 16:00;03.01.2022 16:15;16.827,75;7.112,25;44,25
03.01.2022 16:15;03.01.2022 16:30;16.886,50;7.273,75;45,75
03.01.2022 16:30;03.01.2022 16:45;17.068,00;7.554,75;58,00
03.01.2022 16:45;03.01.2022 17:00;17.251,50;7.788,75;66,00
03.01.2022 17:00;03.01.2022 17:15;17.437,50;7.990,00;41,25
03.01.2022 17:15;03.01.2022 17:30;17.580,50;8.129,75;39,75
03.01.2022 17:30;03.01.2022 17:45;17.658,50;8.220,25;65,00
03.01.2022 17:45;03.01.2022 18:00;17.734,75;8.344,50;63,75
03.01.2022 18:00;03.01.2022 18:15;17.639,25;8.204,00;16,50
03.01.2022 18:15;03.01.2022 18:30;17.593,50;8.164,25;18,25
03.01.2022 18:30;03.01.2022 18:45;17.535,50;8.090,75;39,25
03.01.2022 18:45;03.01.2022 19:00;17.392,75;8.014,25;39,75
03.01.2022 19:00;03.01.2022 19:15;17.309,25;8.000,75;38,50
03.01.2022 19:15;03.01.2022 19:30;17.115,25;7.977,75;21,25
03.01.2022 19:30;03.01.2022 19:45;16.945,75;7.987,25;21,00
03.01.2022 19:45;03.01.2022 20:00;16.798,25;7.943,50;55,25
03.01.2022 20:00;03.01.2022 20:15;16.496,75;7.781,75;78,25
03.01.2022 20:15;03.01.2022 20:30;16.164,00;7.622,25;80,75
03.01.2022 20:30;03.01.2022 20:45;15.862,25;7.440,00;102,25
03.01.2022 20:45;03.01.2022 21:00;15.605,00;7.301,25;116,75
03.01.2022 21:00;03.01.2022 21:15;15.383,00;7.108,25;390,00
03.01.2022 21:15;03.01.2022 21:30;15.179,25;7.041,50;414,00
03.01.2022 21:30;03.01.2022 21:45;14.939,75;6.912,00;420,25
03.01.2022 21:45;03.01.2022 22:00;14.835,25;6.902,50;578,00
03.01.2022 22:00;03.01.2022 22:15;14.784,00;7.086,00;524,75
03.01.2022 22:15;03.01.2022 22:30;14.524,00;6.902,00;571,50
03.01.2022 22:30;03.01.2022 22:45;14.227,50;6.680,50;636,75
03.01.2022 22:45;03.01.2022 23:00;13.971,25;6.546,50;754,75
03.01.2022 23:00;03.01.2022 23:15;13.733,25;6.438,75;411,50
03.01.2022 23:15;03.01.2022 23:30;13.533,75;6.418,00;515,50
03.01.2022 23:30;03.01.2022 23:45;13.333,25;6.321,25;539,75
03.01.2022 23:45;04.01.2022 00:00;13.157,50;6.319,50;624,00
04.01.2022 00:00;04.01.2022 00:15;12.900,75;6.186,00;759,50
04.01.2022 00:15;04.01.2022 00:30;12.776,25;6.071,50;867,50
04.01.2022 00:30;04.01.2022 00:45;12.607,25;5.947,50;999,75
04.01.2022 00:45;04.01.2022 01:00;12.429,25;5.875,75;990,75
04.01.2022 01:00;04.01.2022 01:15;12.230,25;5.782,50;1.109,50
04.01.2022 01:15;04.01.2022 01:30;12.122,75;5.786,00;1.122,50
04.01.2022 01:30;04.01.2022 01:45;12.072,25;5.875,25;1.105,25
04.01.2022 01:45;04.01.2022 02:00;12.025,75;5.962,50;1.127,75
04.01.2022 02:00;04.01.2022 02:15;11.910,50;5.959,75;1.112,25
04.01.2022 02:15;04.01.2022 02:30;11.922,75;6.163,50;1.065,25
04.01.2022 02:30;04.01.2022 02:45;11.908,50;6.328,25;1.033,50
04.01.2022 02:45;04.01.2022 03:00;11.911,00;6.355,50;1.023,50
04.01.2022 03:00;04.01.2022 03:15;11.998,50;6.541,25;967,50
04.01.2022 03:15;04.01.2022 03:30;12.003,75;6.661,50;982,25
04.01.2022 03:30;04.01.2022 03:45;12.022,25;6.794,50;961,50
04.01.2022 03:45;04.01.2022 04:00;12.100,25;7.033,25;861,00
04.01.2022 04:00;04.01.2022 04:15;12.173,75;7.283,75;873,75
04.01.2022 04:15;04.01.2022 04:30;12.270,00;7.529,00;838,50
04.01.2022 04:30;04.01.2022 04:45;12.427,75;7.770,75;739,50
04.01.2022 04:45;04.01.2022 05:00;12.555,00;7.989,75;625,75
04.01.2022 05:00;04.01.2022 05:15;12.739,25;8.202,25;689,50
04.01.2022 05:15;04.01.2022 05:30;12.891,25;8.448,00;602,50
04.01.2022 05:30;04.01.2022 05:45;13.108,75;8.758,75;549,50
04.01.2022 05:45;04.01.2022 06:00;13.417,00;9.090,25;401,25
04.01.2022 06:00;04.01.2022 06:15;13.979,25;9.639,00;343,75
04.01.2022 06:15;04.01.2022 06:30;14.310,75;10.019,25;148,75
04.01.2022 06:30;04.01.2022 06:45;14.538,00;10.228,25;147,25
04.01.2022 06:45;04.01.2022 07:00;14.840,25;10.578,00;149,00
04.01.2022 07:00;04.01.2022 07:15;15.276,25;11.058,25;245,75
04.01.2022 07:15;04.01.2022 07:30;15.487,75;11.337,50;165,25
04.01.2022 07:30;04.01.2022 07:45;15.765,75;11.668,50;65,25
04.01.2022 07:45;04.01.2022 08:00;16.072,25;11.967,75;69,75
04.01.2022 08:00;04.01.2022 08:15;16.333,50;12.320,25;106,50
04.01.2022 08:15;04.01.2022 08:30;16.521,25;12.571,00;37,25
04.01.2022 08:30;04.01.2022 08:45;16.585,25;12.607,25;31,75
04.01.2022 08:45;04.01.2022 09:00;16.643,50;12.757,00;17,00
04.01.2022 09:00;04.01.2022 09:15;16.749,00;12.897,25;12,00
04.01.2022 09:15;04.01.2022 09:30;16.839,25;13.142,75;11,75
04.01.2022 09:30;04.01.2022 09:45;16.897,50;13.141,25;11,75
04.01.2022 09:45;04.01.2022 10:00;16.976,00;13.139,25;11,75
04.01.2022 10:00;04.01.2022 10:15;16.949,75;12.955,25;23,00
04.01.2022 10:15;04.01.2022 10:30;17.043,25;12.934,00;22,00
04.01.2022 10:30;04.01.2022 10:45;17.078,25;12.867,75;11,75
04.01.2022 10:45;04.01.2022 11:00;17.191,50;13.026,25;21,00
04.01.2022 11:00;04.01.2022 11:15;17.207,50;13.004,00;19,75
04.01.2022 11:15;04.01.2022 11:30;17.338,00;13.041,75;37,75
04.01.2022 11:30;04.01.2022 11:45;17.435,25;13.033,00;37,50
04.01.2022 11:45;04.01.2022 12:00;17.504,75;12.987,75;13,50
04.01.2022 12:00;04.01.2022 12:15;17.527,50;12.914,50;23,25
04.01.2022 12:15;04.01.2022 12:30;17.480,00;12.787,00;12,50
04.01.2022 12:30;04.01.2022 12:45;17.430,75;12.657,75;13,25
04.01.2022 12:45;04.01.2022 13:00;17.346,75;12.453,75;1,75
04.01.2022 13:00;04.01.2022 13:15;17.350,75;12.420,50;1,75
04.01.2022 13:15;04.01.2022 13:30;17.202,00;12.194,50;74,50
04.01.2022 13:30;04.01.2022 13:45;17.124,75;12.034,00;131,00
04.01.2022 13:45;04.01.2022 14:00;17.044,25;11.946,25;164,00
04.01.2022 14:00;04.01.2022 14:15;17.077,75;11.982,50;102,25
04.01.2022 14:15;04.01.2022 14:30;17.019,00;12.066,50;70,25
04.01.2022 14:30;04.01.2022 14:45;17.044,00;12.155,00;68,75
04.01.2022 14:45;04.01.2022 15:00;17.013,00;12.070,75;81,75
04.01.2022 15:00;04.01.2022 15:15;16.955,75;11.886,25;64,00
04.01.2022 15:15;04.01.2022 15:30;16.953,00;11.837,75;80,50
04.01.2022 15:30;04.01.2022 15:45;16.956,25;11.882,75;69,50
04.01.2022 15:45;04.01.2022 16:00;17.020,00;11.992,25;48,75
04.01.2022 16:00;04.01.2022 16:15;17.084,75;11.998,75;30,75
04.01.2022 16:15;04.01.2022 16:30;17.135,00;11.986,75;16,00
04.01.2022 16:30;04.01.2022 16:45;17.173,50;11.969,50;18,25
04.01.2022 16:45;04.01.2022 17:00;17.303,50;12.036,25;39,25
04.01.2022 17:00;04.01.2022 17:15;17.351,75;12.034,50;41,00
04.01.2022 17:15;04.01.2022 17:30;17.507,50;12.071,50;15,75
04.01.2022 17:30;04.01.2022 17:45;17.637,50;12.267,50;12,50
04.01.2022 17:45;04.01.2022 18:00;17.647,25;12.247,00;18,25
04.01.2022 18:00;04.01.2022 18:15;17.512,50;12.146,25;26,00
04.01.2022 18:15;04.01.2022 18:30;17.493,25;12.103,75;26,50
